date,borough,complaint_group,request_volume
2022-05-03,Staten Island,Other,64
2022-05-03,Staten Island,Public Safety,7
2022-05-03,Staten Island,Sanitation,89
2022-05-03,Staten Island,Street Condition,79
2022-05-03,Staten Island,Traffic,59
2022-05-03,Staten Island,Water,35
2022-05-04,Bronx,Housing,482
2022-05-04,Bronx,Noise,304
2022-05-04,Bronx,Other,95
2022-05-04,Bronx,Public Safety,31
2022-05-04,Bronx,Sanitation,81
2022-05-04,Bronx,Street Condition,120
2022-05-04,Bronx,Traffic,362
2022-05-04,Bronx,Water,60
2022-05-04,Brooklyn,Housing,425
2022-05-04,Brooklyn,Noise,369
2022-05-04,Brooklyn,Other,351
2022-05-04,Brooklyn,Public Safety,80
2022-05-04,Brooklyn,Sanitation,218
2022-05-04,Brooklyn,Street Condition,238
2022-05-04,Brooklyn,Traffic,641
2022-05-04,Brooklyn,Water,79
2022-05-04,Manhattan,Housing,339
2022-05-04,Manhattan,Noise,376
2022-05-04,Manhattan,Other,252
2022-05-04,Manhattan,Public Safety,146
2022-05-04,Manhattan,Sanitation,83
2022-05-04,Manhattan,Street Condition,133
2022-05-04,Manhattan,Traffic,210
2022-05-04,Manhattan,Water,25
2022-05-04,Queens,Housing,167
2022-05-04,Queens,Noise,272
2022-05-04,Queens,Other,213
2022-05-04,Queens,Public Safety,90
2022-05-04,Queens,Sanitation,459
2022-05-04,Queens,Street Condition,291
2022-05-04,Queens,Traffic,625
2022-05-04,Queens,Water,69
2022-05-04,Staten Island,Housing,23
2022-05-04,Staten Island,Noise,29
2022-05-04,Staten Island,Other,46
2022-05-04,Staten Island,Public Safety,8
2022-05-04,Staten Island,Sanitation,67
2022-05-04,Staten Island,Street Condition,81
2022-05-04,Staten Island,Traffic,57
2022-05-04,Staten Island,Water,39
2022-05-05,Bronx,Housing,439
2022-05-05,Bronx,Noise,563
2022-05-05,Bronx,Other,162
2022-05-05,Bronx,Public Safety,28
2022-05-05,Bronx,Sanitation,93
2022-05-05,Bronx,Street Condition,181
2022-05-05,Bronx,Traffic,379
2022-05-05,Bronx,Water,60
2022-05-05,Brooklyn,Housing,365
2022-05-05,Brooklyn,Noise,651
2022-05-05,Brooklyn,Other,333
2022-05-05,Brooklyn,Public Safety,79
2022-05-05,Brooklyn,Sanitation,233
2022-05-05,Brooklyn,Street Condition,191
2022-05-05,Brooklyn,Traffic,722
2022-05-05,Brooklyn,Water,83
2022-05-05,Manhattan,Housing,268
2022-05-05,Manhattan,Noise,710
2022-05-05,Manhattan,Other,310
2022-05-05,Manhattan,Public Safety,165
2022-05-05,Manhattan,Sanitation,107
2022-05-05,Manhattan,Street Condition,134
2022-05-05,Manhattan,Traffic,283
2022-05-05,Manhattan,Water,44
2022-05-05,Queens,Housing,128
2022-05-05,Queens,Noise,450
2022-05-05,Queens,Other,300
2022-05-05,Queens,Public Safety,62
2022-05-05,Queens,Sanitation,119
2022-05-05,Queens,Street Condition,268
2022-05-05,Queens,Traffic,704
2022-05-05,Queens,Water,66
2022-05-05,Staten Island,Housing,21
2022-05-05,Staten Island,Noise,63
2022-05-05,Staten Island,Other,83
2022-05-05,Staten Island,Public Safety,6
2022-05-05,Staten Island,Sanitation,73
2022-05-05,Staten Island,Street Condition,74
2022-05-05,Staten Island,Traffic,65
2022-05-05,Staten Island,Water,37
2022-05-06,Bronx,Housing,340
2022-05-06,Bronx,Noise,322
2022-05-06,Bronx,Other,87
2022-05-06,Bronx,Public Safety,24
2022-05-06,Bronx,Sanitation,65
2022-05-06,Bronx,Street Condition,133
2022-05-06,Bronx,Traffic,340
2022-05-06,Bronx,Water,43
2022-05-06,Brooklyn,Housing,411
2022-05-06,Brooklyn,Noise,352
2022-05-06,Brooklyn,Other,205
2022-05-06,Brooklyn,Public Safety,64
2022-05-06,Brooklyn,Sanitation,179
2022-05-06,Brooklyn,Street Condition,206
2022-05-06,Brooklyn,Traffic,650
2022-05-06,Brooklyn,Water,103
2022-05-06,Manhattan,Housing,206
2022-05-06,Manhattan,Noise,405
2022-05-06,Manhattan,Other,220
2022-05-06,Manhattan,Public Safety,127
2022-05-06,Manhattan,Sanitation,80
2022-05-06,Manhattan,Street Condition,90
2022-05-06,Manhattan,Traffic,194
2022-05-06,Manhattan,Water,34
2022-05-06,Queens,Housing,169
2022-05-06,Queens,Noise,319
2022-05-06,Queens,Other,165
2022-05-06,Queens,Public Safety,47
2022-05-06,Queens,Sanitation,127
2022-05-06,Queens,Street Condition,235
2022-05-06,Queens,Traffic,603
2022-05-06,Queens,Water,69
2022-05-06,Staten Island,Housing,19
2022-05-06,Staten Island,Noise,29
2022-05-06,Staten Island,Other,46
2022-05-06,Staten Island,Public Safety,9
2022-05-06,Staten Island,Sanitation,53
2022-05-06,Staten Island,Street Condition,68
2022-05-06,Staten Island,Traffic,50
2022-05-06,Staten Island,Water,21
2022-05-07,Bronx,Housing,379
2022-05-07,Bronx,Noise,345
2022-05-07,Bronx,Other,56
2022-05-07,Bronx,Public Safety,19
2022-05-07,Bronx,Sanitation,40
2022-05-07,Bronx,Street Condition,42
2022-05-07,Bronx,Traffic,296
2022-05-07,Bronx,Water,58
2022-05-07,Brooklyn,Housing,403
2022-05-07,Brooklyn,Noise,376
2022-05-07,Brooklyn,Other,141
2022-05-07,Brooklyn,Public Safety,46
2022-05-07,Brooklyn,Sanitation,105
2022-05-07,Brooklyn,Street Condition,100
2022-05-07,Brooklyn,Traffic,496
2022-05-07,Brooklyn,Water,127
2022-05-07,Manhattan,Housing,289
2022-05-07,Manhattan,Noise,333
2022-05-07,Manhattan,Other,130
2022-05-07,Manhattan,Public Safety,100
2022-05-07,Manhattan,Sanitation,62
2022-05-07,Manhattan,Street Condition,54
2022-05-07,Manhattan,Traffic,137
2022-05-07,Manhattan,Water,49
2022-05-07,Queens,Housing,222
2022-05-07,Queens,Noise,327
2022-05-07,Queens,Other,121
2022-05-07,Queens,Public Safety,30
2022-05-07,Queens,Sanitation,87
2022-05-07,Queens,Street Condition,123
2022-05-07,Queens,Traffic,552
2022-05-07,Queens,Water,119
2022-05-07,Staten Island,Housing,28
2022-05-07,Staten Island,Noise,30
2022-05-07,Staten Island,Other,35
2022-05-07,Staten Island,Public Safety,11
2022-05-07,Staten Island,Sanitation,51
2022-05-07,Staten Island,Street Condition,24
2022-05-07,Staten Island,Traffic,45
2022-05-07,Staten Island,Water,33
2022-05-08,Bronx,Housing,341
2022-05-08,Bronx,Noise,518
2022-05-08,Bronx,Other,68
2022-05-08,Bronx,Public Safety,13
2022-05-08,Bronx,Sanitation,39
2022-05-08,Bronx,Street Condition,33
2022-05-08,Bronx,Traffic,330
2022-05-08,Bronx,Water,30
2022-05-08,Brooklyn,Housing,358
2022-05-08,Brooklyn,Noise,476
2022-05-08,Brooklyn,Other,153
2022-05-08,Brooklyn,Public Safety,54
2022-05-08,Brooklyn,Sanitation,156
2022-05-08,Brooklyn,Street Condition,121
2022-05-08,Brooklyn,Traffic,591
2022-05-08,Brooklyn,Water,73
2022-05-08,Manhattan,Housing,278
2022-05-08,Manhattan,Noise,507
2022-05-08,Manhattan,Other,163
2022-05-08,Manhattan,Public Safety,105
2022-05-08,Manhattan,Sanitation,67
2022-05-08,Manhattan,Street Condition,60
2022-05-08,Manhattan,Traffic,161
2022-05-08,Manhattan,Water,24
2022-05-08,Queens,Housing,166
2022-05-08,Queens,Noise,481
2022-05-08,Queens,Other,131
2022-05-08,Queens,Public Safety,52
2022-05-08,Queens,Sanitation,90
2022-05-08,Queens,Street Condition,103
2022-05-08,Queens,Traffic,641
2022-05-08,Queens,Water,28
2022-05-08,Staten Island,Housing,23
2022-05-08,Staten Island,Noise,35
2022-05-08,Staten Island,Other,30
2022-05-08,Staten Island,Public Safety,4
2022-05-08,Staten Island,Sanitation,47
2022-05-08,Staten Island,Street Condition,30
2022-05-08,Staten Island,Traffic,43
2022-05-08,Staten Island,Water,16
2022-05-09,Bronx,Housing,558
2022-05-09,Bronx,Noise,736
2022-05-09,Bronx,Other,129
2022-05-09,Bronx,Public Safety,30
2022-05-09,Bronx,Sanitation,65
2022-05-09,Bronx,Street Condition,160
2022-05-09,Bronx,Traffic,368
2022-05-09,Bronx,Water,66
2022-05-09,Brooklyn,Housing,565
2022-05-09,Brooklyn,Noise,381
2022-05-09,Brooklyn,Other,286
2022-05-09,Brooklyn,Public Safety,65
2022-05-09,Brooklyn,Sanitation,184
2022-05-09,Brooklyn,Street Condition,273
2022-05-09,Brooklyn,Traffic,705
2022-05-09,Brooklyn,Water,107
2022-05-09,Manhattan,Housing,334
2022-05-09,Manhattan,Noise,408
2022-05-09,Manhattan,Other,246
2022-05-09,Manhattan,Public Safety,133
2022-05-09,Manhattan,Sanitation,106
2022-05-09,Manhattan,Street Condition,140
2022-05-09,Manhattan,Traffic,214
2022-05-09,Manhattan,Water,33
2022-05-09,Queens,Housing,225
2022-05-09,Queens,Noise,295
2022-05-09,Queens,Other,318
2022-05-09,Queens,Public Safety,73
2022-05-09,Queens,Sanitation,124
2022-05-09,Queens,Street Condition,292
2022-05-09,Queens,Traffic,643
2022-05-09,Queens,Water,98
2022-05-09,Staten Island,Housing,27
2022-05-09,Staten Island,Noise,33
2022-05-09,Staten Island,Other,73
2022-05-09,Staten Island,Public Safety,7
2022-05-09,Staten Island,Sanitation,61
2022-05-09,Staten Island,Street Condition,85
2022-05-09,Staten Island,Traffic,66
2022-05-09,Staten Island,Water,29
2022-05-10,Bronx,Housing,510
2022-05-10,Bronx,Noise,352
2022-05-10,Bronx,Other,138
2022-05-10,Bronx,Public Safety,32
2022-05-10,Bronx,Sanitation,71
2022-05-10,Bronx,Street Condition,146
2022-05-10,Bronx,Traffic,361
2022-05-10,Bronx,Water,64
2022-05-10,Brooklyn,Housing,465
2022-05-10,Brooklyn,Noise,398
2022-05-10,Brooklyn,Other,360
2022-05-10,Brooklyn,Public Safety,75
2022-05-10,Brooklyn,Sanitation,215
2022-05-10,Brooklyn,Street Condition,240
2022-05-10,Brooklyn,Traffic,740
2022-05-10,Brooklyn,Water,96
2022-05-10,Manhattan,Housing,288
2022-05-10,Manhattan,Noise,523
2022-05-10,Manhattan,Other,294
2022-05-10,Manhattan,Public Safety,150
2022-05-10,Manhattan,Sanitation,71
2022-05-10,Manhattan,Street Condition,121
2022-05-10,Manhattan,Traffic,294
2022-05-10,Manhattan,Water,44
2022-05-10,Queens,Housing,207
2022-05-10,Queens,Noise,313
2022-05-10,Queens,Other,286
2022-05-10,Queens,Public Safety,44
2022-05-10,Queens,Sanitation,134
2022-05-10,Queens,Street Condition,235
2022-05-10,Queens,Traffic,691
2022-05-10,Queens,Water,77
2022-05-10,Staten Island,Housing,24
2022-05-10,Staten Island,Noise,36
2022-05-10,Staten Island,Other,57
2022-05-10,Staten Island,Public Safety,10
2022-05-10,Staten Island,Sanitation,61
2022-05-10,Staten Island,Street Condition,81
2022-05-10,Staten Island,Traffic,72
2022-05-10,Staten Island,Water,36
2022-05-11,Bronx,Housing,418
2022-05-11,Bronx,Noise,898
2022-05-11,Bronx,Other,177
2022-05-11,Bronx,Public Safety,30
2022-05-11,Bronx,Sanitation,68
2022-05-11,Bronx,Street Condition,127
2022-05-11,Bronx,Traffic,440
2022-05-11,Bronx,Water,58
2022-05-11,Brooklyn,Housing,411
2022-05-11,Brooklyn,Noise,429
2022-05-11,Brooklyn,Other,315
2022-05-11,Brooklyn,Public Safety,78
2022-05-11,Brooklyn,Sanitation,241
2022-05-11,Brooklyn,Street Condition,234
2022-05-11,Brooklyn,Traffic,826
2022-05-11,Brooklyn,Water,100
2022-05-11,Manhattan,Housing,289
2022-05-11,Manhattan,Noise,608
2022-05-11,Manhattan,Other,293
2022-05-11,Manhattan,Public Safety,157
2022-05-11,Manhattan,Sanitation,124
2022-05-11,Manhattan,Street Condition,140
2022-05-11,Manhattan,Traffic,251
2022-05-11,Manhattan,Water,47
2022-05-11,Queens,Housing,211
2022-05-11,Queens,Noise,344
2022-05-11,Queens,Other,281
2022-05-11,Queens,Public Safety,65
2022-05-11,Queens,Sanitation,128
2022-05-11,Queens,Street Condition,301
2022-05-11,Queens,Traffic,635
2022-05-11,Queens,Water,82
2022-05-11,Staten Island,Housing,34
2022-05-11,Staten Island,Noise,34
2022-05-11,Staten Island,Other,78
2022-05-11,Staten Island,Public Safety,12
2022-05-11,Staten Island,Sanitation,78
2022-05-11,Staten Island,Street Condition,73
2022-05-11,Staten Island,Traffic,60
2022-05-11,Staten Island,Water,32
2022-05-12,Bronx,Housing,398
2022-05-12,Bronx,Noise,847
2022-05-12,Bronx,Other,133
2022-05-12,Bronx,Public Safety,34
2022-05-12,Bronx,Sanitation,79
2022-05-12,Bronx,Street Condition,136
2022-05-12,Bronx,Traffic,382
2022-05-12,Bronx,Water,66
2022-05-12,Brooklyn,Housing,409
2022-05-12,Brooklyn,Noise,549
2022-05-12,Brooklyn,Other,377
2022-05-12,Brooklyn,Public Safety,65
2022-05-12,Brooklyn,Sanitation,249
2022-05-12,Brooklyn,Street Condition,188
2022-05-12,Brooklyn,Traffic,877
2022-05-12,Brooklyn,Water,230
2022-05-12,Manhattan,Housing,294
2022-05-12,Manhattan,Noise,685
2022-05-12,Manhattan,Other,293
2022-05-12,Manhattan,Public Safety,169
2022-05-12,Manhattan,Sanitation,128
2022-05-12,Manhattan,Street Condition,146
2022-05-12,Manhattan,Traffic,275
2022-05-12,Manhattan,Water,34
2022-05-12,Queens,Housing,214
2022-05-12,Queens,Noise,332
2022-05-12,Queens,Other,283
2022-05-12,Queens,Public Safety,74
2022-05-12,Queens,Sanitation,133
2022-05-12,Queens,Street Condition,213
2022-05-12,Queens,Traffic,694
2022-05-12,Queens,Water,82
2022-05-12,Staten Island,Housing,28
2022-05-12,Staten Island,Noise,29
2022-05-12,Staten Island,Other,61
2022-05-12,Staten Island,Public Safety,8
2022-05-12,Staten Island,Sanitation,93
2022-05-12,Staten Island,Street Condition,57
2022-05-12,Staten Island,Traffic,68
2022-05-12,Staten Island,Water,36
2022-05-13,Bronx,Housing,344
2022-05-13,Bronx,Noise,518
2022-05-13,Bronx,Other,131
2022-05-13,Bronx,Public Safety,29
2022-05-13,Bronx,Sanitation,84
2022-05-13,Bronx,Street Condition,130
2022-05-13,Bronx,Traffic,374
2022-05-13,Bronx,Water,55
2022-05-13,Brooklyn,Housing,367
2022-05-13,Brooklyn,Noise,542
2022-05-13,Brooklyn,Other,356
2022-05-13,Brooklyn,Public Safety,50
2022-05-13,Brooklyn,Sanitation,245
2022-05-13,Brooklyn,Street Condition,210
2022-05-13,Brooklyn,Traffic,821
2022-05-13,Brooklyn,Water,936
2022-05-13,Manhattan,Housing,256
2022-05-13,Manhattan,Noise,671
2022-05-13,Manhattan,Other,250
2022-05-13,Manhattan,Public Safety,126
2022-05-13,Manhattan,Sanitation,93
2022-05-13,Manhattan,Street Condition,112
2022-05-13,Manhattan,Traffic,262
2022-05-13,Manhattan,Water,57
2022-05-13,Queens,Housing,143
2022-05-13,Queens,Noise,358
2022-05-13,Queens,Other,274
2022-05-13,Queens,Public Safety,74
2022-05-13,Queens,Sanitation,127
2022-05-13,Queens,Street Condition,201
2022-05-13,Queens,Traffic,698
2022-05-13,Queens,Water,61
2022-05-13,Staten Island,Housing,37
2022-05-13,Staten Island,Noise,38
2022-05-13,Staten Island,Other,70
2022-05-13,Staten Island,Public Safety,3
2022-05-13,Staten Island,Sanitation,62
2022-05-13,Staten Island,Street Condition,54
2022-05-13,Staten Island,Traffic,66
2022-05-13,Staten Island,Water,23
2022-05-14,Bronx,Housing,261
2022-05-14,Bronx,Noise,1112
2022-05-14,Bronx,Other,80
2022-05-14,Bronx,Public Safety,25
2022-05-14,Bronx,Sanitation,53
2022-05-14,Bronx,Street Condition,45
2022-05-14,Bronx,Traffic,325
2022-05-14,Bronx,Water,44
2022-05-14,Brooklyn,Housing,221
2022-05-14,Brooklyn,Noise,741
2022-05-14,Brooklyn,Other,214
2022-05-14,Brooklyn,Public Safety,55
2022-05-14,Brooklyn,Sanitation,142
2022-05-14,Brooklyn,Street Condition,76
2022-05-14,Brooklyn,Traffic,547
2022-05-14,Brooklyn,Water,81
2022-05-14,Manhattan,Housing,149
2022-05-14,Manhattan,Noise,883
2022-05-14,Manhattan,Other,195
2022-05-14,Manhattan,Public Safety,104
2022-05-14,Manhattan,Sanitation,83
2022-05-14,Manhattan,Street Condition,56
2022-05-14,Manhattan,Traffic,187
2022-05-14,Manhattan,Water,24
2022-05-14,Queens,Housing,92
2022-05-14,Queens,Noise,639
2022-05-14,Queens,Other,232
2022-05-14,Queens,Public Safety,53
2022-05-14,Queens,Sanitation,93
2022-05-14,Queens,Street Condition,135
2022-05-14,Queens,Traffic,616
2022-05-14,Queens,Water,52
2022-05-14,Staten Island,Housing,9
2022-05-14,Staten Island,Noise,64
2022-05-14,Staten Island,Other,41
2022-05-14,Staten Island,Public Safety,4
2022-05-14,Staten Island,Sanitation,48
2022-05-14,Staten Island,Street Condition,32
2022-05-14,Staten Island,Traffic,58
2022-05-14,Staten Island,Water,13
2022-05-15,Bronx,Housing,232
2022-05-15,Bronx,Noise,3126
2022-05-15,Bronx,Other,80
2022-05-15,Bronx,Public Safety,31
2022-05-15,Bronx,Sanitation,49
2022-05-15,Bronx,Street Condition,66
2022-05-15,Bronx,Traffic,319
2022-05-15,Bronx,Water,46
2022-05-15,Brooklyn,Housing,249
2022-05-15,Brooklyn,Noise,895
2022-05-15,Brooklyn,Other,203
2022-05-15,Brooklyn,Public Safety,64
2022-05-15,Brooklyn,Sanitation,143
2022-05-15,Brooklyn,Street Condition,88
2022-05-15,Brooklyn,Traffic,668
2022-05-15,Brooklyn,Water,67
2022-05-15,Manhattan,Housing,122
2022-05-15,Manhattan,Noise,1050
2022-05-15,Manhattan,Other,170
2022-05-15,Manhattan,Public Safety,116
2022-05-15,Manhattan,Sanitation,98
2022-05-15,Manhattan,Street Condition,101
2022-05-15,Manhattan,Traffic,205
2022-05-15,Manhattan,Water,20
2022-05-15,Queens,Housing,77
2022-05-15,Queens,Noise,921
2022-05-15,Queens,Other,229
2022-05-15,Queens,Public Safety,60
2022-05-15,Queens,Sanitation,115
2022-05-15,Queens,Street Condition,97
2022-05-15,Queens,Traffic,669
2022-05-15,Queens,Water,52
2022-05-15,Staten Island,Housing,9
2022-05-15,Staten Island,Noise,80
2022-05-15,Staten Island,Other,33
2022-05-15,Staten Island,Public Safety,5
2022-05-15,Staten Island,Sanitation,62
2022-05-15,Staten Island,Street Condition,30
2022-05-15,Staten Island,Traffic,46
2022-05-15,Staten Island,Water,26
2022-05-16,Bronx,Housing,437
2022-05-16,Bronx,Noise,2740
2022-05-16,Bronx,Other,126
2022-05-16,Bronx,Public Safety,31
2022-05-16,Bronx,Sanitation,83
2022-05-16,Bronx,Street Condition,142
2022-05-16,Bronx,Traffic,408
2022-05-16,Bronx,Water,94
2022-05-16,Brooklyn,Housing,494
2022-05-16,Brooklyn,Noise,407
2022-05-16,Brooklyn,Other,350
2022-05-16,Brooklyn,Public Safety,99
2022-05-16,Brooklyn,Sanitation,227
2022-05-16,Brooklyn,Street Condition,275
2022-05-16,Brooklyn,Traffic,723
2022-05-16,Brooklyn,Water,103
2022-05-16,Manhattan,Housing,258
2022-05-16,Manhattan,Noise,388
2022-05-16,Manhattan,Other,280
2022-05-16,Manhattan,Public Safety,177
2022-05-16,Manhattan,Sanitation,108
2022-05-16,Manhattan,Street Condition,161
2022-05-16,Manhattan,Traffic,208
2022-05-16,Manhattan,Water,47
2022-05-16,Queens,Housing,152
2022-05-16,Queens,Noise,298
2022-05-16,Queens,Other,315
2022-05-16,Queens,Public Safety,65
2022-05-16,Queens,Sanitation,133
2022-05-16,Queens,Street Condition,302
2022-05-16,Queens,Traffic,707
2022-05-16,Queens,Water,111
2022-05-16,Staten Island,Housing,26
2022-05-16,Staten Island,Noise,20
2022-05-16,Staten Island,Other,77
2022-05-16,Staten Island,Public Safety,12
2022-05-16,Staten Island,Sanitation,68
2022-05-16,Staten Island,Street Condition,138
2022-05-16,Staten Island,Traffic,65
2022-05-16,Staten Island,Water,36
2022-05-17,Bronx,Housing,488
2022-05-17,Bronx,Noise,2175
2022-05-17,Bronx,Other,121
2022-05-17,Bronx,Public Safety,30
2022-05-17,Bronx,Sanitation,65
2022-05-17,Bronx,Street Condition,125
2022-05-17,Bronx,Traffic,398
2022-05-17,Bronx,Water,63
2022-05-17,Brooklyn,Housing,441
2022-05-17,Brooklyn,Noise,476
2022-05-17,Brooklyn,Other,421
2022-05-17,Brooklyn,Public Safety,54
2022-05-17,Brooklyn,Sanitation,222
2022-05-17,Brooklyn,Street Condition,277
2022-05-17,Brooklyn,Traffic,780
2022-05-17,Brooklyn,Water,107
2022-05-17,Manhattan,Housing,286
2022-05-17,Manhattan,Noise,494
2022-05-17,Manhattan,Other,284
2022-05-17,Manhattan,Public Safety,176
2022-05-17,Manhattan,Sanitation,114
2022-05-17,Manhattan,Street Condition,156
2022-05-17,Manhattan,Traffic,273
2022-05-17,Manhattan,Water,96
2022-05-17,Queens,Housing,142
2022-05-17,Queens,Noise,380
2022-05-17,Queens,Other,374
2022-05-17,Queens,Public Safety,76
2022-05-17,Queens,Sanitation,137
2022-05-17,Queens,Street Condition,273
2022-05-17,Queens,Traffic,702
2022-05-17,Queens,Water,113
2022-05-17,Staten Island,Housing,31
2022-05-17,Staten Island,Noise,48
2022-05-17,Staten Island,Other,103
2022-05-17,Staten Island,Public Safety,5
2022-05-17,Staten Island,Sanitation,96
2022-05-17,Staten Island,Street Condition,79
2022-05-17,Staten Island,Traffic,76
2022-05-17,Staten Island,Water,30
2022-05-18,Bronx,Housing,444
2022-05-18,Bronx,Noise,1975
2022-05-18,Bronx,Other,137
2022-05-18,Bronx,Public Safety,48
2022-05-18,Bronx,Sanitation,82
2022-05-18,Bronx,Street Condition,126
2022-05-18,Bronx,Traffic,409
2022-05-18,Bronx,Water,78
2022-05-18,Brooklyn,Housing,502
2022-05-18,Brooklyn,Noise,563
2022-05-18,Brooklyn,Other,379
2022-05-18,Brooklyn,Public Safety,82
2022-05-18,Brooklyn,Sanitation,217
2022-05-18,Brooklyn,Street Condition,203
2022-05-18,Brooklyn,Traffic,766
2022-05-18,Brooklyn,Water,149
2022-05-18,Manhattan,Housing,277
2022-05-18,Manhattan,Noise,646
2022-05-18,Manhattan,Other,297
2022-05-18,Manhattan,Public Safety,162
2022-05-18,Manhattan,Sanitation,113
2022-05-18,Manhattan,Street Condition,134
2022-05-18,Manhattan,Traffic,290
2022-05-18,Manhattan,Water,74
2022-05-18,Queens,Housing,174
2022-05-18,Queens,Noise,370
2022-05-18,Queens,Other,322
2022-05-18,Queens,Public Safety,79
2022-05-18,Queens,Sanitation,151
2022-05-18,Queens,Street Condition,246
2022-05-18,Queens,Traffic,678
2022-05-18,Queens,Water,80
2022-05-18,Staten Island,Housing,23
2022-05-18,Staten Island,Noise,93
2022-05-18,Staten Island,Other,85
2022-05-18,Staten Island,Public Safety,9
2022-05-18,Staten Island,Sanitation,88
2022-05-18,Staten Island,Street Condition,89
2022-05-18,Staten Island,Traffic,61
2022-05-18,Staten Island,Water,26
2022-05-19,Bronx,Housing,426
2022-05-19,Bronx,Noise,1838
2022-05-19,Bronx,Other,112
2022-05-19,Bronx,Public Safety,33
2022-05-19,Bronx,Sanitation,76
2022-05-19,Bronx,Street Condition,139
2022-05-19,Bronx,Traffic,419
2022-05-19,Bronx,Water,78
2022-05-19,Brooklyn,Housing,507
2022-05-19,Brooklyn,Noise,463
2022-05-19,Brooklyn,Other,327
2022-05-19,Brooklyn,Public Safety,66
2022-05-19,Brooklyn,Sanitation,185
2022-05-19,Brooklyn,Street Condition,244
2022-05-19,Brooklyn,Traffic,736
2022-05-19,Brooklyn,Water,141
2022-05-19,Manhattan,Housing,208
2022-05-19,Manhattan,Noise,569
2022-05-19,Manhattan,Other,303
2022-05-19,Manhattan,Public Safety,127
2022-05-19,Manhattan,Sanitation,113
2022-05-19,Manhattan,Street Condition,157
2022-05-19,Manhattan,Traffic,229
2022-05-19,Manhattan,Water,62
2022-05-19,Queens,Housing,142
2022-05-19,Queens,Noise,297
2022-05-19,Queens,Other,273
2022-05-19,Queens,Public Safety,74
2022-05-19,Queens,Sanitation,119
2022-05-19,Queens,Street Condition,239
2022-05-19,Queens,Traffic,643
2022-05-19,Queens,Water,105
2022-05-19,Staten Island,Housing,26
2022-05-19,Staten Island,Noise,31
2022-05-19,Staten Island,Other,62
2022-05-19,Staten Island,Public Safety,11
2022-05-19,Staten Island,Sanitation,60
2022-05-19,Staten Island,Street Condition,68
2022-05-19,Staten Island,Traffic,56
2022-05-19,Staten Island,Water,42
2022-05-20,Bronx,Housing,320
2022-05-20,Bronx,Noise,1872
2022-05-20,Bronx,Other,124
2022-05-20,Bronx,Public Safety,25
2022-05-20,Bronx,Sanitation,82
2022-05-20,Bronx,Street Condition,136
2022-05-20,Bronx,Traffic,352
2022-05-20,Bronx,Water,62
2022-05-20,Brooklyn,Housing,384
2022-05-20,Brooklyn,Noise,413
2022-05-20,Brooklyn,Other,336
2022-05-20,Brooklyn,Public Safety,69
2022-05-20,Brooklyn,Sanitation,224
2022-05-20,Brooklyn,Street Condition,226
2022-05-20,Brooklyn,Traffic,688
2022-05-20,Brooklyn,Water,147
2022-05-20,Manhattan,Housing,261
2022-05-20,Manhattan,Noise,521
2022-05-20,Manhattan,Other,256
2022-05-20,Manhattan,Public Safety,157
2022-05-20,Manhattan,Sanitation,91
2022-05-20,Manhattan,Street Condition,113
2022-05-20,Manhattan,Traffic,225
2022-05-20,Manhattan,Water,47
2022-05-20,Queens,Housing,176
2022-05-20,Queens,Noise,359
2022-05-20,Queens,Other,275
2022-05-20,Queens,Public Safety,64
2022-05-20,Queens,Sanitation,149
2022-05-20,Queens,Street Condition,282
2022-05-20,Queens,Traffic,598
2022-05-20,Queens,Water,107
2022-05-20,Staten Island,Housing,6
2022-05-20,Staten Island,Noise,37
2022-05-20,Staten Island,Other,54
2022-05-20,Staten Island,Public Safety,6
2022-05-20,Staten Island,Sanitation,61
2022-05-20,Staten Island,Street Condition,90
2022-05-20,Staten Island,Traffic,63
2022-05-20,Staten Island,Water,43
2022-05-21,Bronx,Housing,186
2022-05-21,Bronx,Noise,2392
2022-05-21,Bronx,Other,104
2022-05-21,Bronx,Public Safety,32
2022-05-21,Bronx,Sanitation,58
2022-05-21,Bronx,Street Condition,47
2022-05-21,Bronx,Traffic,371
2022-05-21,Bronx,Water,91
2022-05-21,Brooklyn,Housing,193
2022-05-21,Brooklyn,Noise,1123
2022-05-21,Brooklyn,Other,247
2022-05-21,Brooklyn,Public Safety,54
2022-05-21,Brooklyn,Sanitation,150
2022-05-21,Brooklyn,Street Condition,95
2022-05-21,Brooklyn,Traffic,603
2022-05-21,Brooklyn,Water,106
2022-05-21,Manhattan,Housing,131
2022-05-21,Manhattan,Noise,1256
2022-05-21,Manhattan,Other,191
2022-05-21,Manhattan,Public Safety,132
2022-05-21,Manhattan,Sanitation,59
2022-05-21,Manhattan,Street Condition,47
2022-05-21,Manhattan,Traffic,222
2022-05-21,Manhattan,Water,48
2022-05-21,Queens,Housing,82
2022-05-21,Queens,Noise,896
2022-05-21,Queens,Other,205
2022-05-21,Queens,Public Safety,57
2022-05-21,Queens,Sanitation,119
2022-05-21,Queens,Street Condition,133
2022-05-21,Queens,Traffic,598
2022-05-21,Queens,Water,87
2022-05-21,Staten Island,Housing,26
2022-05-21,Staten Island,Noise,99
2022-05-21,Staten Island,Other,46
2022-05-21,Staten Island,Public Safety,10
2022-05-21,Staten Island,Sanitation,57
2022-05-21,Staten Island,Street Condition,105
2022-05-21,Staten Island,Traffic,61
2022-05-21,Staten Island,Water,19
