date,borough,complaint_group,request_volume
2023-03-21,Staten Island,Public Safety,5
2023-03-21,Staten Island,Sanitation,60
2023-03-21,Staten Island,Street Condition,63
2023-03-21,Staten Island,Traffic,74
2023-03-21,Staten Island,Water,21
2023-03-22,Bronx,Housing,554
2023-03-22,Bronx,Noise,265
2023-03-22,Bronx,Other,211
2023-03-22,Bronx,Public Safety,29
2023-03-22,Bronx,Sanitation,66
2023-03-22,Bronx,Street Condition,149
2023-03-22,Bronx,Traffic,361
2023-03-22,Bronx,Water,66
2023-03-22,Brooklyn,Housing,537
2023-03-22,Brooklyn,Noise,429
2023-03-22,Brooklyn,Other,811
2023-03-22,Brooklyn,Public Safety,69
2023-03-22,Brooklyn,Sanitation,217
2023-03-22,Brooklyn,Street Condition,255
2023-03-22,Brooklyn,Traffic,834
2023-03-22,Brooklyn,Water,82
2023-03-22,Manhattan,Housing,395
2023-03-22,Manhattan,Noise,546
2023-03-22,Manhattan,Other,559
2023-03-22,Manhattan,Public Safety,111
2023-03-22,Manhattan,Sanitation,85
2023-03-22,Manhattan,Street Condition,166
2023-03-22,Manhattan,Traffic,190
2023-03-22,Manhattan,Water,48
2023-03-22,Queens,Housing,269
2023-03-22,Queens,Noise,239
2023-03-22,Queens,Other,665
2023-03-22,Queens,Public Safety,86
2023-03-22,Queens,Sanitation,123
2023-03-22,Queens,Street Condition,295
2023-03-22,Queens,Traffic,699
2023-03-22,Queens,Water,77
2023-03-22,Staten Island,Housing,53
2023-03-22,Staten Island,Noise,32
2023-03-22,Staten Island,Other,206
2023-03-22,Staten Island,Public Safety,7
2023-03-22,Staten Island,Sanitation,75
2023-03-22,Staten Island,Street Condition,95
2023-03-22,Staten Island,Traffic,73
2023-03-22,Staten Island,Water,26
2023-03-23,Bronx,Housing,495
2023-03-23,Bronx,Noise,187
2023-03-23,Bronx,Other,108
2023-03-23,Bronx,Public Safety,24
2023-03-23,Bronx,Sanitation,83
2023-03-23,Bronx,Street Condition,100
2023-03-23,Bronx,Traffic,368
2023-03-23,Bronx,Water,40
2023-03-23,Brooklyn,Housing,470
2023-03-23,Brooklyn,Noise,460
2023-03-23,Brooklyn,Other,270
2023-03-23,Brooklyn,Public Safety,74
2023-03-23,Brooklyn,Sanitation,216
2023-03-23,Brooklyn,Street Condition,170
2023-03-23,Brooklyn,Traffic,770
2023-03-23,Brooklyn,Water,112
2023-03-23,Manhattan,Housing,384
2023-03-23,Manhattan,Noise,418
2023-03-23,Manhattan,Other,332
2023-03-23,Manhattan,Public Safety,124
2023-03-23,Manhattan,Sanitation,104
2023-03-23,Manhattan,Street Condition,150
2023-03-23,Manhattan,Traffic,215
2023-03-23,Manhattan,Water,40
2023-03-23,Queens,Housing,235
2023-03-23,Queens,Noise,284
2023-03-23,Queens,Other,204
2023-03-23,Queens,Public Safety,63
2023-03-23,Queens,Sanitation,112
2023-03-23,Queens,Street Condition,225
2023-03-23,Queens,Traffic,731
2023-03-23,Queens,Water,92
2023-03-23,Staten Island,Housing,52
2023-03-23,Staten Island,Noise,20
2023-03-23,Staten Island,Other,38
2023-03-23,Staten Island,Public Safety,6
2023-03-23,Staten Island,Sanitation,77
2023-03-23,Staten Island,Street Condition,43
2023-03-23,Staten Island,Traffic,58
2023-03-23,Staten Island,Water,27
2023-03-24,Bronx,Housing,563
2023-03-24,Bronx,Noise,278
2023-03-24,Bronx,Other,129
2023-03-24,Bronx,Public Safety,27
2023-03-24,Bronx,Sanitation,52
2023-03-24,Bronx,Street Condition,91
2023-03-24,Bronx,Traffic,406
2023-03-24,Bronx,Water,56
2023-03-24,Brooklyn,Housing,499
2023-03-24,Brooklyn,Noise,566
2023-03-24,Brooklyn,Other,260
2023-03-24,Brooklyn,Public Safety,45
2023-03-24,Brooklyn,Sanitation,164
2023-03-24,Brooklyn,Street Condition,221
2023-03-24,Brooklyn,Traffic,848
2023-03-24,Brooklyn,Water,84
2023-03-24,Manhattan,Housing,369
2023-03-24,Manhattan,Noise,701
2023-03-24,Manhattan,Other,284
2023-03-24,Manhattan,Public Safety,113
2023-03-24,Manhattan,Sanitation,88
2023-03-24,Manhattan,Street Condition,115
2023-03-24,Manhattan,Traffic,263
2023-03-24,Manhattan,Water,27
2023-03-24,Queens,Housing,256
2023-03-24,Queens,Noise,329
2023-03-24,Queens,Other,247
2023-03-24,Queens,Public Safety,55
2023-03-24,Queens,Sanitation,125
2023-03-24,Queens,Street Condition,213
2023-03-24,Queens,Traffic,719
2023-03-24,Queens,Water,83
2023-03-24,Staten Island,Housing,43
2023-03-24,Staten Island,Noise,32
2023-03-24,Staten Island,Other,44
2023-03-24,Staten Island,Public Safety,6
2023-03-24,Staten Island,Sanitation,62
2023-03-24,Staten Island,Street Condition,53
2023-03-24,Staten Island,Traffic,53
2023-03-24,Staten Island,Water,30
2023-03-25,Bronx,Housing,491
2023-03-25,Bronx,Noise,614
2023-03-25,Bronx,Other,68
2023-03-25,Bronx,Public Safety,16
2023-03-25,Bronx,Sanitation,32
2023-03-25,Bronx,Street Condition,30
2023-03-25,Bronx,Traffic,348
2023-03-25,Bronx,Water,37
2023-03-25,Brooklyn,Housing,388
2023-03-25,Brooklyn,Noise,509
2023-03-25,Brooklyn,Other,164
2023-03-25,Brooklyn,Public Safety,48
2023-03-25,Brooklyn,Sanitation,96
2023-03-25,Brooklyn,Street Condition,78
2023-03-25,Brooklyn,Traffic,585
2023-03-25,Brooklyn,Water,49
2023-03-25,Manhattan,Housing,278
2023-03-25,Manhattan,Noise,521
2023-03-25,Manhattan,Other,151
2023-03-25,Manhattan,Public Safety,91
2023-03-25,Manhattan,Sanitation,62
2023-03-25,Manhattan,Street Condition,53
2023-03-25,Manhattan,Traffic,136
2023-03-25,Manhattan,Water,23
2023-03-25,Queens,Housing,199
2023-03-25,Queens,Noise,346
2023-03-25,Queens,Other,132
2023-03-25,Queens,Public Safety,62
2023-03-25,Queens,Sanitation,92
2023-03-25,Queens,Street Condition,81
2023-03-25,Queens,Traffic,673
2023-03-25,Queens,Water,31
2023-03-25,Staten Island,Housing,51
2023-03-25,Staten Island,Noise,33
2023-03-25,Staten Island,Other,32
2023-03-25,Staten Island,Public Safety,3
2023-03-25,Staten Island,Sanitation,54
2023-03-25,Staten Island,Street Condition,26
2023-03-25,Staten Island,Traffic,57
2023-03-25,Staten Island,Water,15
2023-03-26,Bronx,Housing,282
2023-03-26,Bronx,Noise,734
2023-03-26,Bronx,Other,88
2023-03-26,Bronx,Public Safety,22
2023-03-26,Bronx,Sanitation,47
2023-03-26,Bronx,Street Condition,24
2023-03-26,Bronx,Traffic,342
2023-03-26,Bronx,Water,24
2023-03-26,Brooklyn,Housing,256
2023-03-26,Brooklyn,Noise,629
2023-03-26,Brooklyn,Other,214
2023-03-26,Brooklyn,Public Safety,40
2023-03-26,Brooklyn,Sanitation,134
2023-03-26,Brooklyn,Street Condition,73
2023-03-26,Brooklyn,Traffic,706
2023-03-26,Brooklyn,Water,46
2023-03-26,Manhattan,Housing,198
2023-03-26,Manhattan,Noise,644
2023-03-26,Manhattan,Other,177
2023-03-26,Manhattan,Public Safety,79
2023-03-26,Manhattan,Sanitation,95
2023-03-26,Manhattan,Street Condition,48
2023-03-26,Manhattan,Traffic,183
2023-03-26,Manhattan,Water,22
2023-03-26,Queens,Housing,100
2023-03-26,Queens,Noise,557
2023-03-26,Queens,Other,179
2023-03-26,Queens,Public Safety,73
2023-03-26,Queens,Sanitation,114
2023-03-26,Queens,Street Condition,108
2023-03-26,Queens,Traffic,701
2023-03-26,Queens,Water,40
2023-03-26,Staten Island,Housing,35
2023-03-26,Staten Island,Noise,45
2023-03-26,Staten Island,Other,35
2023-03-26,Staten Island,Public Safety,7
2023-03-26,Staten Island,Sanitation,54
2023-03-26,Staten Island,Street Condition,22
2023-03-26,Staten Island,Traffic,62
2023-03-26,Staten Island,Water,15
2023-03-27,Bronx,Housing,716
2023-03-27,Bronx,Noise,258
2023-03-27,Bronx,Other,129
2023-03-27,Bronx,Public Safety,26
2023-03-27,Bronx,Sanitation,63
2023-03-27,Bronx,Street Condition,96
2023-03-27,Bronx,Traffic,342
2023-03-27,Bronx,Water,51
2023-03-27,Brooklyn,Housing,564
2023-03-27,Brooklyn,Noise,412
2023-03-27,Brooklyn,Other,312
2023-03-27,Brooklyn,Public Safety,66
2023-03-27,Brooklyn,Sanitation,167
2023-03-27,Brooklyn,Street Condition,144
2023-03-27,Brooklyn,Traffic,838
2023-03-27,Brooklyn,Water,87
2023-03-27,Manhattan,Housing,403
2023-03-27,Manhattan,Noise,398
2023-03-27,Manhattan,Other,271
2023-03-27,Manhattan,Public Safety,148
2023-03-27,Manhattan,Sanitation,80
2023-03-27,Manhattan,Street Condition,151
2023-03-27,Manhattan,Traffic,207
2023-03-27,Manhattan,Water,49
2023-03-27,Queens,Housing,289
2023-03-27,Queens,Noise,259
2023-03-27,Queens,Other,287
2023-03-27,Queens,Public Safety,77
2023-03-27,Queens,Sanitation,107
2023-03-27,Queens,Street Condition,210
2023-03-27,Queens,Traffic,730
2023-03-27,Queens,Water,96
2023-03-27,Staten Island,Housing,45
2023-03-27,Staten Island,Noise,43
2023-03-27,Staten Island,Other,44
2023-03-27,Staten Island,Public Safety,8
2023-03-27,Staten Island,Sanitation,71
2023-03-27,Staten Island,Street Condition,68
2023-03-27,Staten Island,Traffic,62
2023-03-27,Staten Island,Water,26
2023-03-28,Bronx,Housing,694
2023-03-28,Bronx,Noise,220
2023-03-28,Bronx,Other,126
2023-03-28,Bronx,Public Safety,31
2023-03-28,Bronx,Sanitation,52
2023-03-28,Bronx,Street Condition,72
2023-03-28,Bronx,Traffic,325
2023-03-28,Bronx,Water,56
2023-03-28,Brooklyn,Housing,673
2023-03-28,Brooklyn,Noise,450
2023-03-28,Brooklyn,Other,346
2023-03-28,Brooklyn,Public Safety,67
2023-03-28,Brooklyn,Sanitation,236
2023-03-28,Brooklyn,Street Condition,229
2023-03-28,Brooklyn,Traffic,925
2023-03-28,Brooklyn,Water,82
2023-03-28,Manhattan,Housing,429
2023-03-28,Manhattan,Noise,450
2023-03-28,Manhattan,Other,299
2023-03-28,Manhattan,Public Safety,164
2023-03-28,Manhattan,Sanitation,87
2023-03-28,Manhattan,Street Condition,119
2023-03-28,Manhattan,Traffic,218
2023-03-28,Manhattan,Water,46
2023-03-28,Queens,Housing,210
2023-03-28,Queens,Noise,273
2023-03-28,Queens,Other,305
2023-03-28,Queens,Public Safety,61
2023-03-28,Queens,Sanitation,157
2023-03-28,Queens,Street Condition,187
2023-03-28,Queens,Traffic,722
2023-03-28,Queens,Water,58
2023-03-28,Staten Island,Housing,58
2023-03-28,Staten Island,Noise,15
2023-03-28,Staten Island,Other,51
2023-03-28,Staten Island,Public Safety,5
2023-03-28,Staten Island,Sanitation,67
2023-03-28,Staten Island,Street Condition,57
2023-03-28,Staten Island,Traffic,69
2023-03-28,Staten Island,Water,23
2023-03-29,Bronx,Housing,724
2023-03-29,Bronx,Noise,222
2023-03-29,Bronx,Other,116
2023-03-29,Bronx,Public Safety,28
2023-03-29,Bronx,Sanitation,68
2023-03-29,Bronx,Street Condition,104
2023-03-29,Bronx,Traffic,356
2023-03-29,Bronx,Water,46
2023-03-29,Brooklyn,Housing,615
2023-03-29,Brooklyn,Noise,505
2023-03-29,Brooklyn,Other,284
2023-03-29,Brooklyn,Public Safety,60
2023-03-29,Brooklyn,Sanitation,234
2023-03-29,Brooklyn,Street Condition,241
2023-03-29,Brooklyn,Traffic,795
2023-03-29,Brooklyn,Water,75
2023-03-29,Manhattan,Housing,508
2023-03-29,Manhattan,Noise,532
2023-03-29,Manhattan,Other,274
2023-03-29,Manhattan,Public Safety,142
2023-03-29,Manhattan,Sanitation,69
2023-03-29,Manhattan,Street Condition,111
2023-03-29,Manhattan,Traffic,169
2023-03-29,Manhattan,Water,35
2023-03-29,Queens,Housing,289
2023-03-29,Queens,Noise,240
2023-03-29,Queens,Other,258
2023-03-29,Queens,Public Safety,96
2023-03-29,Queens,Sanitation,155
2023-03-29,Queens,Street Condition,229
2023-03-29,Queens,Traffic,780
2023-03-29,Queens,Water,68
2023-03-29,Staten Island,Housing,74
2023-03-29,Staten Island,Noise,36
2023-03-29,Staten Island,Other,69
2023-03-29,Staten Island,Public Safety,7
2023-03-29,Staten Island,Sanitation,87
2023-03-29,Staten Island,Street Condition,82
2023-03-29,Staten Island,Traffic,65
2023-03-29,Staten Island,Water,38
2023-03-30,Bronx,Housing,908
2023-03-30,Bronx,Noise,226
2023-03-30,Bronx,Other,100
2023-03-30,Bronx,Public Safety,27
2023-03-30,Bronx,Sanitation,56
2023-03-30,Bronx,Street Condition,117
2023-03-30,Bronx,Traffic,348
2023-03-30,Bronx,Water,62
2023-03-30,Brooklyn,Housing,716
2023-03-30,Brooklyn,Noise,369
2023-03-30,Brooklyn,Other,264
2023-03-30,Brooklyn,Public Safety,56
2023-03-30,Brooklyn,Sanitation,185
2023-03-30,Brooklyn,Street Condition,183
2023-03-30,Brooklyn,Traffic,712
2023-03-30,Brooklyn,Water,88
2023-03-30,Manhattan,Housing,504
2023-03-30,Manhattan,Noise,425
2023-03-30,Manhattan,Other,299
2023-03-30,Manhattan,Public Safety,130
2023-03-30,Manhattan,Sanitation,89
2023-03-30,Manhattan,Street Condition,119
2023-03-30,Manhattan,Traffic,210
2023-03-30,Manhattan,Water,47
2023-03-30,Queens,Housing,322
2023-03-30,Queens,Noise,309
2023-03-30,Queens,Other,247
2023-03-30,Queens,Public Safety,84
2023-03-30,Queens,Sanitation,118
2023-03-30,Queens,Street Condition,183
2023-03-30,Queens,Traffic,764
2023-03-30,Queens,Water,76
2023-03-30,Staten Island,Housing,30
2023-03-30,Staten Island,Noise,22
2023-03-30,Staten Island,Other,45
2023-03-30,Staten Island,Sanitation,61
2023-03-30,Staten Island,Street Condition,57
2023-03-30,Staten Island,Traffic,73
2023-03-30,Staten Island,Water,20
2023-03-31,Bronx,Housing,523
2023-03-31,Bronx,Noise,282
2023-03-31,Bronx,Other,124
2023-03-31,Bronx,Public Safety,33
2023-03-31,Bronx,Sanitation,54
2023-03-31,Bronx,Street Condition,83
2023-03-31,Bronx,Traffic,336
2023-03-31,Bronx,Water,35
2023-03-31,Brooklyn,Housing,462
2023-03-31,Brooklyn,Noise,434
2023-03-31,Brooklyn,Other,283
2023-03-31,Brooklyn,Public Safety,54
2023-03-31,Brooklyn,Sanitation,235
2023-03-31,Brooklyn,Street Condition,138
2023-03-31,Brooklyn,Traffic,909
2023-03-31,Brooklyn,Water,74
2023-03-31,Manhattan,Housing,399
2023-03-31,Manhattan,Noise,480
2023-03-31,Manhattan,Other,256
2023-03-31,Manhattan,Public Safety,133
2023-03-31,Manhattan,Sanitation,78
2023-03-31,Manhattan,Street Condition,127
2023-03-31,Manhattan,Traffic,268
2023-03-31,Manhattan,Water,41
2023-03-31,Queens,Housing,236
2023-03-31,Queens,Noise,232
2023-03-31,Queens,Other,257
2023-03-31,Queens,Public Safety,89
2023-03-31,Queens,Sanitation,149
2023-03-31,Queens,Street Condition,171
2023-03-31,Queens,Traffic,804
2023-03-31,Queens,Water,74
2023-03-31,Staten Island,Housing,40
2023-03-31,Staten Island,Noise,24
2023-03-31,Staten Island,Other,48
2023-03-31,Staten Island,Public Safety,2
2023-03-31,Staten Island,Sanitation,62
2023-03-31,Staten Island,Street Condition,44
2023-03-31,Staten Island,Traffic,63
2023-03-31,Staten Island,Water,36
2023-04-01,Bronx,Housing,294
2023-04-01,Bronx,Noise,739
2023-04-01,Bronx,Other,72
2023-04-01,Bronx,Public Safety,13
2023-04-01,Bronx,Sanitation,42
2023-04-01,Bronx,Street Condition,24
2023-04-01,Bronx,Traffic,310
2023-04-01,Bronx,Water,24
2023-04-01,Brooklyn,Housing,261
2023-04-01,Brooklyn,Noise,591
2023-04-01,Brooklyn,Other,204
2023-04-01,Brooklyn,Public Safety,38
2023-04-01,Brooklyn,Sanitation,118
2023-04-01,Brooklyn,Street Condition,60
2023-04-01,Brooklyn,Traffic,595
2023-04-01,Brooklyn,Water,53
2023-04-01,Manhattan,Housing,185
2023-04-01,Manhattan,Noise,589
2023-04-01,Manhattan,Other,170
2023-04-01,Manhattan,Public Safety,86
2023-04-01,Manhattan,Sanitation,54
2023-04-01,Manhattan,Street Condition,34
2023-04-01,Manhattan,Traffic,158
2023-04-01,Manhattan,Water,18
2023-04-01,Queens,Housing,135
2023-04-01,Queens,Noise,348
2023-04-01,Queens,Other,179
2023-04-01,Queens,Public Safety,53
2023-04-01,Queens,Sanitation,101
2023-04-01,Queens,Street Condition,111
2023-04-01,Queens,Traffic,570
2023-04-01,Queens,Water,52
2023-04-01,Staten Island,Housing,21
2023-04-01,Staten Island,Noise,39
2023-04-01,Staten Island,Other,27
2023-04-01,Staten Island,Public Safety,7
2023-04-01,Staten Island,Sanitation,44
2023-04-01,Staten Island,Street Condition,18
2023-04-01,Staten Island,Traffic,61
2023-04-01,Staten Island,Water,10
2023-04-02,Bronx,Housing,375
2023-04-02,Bronx,Noise,467
2023-04-02,Bronx,Other,69
2023-04-02,Bronx,Public Safety,21
2023-04-02,Bronx,Sanitation,32
2023-04-02,Bronx,Street Condition,17
2023-04-02,Bronx,Traffic,264
2023-04-02,Bronx,Water,35
2023-04-02,Brooklyn,Housing,314
2023-04-02,Brooklyn,Noise,495
2023-04-02,Brooklyn,Other,205
2023-04-02,Brooklyn,Public Safety,39
2023-04-02,Brooklyn,Sanitation,139
2023-04-02,Brooklyn,Street Condition,67
2023-04-02,Brooklyn,Traffic,665
2023-04-02,Brooklyn,Water,38
2023-04-02,Manhattan,Housing,243
2023-04-02,Manhattan,Noise,608
2023-04-02,Manhattan,Other,131
2023-04-02,Manhattan,Public Safety,65
2023-04-02,Manhattan,Sanitation,54
2023-04-02,Manhattan,Street Condition,49
2023-04-02,Manhattan,Traffic,140
2023-04-02,Manhattan,Water,22
2023-04-02,Queens,Housing,153
2023-04-02,Queens,Noise,415
2023-04-02,Queens,Other,172
2023-04-02,Queens,Public Safety,40
2023-04-02,Queens,Sanitation,106
2023-04-02,Queens,Street Condition,71
2023-04-02,Queens,Traffic,554
2023-04-02,Queens,Water,26
2023-04-02,Staten Island,Housing,9
2023-04-02,Staten Island,Noise,24
2023-04-02,Staten Island,Other,35
2023-04-02,Staten Island,Public Safety,8
2023-04-02,Staten Island,Sanitation,48
2023-04-02,Staten Island,Street Condition,19
2023-04-02,Staten Island,Traffic,50
2023-04-02,Staten Island,Water,12
2023-04-03,Bronx,Housing,624
2023-04-03,Bronx,Noise,248
2023-04-03,Bronx,Other,140
2023-04-03,Bronx,Public Safety,21
2023-04-03,Bronx,Sanitation,47
2023-04-03,Bronx,Street Condition,65
2023-04-03,Bronx,Traffic,334
2023-04-03,Bronx,Water,57
2023-04-03,Brooklyn,Housing,547
2023-04-03,Brooklyn,Noise,359
2023-04-03,Brooklyn,Other,317
2023-04-03,Brooklyn,Public Safety,55
2023-04-03,Brooklyn,Sanitation,193
2023-04-03,Brooklyn,Street Condition,174
2023-04-03,Brooklyn,Traffic,797
2023-04-03,Brooklyn,Water,91
2023-04-03,Manhattan,Housing,401
2023-04-03,Manhattan,Noise,467
2023-04-03,Manhattan,Other,255
2023-04-03,Manhattan,Public Safety,112
2023-04-03,Manhattan,Sanitation,80
2023-04-03,Manhattan,Street Condition,124
2023-04-03,Manhattan,Traffic,174
2023-04-03,Manhattan,Water,32
2023-04-03,Queens,Housing,265
2023-04-03,Queens,Noise,211
2023-04-03,Queens,Other,275
2023-04-03,Queens,Public Safety,66
2023-04-03,Queens,Sanitation,137
2023-04-03,Queens,Street Condition,205
2023-04-03,Queens,Traffic,616
2023-04-03,Queens,Water,79
2023-04-03,Staten Island,Housing,40
2023-04-03,Staten Island,Noise,37
2023-04-03,Staten Island,Other,61
2023-04-03,Staten Island,Public Safety,2
2023-04-03,Staten Island,Sanitation,57
2023-04-03,Staten Island,Street Condition,45
2023-04-03,Staten Island,Traffic,66
2023-04-03,Staten Island,Water,30
2023-04-04,Bronx,Housing,519
2023-04-04,Bronx,Noise,314
2023-04-04,Bronx,Other,118
2023-04-04,Bronx,Public Safety,26
2023-04-04,Bronx,Sanitation,89
2023-04-04,Bronx,Street Condition,102
2023-04-04,Bronx,Traffic,380
2023-04-04,Bronx,Water,66
2023-04-04,Brooklyn,Housing,412
2023-04-04,Brooklyn,Noise,512
2023-04-04,Brooklyn,Other,320
2023-04-04,Brooklyn,Public Safety,72
2023-04-04,Brooklyn,Sanitation,193
2023-04-04,Brooklyn,Street Condition,198
2023-04-04,Brooklyn,Traffic,971
2023-04-04,Brooklyn,Water,93
2023-04-04,Manhattan,Housing,362
2023-04-04,Manhattan,Noise,540
2023-04-04,Manhattan,Other,234
2023-04-04,Manhattan,Public Safety,145
2023-04-04,Manhattan,Sanitation,90
2023-04-04,Manhattan,Street Condition,137
2023-04-04,Manhattan,Traffic,231
2023-04-04,Manhattan,Water,46
2023-04-04,Queens,Housing,171
2023-04-04,Queens,Noise,266
2023-04-04,Queens,Other,258
2023-04-04,Queens,Public Safety,63
2023-04-04,Queens,Sanitation,166
2023-04-04,Queens,Street Condition,177
2023-04-04,Queens,Traffic,757
2023-04-04,Queens,Water,52
2023-04-04,Staten Island,Housing,35
2023-04-04,Staten Island,Noise,42
2023-04-04,Staten Island,Other,60
2023-04-04,Staten Island,Public Safety,12
2023-04-04,Staten Island,Sanitation,74
2023-04-04,Staten Island,Street Condition,43
2023-04-04,Staten Island,Traffic,74
2023-04-04,Staten Island,Water,28
2023-04-05,Bronx,Housing,593
2023-04-05,Bronx,Noise,219
2023-04-05,Bronx,Other,116
2023-04-05,Bronx,Public Safety,33
2023-04-05,Bronx,Sanitation,77
2023-04-05,Bronx,Street Condition,123
2023-04-05,Bronx,Traffic,358
2023-04-05,Bronx,Water,56
2023-04-05,Brooklyn,Housing,491
2023-04-05,Brooklyn,Noise,473
2023-04-05,Brooklyn,Other,302
2023-04-05,Brooklyn,Public Safety,54
2023-04-05,Brooklyn,Sanitation,200
2023-04-05,Brooklyn,Street Condition,169
2023-04-05,Brooklyn,Traffic,766
2023-04-05,Brooklyn,Water,77
2023-04-05,Manhattan,Housing,369
2023-04-05,Manhattan,Noise,575
2023-04-05,Manhattan,Other,232
2023-04-05,Manhattan,Public Safety,155
2023-04-05,Manhattan,Sanitation,93
2023-04-05,Manhattan,Street Condition,117
2023-04-05,Manhattan,Traffic,210
2023-04-05,Manhattan,Water,50
2023-04-05,Queens,Housing,190
2023-04-05,Queens,Noise,241
2023-04-05,Queens,Other,215
2023-04-05,Queens,Public Safety,70
2023-04-05,Queens,Sanitation,142
2023-04-05,Queens,Street Condition,249
2023-04-05,Queens,Traffic,718
2023-04-05,Queens,Water,65
2023-04-05,Staten Island,Housing,44
2023-04-05,Staten Island,Noise,20
2023-04-05,Staten Island,Other,67
2023-04-05,Staten Island,Public Safety,5
2023-04-05,Staten Island,Sanitation,78
2023-04-05,Staten Island,Street Condition,51
2023-04-05,Staten Island,Traffic,67
2023-04-05,Staten Island,Water,29
2023-04-06,Bronx,Housing,531
2023-04-06,Bronx,Noise,368
2023-04-06,Bronx,Other,122
2023-04-06,Bronx,Public Safety,26
2023-04-06,Bronx,Sanitation,81
2023-04-06,Bronx,Street Condition,84
2023-04-06,Bronx,Traffic,317
2023-04-06,Bronx,Water,39
2023-04-06,Brooklyn,Housing,450
2023-04-06,Brooklyn,Noise,645
2023-04-06,Brooklyn,Other,281
2023-04-06,Brooklyn,Public Safety,70
2023-04-06,Brooklyn,Sanitation,203
2023-04-06,Brooklyn,Street Condition,196
2023-04-06,Brooklyn,Traffic,689
2023-04-06,Brooklyn,Water,75
2023-04-06,Manhattan,Housing,321
2023-04-06,Manhattan,Noise,651
2023-04-06,Manhattan,Other,335
2023-04-06,Manhattan,Public Safety,157
2023-04-06,Manhattan,Sanitation,114
2023-04-06,Manhattan,Street Condition,114
2023-04-06,Manhattan,Traffic,194
2023-04-06,Manhattan,Water,31
2023-04-06,Queens,Housing,181
2023-04-06,Queens,Noise,325
2023-04-06,Queens,Other,219
2023-04-06,Queens,Public Safety,65
2023-04-06,Queens,Sanitation,152
2023-04-06,Queens,Street Condition,252
2023-04-06,Queens,Traffic,642
2023-04-06,Queens,Water,176
2023-04-06,Staten Island,Housing,38
2023-04-06,Staten Island,Noise,62
2023-04-06,Staten Island,Other,53
2023-04-06,Staten Island,Public Safety,7
2023-04-06,Staten Island,Sanitation,67
2023-04-06,Staten Island,Street Condition,47
2023-04-06,Staten Island,Traffic,68
2023-04-06,Staten Island,Water,36
2023-04-07,Bronx,Housing,429
2023-04-07,Bronx,Noise,326
2023-04-07,Bronx,Other,87
2023-04-07,Bronx,Public Safety,14
2023-04-07,Bronx,Sanitation,60
2023-04-07,Bronx,Street Condition,92
2023-04-07,Bronx,Traffic,283
2023-04-07,Bronx,Water,32
2023-04-07,Brooklyn,Housing,414
2023-04-07,Brooklyn,Noise,494
2023-04-07,Brooklyn,Other,244
2023-04-07,Brooklyn,Public Safety,35
2023-04-07,Brooklyn,Sanitation,154
2023-04-07,Brooklyn,Street Condition,98
2023-04-07,Brooklyn,Traffic,697
2023-04-07,Brooklyn,Water,80
2023-04-07,Manhattan,Housing,356
2023-04-07,Manhattan,Noise,698
2023-04-07,Manhattan,Other,236
2023-04-07,Manhattan,Public Safety,109
2023-04-07,Manhattan,Sanitation,77
2023-04-07,Manhattan,Street Condition,81
2023-04-07,Manhattan,Traffic,154
2023-04-07,Manhattan,Water,35
2023-04-07,Queens,Housing,220
2023-04-07,Queens,Noise,341
2023-04-07,Queens,Other,211
2023-04-07,Queens,Public Safety,50
2023-04-07,Queens,Sanitation,177
2023-04-07,Queens,Street Condition,156
2023-04-07,Queens,Traffic,668
2023-04-07,Queens,Water,63
2023-04-07,Staten Island,Housing,46
2023-04-07,Staten Island,Noise,35
2023-04-07,Staten Island,Other,47
2023-04-07,Staten Island,Public Safety,5
2023-04-07,Staten Island,Sanitation,89
2023-04-07,Staten Island,Street Condition,33
2023-04-07,Staten Island,Traffic,82
2023-04-07,Staten Island,Water,34
2023-04-08,Bronx,Housing,520
2023-04-08,Bronx,Noise,411
2023-04-08,Bronx,Other,87
2023-04-08,Bronx,Public Safety,37
2023-04-08,Bronx,Sanitation,52
2023-04-08,Bronx,Street Condition,27
2023-04-08,Bronx,Traffic,295
2023-04-08,Bronx,Water,18
2023-04-08,Brooklyn,Housing,399
2023-04-08,Brooklyn,Noise,611
2023-04-08,Brooklyn,Other,147
2023-04-08,Brooklyn,Public Safety,31
2023-04-08,Brooklyn,Sanitation,137
2023-04-08,Brooklyn,Street Condition,46
2023-04-08,Brooklyn,Traffic,585
2023-04-08,Brooklyn,Water,38
2023-04-08,Manhattan,Housing,296
2023-04-08,Manhattan,Noise,747
2023-04-08,Manhattan,Other,177
2023-04-08,Manhattan,Public Safety,93
2023-04-08,Manhattan,Sanitation,63
2023-04-08,Manhattan,Street Condition,46
2023-04-08,Manhattan,Traffic,190
2023-04-08,Manhattan,Water,21
2023-04-08,Queens,Housing,171
2023-04-08,Queens,Noise,432
2023-04-08,Queens,Other,135
2023-04-08,Queens,Public Safety,76
2023-04-08,Queens,Sanitation,99
2023-04-08,Queens,Street Condition,61
2023-04-08,Queens,Traffic,576
2023-04-08,Queens,Water,47
2023-04-08,Staten Island,Housing,23
2023-04-08,Staten Island,Noise,58
2023-04-08,Staten Island,Other,38
2023-04-08,Staten Island,Public Safety,6
2023-04-08,Staten Island,Sanitation,50
2023-04-08,Staten Island,Street Condition,22
2023-04-08,Staten Island,Traffic,56
2023-04-08,Staten Island,Water,17
2023-04-09,Bronx,Housing,387
2023-04-09,Bronx,Noise,414
2023-04-09,Bronx,Other,68
