STATION,DATE,ACMC,ACMH,ACSC,ACSH,ADPT,ASLP,ASTP,AWBT,AWDR,AWND,DAEV,DAPR,DASF,DATN,DATX,DAWM,DWPR,EVAP,FMTM,FRGB,FRGT,FRTH,GAHT,MDEV,MDPR,MDSF,MDTN,MDTX,MDWM,MNPN,MXPN,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SN01,SN02,SN03,SN11,SN12,SN13,SN14,SN21,SN22,SN23,SN31,SN32,SN33,SN34,SN35,SN36,SN51,SN52,SN53,SN54,SN55,SN56,SN57,SN61,SN72,SN81,SN82,SN83,SNOW,SNWD,SX01,SX02,SX03,SX11,SX12,SX13,SX14,SX15,SX17,SX21,SX22,SX23,SX31,SX32,SX33,SX34,SX35,SX36,SX51,SX52,SX53,SX54,SX55,SX56,SX57,SX61,SX72,SX81,SX82,SX83,TAVG,TAXN,THIC,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFI,WDFM,WDMV,WESD,WESF,WSF1,WSF2,WSF5,WSFG,WSFI,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT12,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03,WV07,WV18,WV20,alt,station_info,station_name,time
USW00094728,6/10/2023,,,,,9.4,1008.8,1004.1,14.4,,1.7,,,,,,,,,,,,,,,,,,,,,,,0,,53,33,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,14.4,,,,300,290,,,,,,,,5.8,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/11/2023,,,,,14.4,1010.8,1006.1,17.8,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.3,,61,44,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,17.8,,,,130,130,,,,,,,,5.4,8.1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/12/2023,,,,,17.8,1006.4,1000.3,18.9,,1.3,,,,,,,,,,,,,,,,,,,,,,,7.6,,79,66,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,18.9,,,,120,130,,,,,,,,5.8,8.9,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/13/2023,,,,,11.7,1004.7,999.7,15.6,,2.2,,,,,,,,,,,,,,,,,,,,,,,0,,55,35,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,17.8,,,,280,230,,,,,,,,5.4,8.5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/14/2023,,,,,12.8,1001,996.6,15.6,,1.7,,,,,,,,,,,,,,,,,,,,,,,3.6,,67,47,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,17.2,,,,280,230,,,,,,,,5.8,9.8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/15/2023,,,,,11.7,1003.7,998.6,15.6,,2.3,,,,,,,,,,,,,,,,,,,,,,,0,,57,43,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,16.1,,,,300,310,,,,,,,,5.8,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/16/2023,,,,,13.3,1005.8,1001,16.1,,1.2,,,,,,,,,,,,,,,,,,,,,,,5.8,,67,39,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,17.2,,,,230,210,,,,,,,,5.4,8.9,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/17/2023,,,,,11.7,1005.1,1000.3,15,,2,,,,,,,,,,,,,,,,,,,,,,,0,,59,33,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,16.7,,,,300,20,,,,,,,,6.7,12.5,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/18/2023,,,,,11.1,1010.5,1005.8,15.6,,2,,,,,,,,,,,,,,,,,,,,,,,0,,51,38,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,16.7,,,,300,290,,,,,,,,5.4,7.6,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/19/2023,,,,,14.4,1017.6,1012.9,17.2,,1.7,,,,,,,,,,,,,,,,,,,,,,,0,,62,45,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,18.3,,,,100,130,,,,,,,,4,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/20/2023,,,,,13.3,1022.4,1017.3,16.7,,2.4,,,,,,,,,,,,,,,,,,,,,,,0,,64,47,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,17.8,,,,50,60,,,,,,,,6.3,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/21/2023,,,,,12.2,1024.4,1019.6,15,,4.7,,,,,,,,,,,,,,,,,,,,,,,0,,64,53,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,16.7,,,,60,50,,,,,,,,7.6,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/22/2023,,,,,13.3,1020.7,1016.3,15.6,,3.9,,,,,,,,,,,,,,,,,,,,,,,0,,72,58,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,15.6,,,,60,50,,,,,,,,8.1,11.6,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/23/2023,,,,,17.8,1016.3,1011.9,18.3,,1.4,,,,,,,,,,,,,,,,,,,,,,,1,,86,78,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,18.3,,,,130,130,,,,,,,,3.6,5.8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/24/2023,,,,,20,1010.5,1006.1,21.1,,0.3,,,,,,,,,,,,,,,,,,,,,,,1.8,,85,71,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,20.6,,,,130,170,,,,,,,,3.6,9.8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/25/2023,,,,,19.4,1009.5,1005.1,21.1,,0.7,,,,,,,,,,,,,,,,,,,,,,,0,,75,59,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,21.7,,,,80,90,,,,,,,,4.5,7.2,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/26/2023,,,,,19.4,1007.5,1002.7,20.6,,1.8,,,,,,,,,,,,,,,,,,,,,,,13,,84,73,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,20,,,,300,320,,,,,,,,6.3,9.4,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/27/2023,,,,,18.9,1005.8,1000.7,20,,0.7,,,,,,,,,,,,,,,,,,,,,,,2,,86,71,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,18.9,,,,180,40,,,,,,,,3.6,8.1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/28/2023,,,,,16.7,1009.5,1004.7,19.4,,1.7,,,,,,,,,,,,,,,,,,,,,,,0,,68,53,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,18.9,,,,290,250,,,,,,,,6.3,10.3,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/29/2023,,,,,15.6,1015.6,1010.8,18.3,,1.1,,,,,,,,,,,,,,,,,,,,,,,0,,63,42,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,18.3,,,,310,310,,,,,,,,3.6,6.3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/30/2023,,,,,16.1,1017.3,1012.5,18.9,,0.8,,,,,,,,,,,,,,,,,,,,,,,0,,60,41,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,21.1,,,,240,170,,,,,,,,3.6,7.2,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/1/2023,,,,,15.6,1016.6,1011.9,18.9,,1.1,,,,,,,,,,,,,,,,,,,,,,,0,,61,46,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,20.6,,,,150,240,,,,,,,,4,18.3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/2/2023,,,,,21.1,1010.8,1006.1,22.2,,1,,,,,,,,,,,,,,,,,,,,,,,14.7,,80,61,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,21.1,,,,270,270,,,,,,,,4.5,9.8,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/3/2023,,,,,21.1,1009.8,1005.1,22.8,,1.2,,,,,,,,,,,,,,,,,,,,,,,11.4,,76,53,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,22.2,,,,350,170,,,,,,,,4,7.2,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/4/2023,,,,,21.7,1012.2,1007.5,22.8,,0.3,,,,,,,,,,,,,,,,,,,,,,,16,,83,69,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,22.8,,,,230,230,,,,,,,,4.5,6.3,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/5/2023,,,,,19.4,1014.6,1009.8,22.2,,0.8,,,,,,,,,,,,,,,,,,,,,,,0,,61,36,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9,22.2,,,,240,230,,,,,,,,3.6,5.4,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/6/2023,,,,,20.6,1013.2,1008.5,22.8,,0.6,,,,,,,,,,,,,,,,,,,,,,,0,,67,46,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,23.9,,,,240,270,,,,,,,,4,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/7/2023,,,,,21.1,1011.2,1006.4,22.8,,0.3,,,,,,,,,,,,,,,,,,,,,,,0,,74,59,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,23.3,,,,140,100,,,,,,,,3.1,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/8/2023,,,,,21.7,1010.5,1006.1,23.3,,1.3,,,,,,,,,,,,,,,,,,,,,,,0,,75,55,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,24.4,,,,100,90,,,,,,,,12.5,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/9/2023,,,,,21.7,1009.1,1004.4,22.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,24.9,,84,69,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,22.2,,,,120,180,,,,,,,,4.5,8.5,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/10/2023,,,,,17.8,1008.1,1003,20.6,,1.7,,,,,,,,,,,,,,,,,,,,,,,0,,67,44,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,21.7,,,,300,290,,,,,,,,5.4,7.6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/11/2023,,,,,14.4,1011.5,1007.1,18.9,,1.3,,,,,,,,,,,,,,,,,,,,,,,0,,49,36,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,20,,,,270,250,,,,,,,,4,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/12/2023,,,,,15.6,1012.9,1008.1,20,,1.4,,,,,,,,,,,,,,,,,,,,,,,0,,46,34,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,24.4,,,,250,270,,,,,,,,4.5,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/13/2023,,,,,20,1010.5,1005.8,22.8,,1.1,,,,,,,,,,,,,,,,,,,,,,,0,,64,48,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,25,,,,190,120,,,,,,,,3.6,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/14/2023,,,,,20.6,1012.2,1007.5,22.2,,2,,,,,,,,,,,,,,,,,,,,,,,12.2,,76,60,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,21.7,,,,50,230,,,,,,,,7.2,13.4,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/15/2023,,,,,22.8,1013.2,1008.5,23.3,,0.7,,,,,,,,,,,,,,,,,,,,,,,1,,83,61,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,21.7,,,,120,100,,,,,,,,4,12.5,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/16/2023,,,,,23.3,1009.5,1005.1,23.9,,0.7,,,,,,,,,,,,,,,,,,,,,,,33.5,,91,85,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,23.3,,,,220,120,,,,,,,,3.6,9.8,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/17/2023,,,,,20.6,1012.9,1008.1,22.8,,1.2,,,,,,,,,,,,,,,,,,,,,,,0,,70,45,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,23.3,,,,230,200,,,,,,,,3.6,6.3,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/18/2023,,,,,21.1,1013.9,1009.1,22.2,,0.6,,,,,,,,,,,,,,,,,,,,,,,5.6,,78,66,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,22.8,,,,220,200,,,,,,,,4,7.2,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/19/2023,,,,,19.4,1015.9,1011.2,21.1,,0.6,,,,,,,,,,,,,,,,,,,,,,,0,,75,64,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,22.2,,,,130,260,,,,,,,,3.6,4.9,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/20/2023,,,,,17.2,1014.2,1009.8,20.6,,1.2,,,,,,,,,,,,,,,,,,,,,,,0,,63,39,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,22.2,,,,60,210,,,,,,,,3.6,6.3,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/21/2023,,,,,18.9,1007.5,1003.4,21.1,,1.4,,,,,,,,,,,,,,,,,,,,,,,3.8,,68,51,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,21.7,,,,280,260,,,,,,,,4.5,7.6,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/22/2023,,,,,13.3,1009.1,1004.4,17.8,,1.4,,,,,,,,,,,,,,,,,,,,,,,0,,50,33,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,21.1,,,,30,290,,,,,,,,4.5,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/23/2023,,,,,15,1014.6,1009.8,18.9,,0.7,,,,,,,,,,,,,,,,,,,,,,,0,,55,36,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,20.6,,,,220,220,,,,,,,,4,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/24/2023,,,,,17.2,1018.6,1013.9,20.6,,1.4,,,,,,,,,,,,,,,,,,,,,,,0,,61,39,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,23.3,,,,210,230,,,,,,,,5.4,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/25/2023,,,,,18.9,1017.9,1013.5,20.6,,1.3,,,,,,,,,,,,,,,,,,,,,,,7.1,,76,55,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,,,,280,270,,,,,,,,5.8,10.7,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/26/2023,,,,,18.3,1018.3,1013.5,20.6,,0.9,,,,,,,,,,,,,,,,,,,,,,,0,,66,49,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,20,,,,200,220,,,,,,,,4,6.7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/27/2023,,,,,21.7,1013.9,1009.1,23.9,,2.2,,,,,,,,,,,,,,,,,,,,,,,3.8,,71,52,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,23.9,,,,230,240,,,,,,,,6.3,11.6,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/28/2023,,,,,20.6,1014.6,1009.8,23.3,,1.1,,,,,,,,,,,,,,,,,,,,,,,0,,63,44,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,23.9,,,,240,230,,,,,,,,5.4,10.7,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/29/2023,,,,,20,1008.5,1003.4,22.8,,2.3,,,,,,,,,,,,,,,,,,,,,,,1.5,,67,52,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,21.1,,,,280,290,,,,,,,,6.7,12.1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/30/2023,,,,,11.7,1013.5,1008.5,16.1,,2.1,,,,,,,,,,,,,,,,,,,,,,,0,,51,34,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,18.9,,,,300,300,,,,,,,,5.8,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/31/2023,,,,,11.1,1014.9,1010.2,16.7,,1.3,,,,,,,,,,,,,,,,,,,,,,,0,,46,30,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,18.9,,,,40,300,,,,,,,,4.5,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/1/2023,,,,,10,1020,1015.2,15.6,,2.1,,,,,,,,,,,,,,,,,,,,,,,0,,46,30,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,18.3,,,,50,40,,,,,,,,5.8,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/2/2023,,,,,9.4,1022.4,1017.6,15,,1.3,,,,,,,,,,,,,,,,,,,,,,,0,,45,30,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,17.8,,,,220,230,,,,,,,,4,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/3/2023,,,,,12.8,1018.6,1013.9,17.2,,1.4,,,,,,,,,,,,,,,,,,,,,,,0,,55,45,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,18.9,,,,180,180,,,,,,,,4.5,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/4/2023,,,,,17.8,1014.2,1009.5,19.4,,1.2,,,,,,,,,,,,,,,,,,,,,,,0,,73,66,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,21.7,,,,200,200,,,,,,,,3.6,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/5/2023,,,,,16.1,1014.6,1009.5,19.4,,1.5,,,,,,,,,,,,,,,,,,,,,,,0,,57,39,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,21.7,,,,70,220,,,,,,,,4.5,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/6/2023,,,,,14.4,1015.6,1010.8,18.9,,1,,,,,,,,,,,,,,,,,,,,,,,0,,53,34,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,20.6,,,,70,180,,,,,,,,4,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/7/2023,,,,,20.6,1010.8,1006.8,21.7,,0.9,,,,,,,,,,,,,,,,,,,,,,,28.4,,86,67,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,20,,,,220,110,,,,,,,,4,9.4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/8/2023,,,,,17.8,1004.4,999.7,20,,2.4,,,,,,,,,,,,,,,,,,,,,,,0.3,,70,54,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,21.1,,,,280,260,,,,,,,,7.2,12.5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/9/2023,,,,,13.3,1007.1,1001.7,17.8,,3.1,,,,,,,,,,,,,,,,,,,,,,,0,,48,31,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20.6,,,,280,250,,,,,,,,6.7,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/10/2023,,,,,18.3,1005.1,1000.7,20,,0.9,,,,,,,,,,,,,,,,,,,,,,,12.2,,77,55,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,21.1,,,,220,230,,,,,,,,3.6,7.6,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/11/2023,,,,,16.1,1008.5,1003.7,18.9,,1.7,,,,,,,,,,,,,,,,,,,,,,,0,,62,41,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,19.4,,,,290,270,,,,,,,,5.8,9.4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/12/2023,,,,,18.3,1011.5,1007.1,20.6,,1.3,,,,,,,,,,,,,,,,,,,,,,,0,,66,57,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,20.6,,,,60,190,,,,,,,,3.6,8.9,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/13/2023,,,,,18.3,1011.5,1006.8,21.1,,2.1,,,,,,,,,,,,,,,,,,,,,,,17.5,,67,43,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,20.6,,,,270,210,,,,,,,,4.5,13.4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,8/14/2023,,,,,17.2,1013.5,1009.1,20.6,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5,,60,46,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,22.2,,,,70,80,,,,,,,,3.1,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
