city,regime,units,policy,config,total_loss,final_carryover,served_fraction_other,loss_share_other,served_fraction_by_family,pct_reduction_vs_uniform
nyc,scarce,119,greedy_ev_point,local/internal/random_forest,160239187.0,1205758.0,0.813,0.0076,"{""housing_building"": 1.0, ""noise"": 0.9613, ""other"": 0.813, ""parks_trees"": 0.8613, ""public_safety"": 0.6566, ""sanitation"": 0.2074, ""streets_transport"": 0.0018, ""water_sewer"": 0.0}",15.747
nyc,scarce,119,proportional,local/internal/lgbm_point,146024681.0,1103316.0,0.6441,0.0642,"{""housing_building"": 0.5002, ""noise"": 0.6028, ""other"": 0.6441, ""parks_trees"": 0.7611, ""public_safety"": 0.6676, ""sanitation"": 0.6509, ""streets_transport"": 0.6129, ""water_sewer"": 0.649}",23.221
nyc,scarce,119,greedy_ev_point,local/internal/lgbm_point,157829371.0,1189654.0,0.8168,0.0075,"{""housing_building"": 1.0, ""noise"": 0.9641, ""other"": 0.8168, ""parks_trees"": 0.8818, ""public_safety"": 0.688, ""sanitation"": 0.2454, ""streets_transport"": 0.0027, ""water_sewer"": 0.0}",17.014
nyc,scarce,119,proportional,local/calendar/random_forest,146024681.0,1103316.0,0.6438,0.0643,"{""housing_building"": 0.5003, ""noise"": 0.6029, ""other"": 0.6438, ""parks_trees"": 0.7624, ""public_safety"": 0.6669, ""sanitation"": 0.6509, ""streets_transport"": 0.6129, ""water_sewer"": 0.6481}",23.221
nyc,scarce,119,greedy_ev_point,local/calendar/random_forest,159219381.0,1196867.0,0.815,0.0074,"{""housing_building"": 1.0, ""noise"": 0.9648, ""other"": 0.815, ""parks_trees"": 0.8784, ""public_safety"": 0.6782, ""sanitation"": 0.2217, ""streets_transport"": 0.0017, ""water_sewer"": 0.0}",16.283
nyc,scarce,119,proportional,local/calendar/lgbm_point,146024681.0,1103316.0,0.6444,0.0642,"{""housing_building"": 0.5, ""noise"": 0.6029, ""other"": 0.6444, ""parks_trees"": 0.7617, ""public_safety"": 0.6676, ""sanitation"": 0.6509, ""streets_transport"": 0.6129, ""water_sewer"": 0.6485}",23.221
nyc,scarce,119,greedy_ev_point,local/calendar/lgbm_point,156019146.0,1173479.0,0.8382,0.0061,"{""housing_building"": 0.9993, ""noise"": 0.9697, ""other"": 0.8382, ""parks_trees"": 0.9055, ""public_safety"": 0.6961, ""sanitation"": 0.2756, ""streets_transport"": 0.0022, ""water_sewer"": 0.0}",17.966
nyc,scarce,119,proportional,local/calendar_weather/ridge,146024681.0,1103316.0,0.6441,0.0642,"{""housing_building"": 0.5002, ""noise"": 0.6029, ""other"": 0.6441, ""parks_trees"": 0.7598, ""public_safety"": 0.6676, ""sanitation"": 0.6507, ""streets_transport"": 0.6131, ""water_sewer"": 0.649}",23.221
nyc,scarce,119,greedy_ev_point,local/calendar_weather/ridge,161024401.0,1207294.0,0.8147,0.0074,"{""housing_building"": 1.0, ""noise"": 0.9648, ""other"": 0.8147, ""parks_trees"": 0.8609, ""public_safety"": 0.6745, ""sanitation"": 0.1867, ""streets_transport"": 0.0012, ""water_sewer"": 0.0}",15.334
nyc,scarce,119,proportional,local/calendar_weather/random_forest,146024681.0,1103316.0,0.6441,0.0642,"{""housing_building"": 0.5003, ""noise"": 0.6028, ""other"": 0.6441, ""parks_trees"": 0.7617, ""public_safety"": 0.6669, ""sanitation"": 0.6509, ""streets_transport"": 0.6129, ""water_sewer"": 0.6485}",23.221
nyc,scarce,119,greedy_ev_point,local/calendar_weather/random_forest,159107532.0,1192941.0,0.827,0.0067,"{""housing_building"": 0.9999, ""noise"": 0.9684, ""other"": 0.827, ""parks_trees"": 0.8816, ""public_safety"": 0.6772, ""sanitation"": 0.2179, ""streets_transport"": 0.0021, ""water_sewer"": 0.0}",16.342
nyc,scarce,119,proportional,local/calendar_weather/lgbm_point,146024681.0,1103316.0,0.6447,0.0642,"{""housing_building"": 0.5, ""noise"": 0.6029, ""other"": 0.6447, ""parks_trees"": 0.7617, ""public_safety"": 0.6669, ""sanitation"": 0.6507, ""streets_transport"": 0.613, ""water_sewer"": 0.6485}",23.221
nyc,scarce,119,greedy_ev_point,local/calendar_weather/lgbm_point,154437576.0,1162991.0,0.8538,0.0053,"{""housing_building"": 0.9999, ""noise"": 0.9696, ""other"": 0.8538, ""parks_trees"": 0.9055, ""public_safety"": 0.7045, ""sanitation"": 0.2991, ""streets_transport"": 0.0038, ""water_sewer"": 0.0}",18.798
nyc,scarce,119,proportional,global/calendar_weather/lgbm_point,146024681.0,1103316.0,0.6444,0.0642,"{""housing_building"": 0.5002, ""noise"": 0.603, ""other"": 0.6444, ""parks_trees"": 0.7611, ""public_safety"": 0.6662, ""sanitation"": 0.6505, ""streets_transport"": 0.613, ""water_sewer"": 0.6485}",23.221
nyc,scarce,119,greedy_ev_point,global/calendar_weather/lgbm_point,154478855.0,1164347.0,0.8466,0.0057,"{""housing_building"": 0.9998, ""noise"": 0.9695, ""other"": 0.8466, ""parks_trees"": 0.9055, ""public_safety"": 0.7048, ""sanitation"": 0.297, ""streets_transport"": 0.0044, ""water_sewer"": 0.0}",18.776
nyc,scarce,119,greedy_ev_point,quantile/median_arm,155038277.0,1168685.0,0.8443,0.0057,"{""housing_building"": 0.9997, ""noise"": 0.9676, ""other"": 0.8443, ""parks_trees"": 0.9055, ""public_safety"": 0.7065, ""sanitation"": 0.2878, ""streets_transport"": 0.0037, ""water_sewer"": 0.0}",18.482
nyc,scarce,119,greedy_ev_point,quantile/implied_mean_arm,156441739.0,1176583.0,0.8404,0.0058,"{""housing_building"": 1.0, ""noise"": 0.9675, ""other"": 0.8404, ""parks_trees"": 0.9055, ""public_safety"": 0.6947, ""sanitation"": 0.2631, ""streets_transport"": 0.003, ""water_sewer"": 0.0}",17.744
nyc,scarce,119,greedy_ev_quantile,quantile/full_arm,146938634.0,1109869.0,0.8685,0.0045,"{""housing_building"": 0.9993, ""noise"": 0.9799, ""other"": 0.8685, ""parks_trees"": 0.9447, ""public_safety"": 0.7734, ""sanitation"": 0.4378, ""streets_transport"": 0.0077, ""water_sewer"": 0.0}",22.74
nyc,moderate,153,uniform,uniform,159106556.0,1262227.0,1.0,0.0,"{""housing_building"": 0.4549, ""noise"": 0.402, ""other"": 1.0, ""parks_trees"": 1.0, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.3262, ""water_sewer"": 1.0}",0.0
nyc,moderate,153,hindsight_myopic_reference,hindsight_myopic_reference,81040481.0,634116.0,0.9997,0.0011,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9997, ""parks_trees"": 0.9995, ""public_safety"": 0.9997, ""sanitation"": 0.9999, ""streets_transport"": 0.3624, ""water_sewer"": 0.0}",49.065
nyc,moderate,153,proportional,local/internal/naive_trailing7,81079121.0,634256.0,0.8122,0.0619,"{""housing_building"": 0.6823, ""noise"": 0.7764, ""other"": 0.8122, ""parks_trees"": 0.9087, ""public_safety"": 0.8174, ""sanitation"": 0.8215, ""streets_transport"": 0.7803, ""water_sewer"": 0.8045}",49.041
nyc,moderate,153,greedy_ev_point,local/internal/naive_trailing7,110547787.0,850185.0,0.9991,0.0024,"{""housing_building"": 0.9993, ""noise"": 1.0, ""other"": 0.9991, ""parks_trees"": 0.9995, ""public_safety"": 0.9783, ""sanitation"": 0.8744, ""streets_transport"": 0.1333, ""water_sewer"": 0.0}",30.52
nyc,moderate,153,proportional,local/internal/seasonal_naive7,81092921.0,634306.0,0.8122,0.062,"{""housing_building"": 0.6819, ""noise"": 0.7764, ""other"": 0.8122, ""parks_trees"": 0.9087, ""public_safety"": 0.8181, ""sanitation"": 0.8213, ""streets_transport"": 0.7803, ""water_sewer"": 0.8053}",49.032
nyc,moderate,153,greedy_ev_point,local/internal/seasonal_naive7,101917312.0,815539.0,0.9962,0.0034,"{""housing_building"": 0.9994, ""noise"": 0.9997, ""other"": 0.9962, ""parks_trees"": 0.9605, ""public_safety"": 0.8892, ""sanitation"": 0.8585, ""streets_transport"": 0.1939, ""water_sewer"": 0.0}",35.944
nyc,moderate,153,proportional,local/internal/ridge,81065321.0,634206.0,0.8127,0.0618,"{""housing_building"": 0.6819, ""noise"": 0.7762, ""other"": 0.8127, ""parks_trees"": 0.9087, ""public_safety"": 0.8188, ""sanitation"": 0.8217, ""streets_transport"": 0.7803, ""water_sewer"": 0.8053}",49.05
nyc,moderate,153,greedy_ev_point,local/internal/ridge,98864161.0,771919.0,0.9994,0.002,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 0.9999, ""public_safety"": 0.9999, ""sanitation"": 0.9173, ""streets_transport"": 0.2154, ""water_sewer"": 0.0}",37.863
nyc,moderate,153,proportional,local/internal/random_forest,81051521.0,634156.0,0.8127,0.0619,"{""housing_building"": 0.6821, ""noise"": 0.776, ""other"": 0.8127, ""parks_trees"": 0.9094, ""public_safety"": 0.8181, ""sanitation"": 0.8217, ""streets_transport"": 0.7803, ""water_sewer"": 0.8057}",49.058
nyc,moderate,153,greedy_ev_point,local/internal/random_forest,98388256.0,769006.0,0.9994,0.002,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 1.0, ""public_safety"": 0.9999, ""sanitation"": 0.9159, ""streets_transport"": 0.2194, ""water_sewer"": 0.0}",38.162
nyc,moderate,153,proportional,local/internal/lgbm_point,81040481.0,634116.0,0.8125,0.0619,"{""housing_building"": 0.6821, ""noise"": 0.776, ""other"": 0.8125, ""parks_trees"": 0.9087, ""public_safety"": 0.8181, ""sanitation"": 0.8217, ""streets_transport"": 0.7805, ""water_sewer"": 0.8057}",49.065
nyc,moderate,153,greedy_ev_point,local/internal/lgbm_point,95165101.0,745606.0,0.9994,0.0019,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 1.0, ""public_safety"": 0.9999, ""sanitation"": 0.9323, ""streets_transport"": 0.2437, ""water_sewer"": 0.0}",40.188
nyc,moderate,153,proportional,local/calendar/random_forest,81040481.0,634116.0,0.8125,0.0619,"{""housing_building"": 0.682, ""noise"": 0.7761, ""other"": 0.8125, ""parks_trees"": 0.9087, ""public_safety"": 0.8181, ""sanitation"": 0.8217, ""streets_transport"": 0.7805, ""water_sewer"": 0.8057}",49.065
nyc,moderate,153,greedy_ev_point,local/calendar/random_forest,97354711.0,757714.0,0.9994,0.002,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 0.9999, ""public_safety"": 0.9999, ""sanitation"": 0.9283, ""streets_transport"": 0.2298, ""water_sewer"": 0.0}",38.812
nyc,moderate,153,proportional,local/calendar/lgbm_point,81040481.0,634116.0,0.8127,0.0619,"{""housing_building"": 0.6819, ""noise"": 0.7761, ""other"": 0.8127, ""parks_trees"": 0.9087, ""public_safety"": 0.8174, ""sanitation"": 0.8217, ""streets_transport"": 0.7806, ""water_sewer"": 0.8053}",49.065
nyc,moderate,153,greedy_ev_point,local/calendar/lgbm_point,93385741.0,727713.0,0.9994,0.0019,"{""housing_building"": 0.9993, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 1.0, ""public_safety"": 0.9999, ""sanitation"": 0.9386, ""streets_transport"": 0.2646, ""water_sewer"": 0.0}",41.306
nyc,moderate,153,proportional,local/calendar_weather/ridge,81055661.0,634171.0,0.8127,0.0618,"{""housing_building"": 0.682, ""noise"": 0.7762, ""other"": 0.8127, ""parks_trees"": 0.9094, ""public_safety"": 0.8186, ""sanitation"": 0.8215, ""streets_transport"": 0.7803, ""water_sewer"": 0.8053}",49.056
nyc,moderate,153,greedy_ev_point,local/calendar_weather/ridge,99465551.0,773065.0,0.9994,0.0019,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 1.0, ""public_safety"": 0.9992, ""sanitation"": 0.9171, ""streets_transport"": 0.2141, ""water_sewer"": 0.0}",37.485
nyc,moderate,153,proportional,local/calendar_weather/random_forest,81040481.0,634116.0,0.8125,0.0619,"{""housing_building"": 0.682, ""noise"": 0.7761, ""other"": 0.8125, ""parks_trees"": 0.9087, ""public_safety"": 0.8188, ""sanitation"": 0.8217, ""streets_transport"": 0.7805, ""water_sewer"": 0.8053}",49.065
nyc,moderate,153,greedy_ev_point,local/calendar_weather/random_forest,97036513.0,752312.0,0.9994,0.0019,"{""housing_building"": 0.9999, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 0.9999, ""public_safety"": 0.9992, ""sanitation"": 0.9315, ""streets_transport"": 0.2357, ""water_sewer"": 0.0}",39.012
nyc,moderate,153,proportional,local/calendar_weather/lgbm_point,81040481.0,634116.0,0.8127,0.0619,"{""housing_building"": 0.682, ""noise"": 0.776, ""other"": 0.8127, ""parks_trees"": 0.9087, ""public_safety"": 0.8181, ""sanitation"": 0.8217, ""streets_transport"": 0.7805, ""water_sewer"": 0.8057}",49.065
nyc,moderate,153,greedy_ev_point,local/calendar_weather/lgbm_point,91571785.0,714654.0,0.9997,0.0018,"{""housing_building"": 0.9999, ""noise"": 1.0, ""other"": 0.9997, ""parks_trees"": 1.0, ""public_safety"": 0.9999, ""sanitation"": 0.9449, ""streets_transport"": 0.2784, ""water_sewer"": 0.0}",42.446
nyc,moderate,153,proportional,global/calendar_weather/lgbm_point,81040481.0,634116.0,0.8127,0.0618,"{""housing_building"": 0.682, ""noise"": 0.7759, ""other"": 0.8127, ""parks_trees"": 0.9087, ""public_safety"": 0.8188, ""sanitation"": 0.8217, ""streets_transport"": 0.7806, ""water_sewer"": 0.8053}",49.065
nyc,moderate,153,greedy_ev_point,global/calendar_weather/lgbm_point,91619037.0,715513.0,0.9997,0.0018,"{""housing_building"": 0.9998, ""noise"": 1.0, ""other"": 0.9997, ""parks_trees"": 0.9995, ""public_safety"": 0.9996, ""sanitation"": 0.9449, ""streets_transport"": 0.2776, ""water_sewer"": 0.0}",42.417
nyc,moderate,153,greedy_ev_point,quantile/median_arm,92286377.0,721667.0,0.9997,0.0019,"{""housing_building"": 0.9997, ""noise"": 1.0, ""other"": 0.9997, ""parks_trees"": 1.0, ""public_safety"": 0.9999, ""sanitation"": 0.9373, ""streets_transport"": 0.2721, ""water_sewer"": 0.0}",41.997
nyc,moderate,153,greedy_ev_point,quantile/implied_mean_arm,93992212.0,732506.0,0.9997,0.002,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9997, ""parks_trees"": 1.0, ""public_safety"": 0.9999, ""sanitation"": 0.9317, ""streets_transport"": 0.2601, ""water_sewer"": 0.0}",40.925
nyc,moderate,153,greedy_ev_quantile,quantile/full_arm,82149267.0,643799.0,0.9991,0.0016,"{""housing_building"": 0.9993, ""noise"": 1.0, ""other"": 0.9991, ""parks_trees"": 0.9996, ""public_safety"": 0.9988, ""sanitation"": 0.9822, ""streets_transport"": 0.356, ""water_sewer"": 0.0025}",48.368
nyc,generous,187,uniform,uniform,133717691.0,1082827.0,1.0,0.0,"{""housing_building"": 0.5459, ""noise"": 0.5078, ""other"": 1.0, ""parks_trees"": 1.0, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.3949, ""water_sewer"": 1.0}",0.0
nyc,generous,187,hindsight_myopic_reference,hindsight_myopic_reference,17447511.0,170152.0,0.9998,0.001,"{""housing_building"": 1.0, ""noise"": 0.9999, ""other"": 0.9998, ""parks_trees"": 0.9995, ""public_safety"": 0.9997, ""sanitation"": 0.9999, ""streets_transport"": 0.9006, ""water_sewer"": 0.2587}",86.952
nyc,generous,187,proportional,local/internal/naive_trailing7,18093877.0,172572.0,0.9496,0.0562,"{""housing_building"": 0.9076, ""noise"": 0.946, ""other"": 0.9496, ""parks_trees"": 0.9819, ""public_safety"": 0.9548, ""sanitation"": 0.9553, ""streets_transport"": 0.9374, ""water_sewer"": 0.9428}",86.469
nyc,generous,187,greedy_ev_point,local/internal/naive_trailing7,47692481.0,411176.0,0.9991,0.0011,"{""housing_building"": 0.9993, ""noise"": 1.0, ""other"": 0.9991, ""parks_trees"": 0.9999, ""public_safety"": 0.9999, ""sanitation"": 0.9999, ""streets_transport"": 0.6383, ""water_sewer"": 0.014}",64.333
nyc,generous,187,proportional,local/internal/seasonal_naive7,17754620.0,171290.0,0.9499,0.0559,"{""housing_building"": 0.9083, ""noise"": 0.9467, ""other"": 0.9499, ""parks_trees"": 0.9816, ""public_safety"": 0.9548, ""sanitation"": 0.9555, ""streets_transport"": 0.9376, ""water_sewer"": 0.9435}",86.722
nyc,generous,187,greedy_ev_point,local/internal/seasonal_naive7,39219083.0,386144.0,0.9994,0.0019,"{""housing_building"": 0.9994, ""noise"": 0.9997, ""other"": 0.9994, ""parks_trees"": 1.0, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.6659, ""water_sewer"": 0.0373}",70.67
nyc,generous,187,proportional,local/internal/ridge,17594797.0,170660.0,0.9502,0.0558,"{""housing_building"": 0.9086, ""noise"": 0.9469, ""other"": 0.9502, ""parks_trees"": 0.9816, ""public_safety"": 0.9554, ""sanitation"": 0.9555, ""streets_transport"": 0.938, ""water_sewer"": 0.9431}",86.842
nyc,generous,187,greedy_ev_point,local/internal/ridge,35267585.0,324670.0,0.9994,0.0013,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 0.9998, ""public_safety"": 0.9999, ""sanitation"": 0.9996, ""streets_transport"": 0.742, ""water_sewer"": 0.0361}",73.625
nyc,generous,187,proportional,local/internal/random_forest,17647320.0,170875.0,0.9502,0.0559,"{""housing_building"": 0.9085, ""noise"": 0.9467, ""other"": 0.9502, ""parks_trees"": 0.9815, ""public_safety"": 0.9554, ""sanitation"": 0.9555, ""streets_transport"": 0.9379, ""water_sewer"": 0.9439}",86.803
nyc,generous,187,greedy_ev_point,local/internal/random_forest,34675929.0,319151.0,0.9994,0.001,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 1.0, ""public_safety"": 0.9999, ""sanitation"": 0.9999, ""streets_transport"": 0.7485, ""water_sewer"": 0.0382}",74.068
nyc,generous,187,proportional,local/internal/lgbm_point,17623726.0,170795.0,0.9502,0.0557,"{""housing_building"": 0.9085, ""noise"": 0.9465, ""other"": 0.9502, ""parks_trees"": 0.9826, ""public_safety"": 0.9554, ""sanitation"": 0.9558, ""streets_transport"": 0.9381, ""water_sewer"": 0.9431}",86.82
nyc,generous,187,greedy_ev_point,local/internal/lgbm_point,31566786.0,292845.0,0.9994,0.001,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 0.9998, ""public_safety"": 0.9997, ""sanitation"": 1.0, ""streets_transport"": 0.7804, ""water_sewer"": 0.0435}",76.393
nyc,generous,187,proportional,local/calendar/random_forest,17597212.0,170693.0,0.9502,0.0558,"{""housing_building"": 0.9084, ""noise"": 0.9468, ""other"": 0.9502, ""parks_trees"": 0.9819, ""public_safety"": 0.9554, ""sanitation"": 0.956, ""streets_transport"": 0.938, ""water_sewer"": 0.9435}",86.84
nyc,generous,187,greedy_ev_point,local/calendar/random_forest,33245020.0,304041.0,0.9994,0.0009,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 1.0, ""public_safety"": 0.9999, ""sanitation"": 1.0, ""streets_transport"": 0.7663, ""water_sewer"": 0.0443}",75.138
nyc,generous,187,proportional,local/calendar/lgbm_point,17637327.0,170874.0,0.9502,0.0557,"{""housing_building"": 0.9083, ""noise"": 0.9466, ""other"": 0.9502, ""parks_trees"": 0.9826, ""public_safety"": 0.9554, ""sanitation"": 0.9558, ""streets_transport"": 0.938, ""water_sewer"": 0.9432}",86.81
nyc,generous,187,greedy_ev_point,local/calendar/lgbm_point,29356590.0,272887.0,0.9994,0.001,"{""housing_building"": 0.9993, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 0.9997, ""public_safety"": 0.9999, ""sanitation"": 1.0, ""streets_transport"": 0.8036, ""water_sewer"": 0.0577}",78.046
nyc,generous,187,proportional,local/calendar_weather/ridge,17643847.0,170857.0,0.9502,0.0557,"{""housing_building"": 0.9085, ""noise"": 0.9468, ""other"": 0.9502, ""parks_trees"": 0.9823, ""public_safety"": 0.9552, ""sanitation"": 0.9555, ""streets_transport"": 0.9378, ""water_sewer"": 0.9435}",86.805
nyc,generous,187,greedy_ev_point,local/calendar_weather/ridge,35905976.0,325357.0,0.9994,0.0012,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 1.0, ""public_safety"": 0.9992, ""sanitation"": 0.9996, ""streets_transport"": 0.741, ""water_sewer"": 0.0373}",73.148
nyc,generous,187,proportional,local/calendar_weather/random_forest,17588160.0,170656.0,0.9502,0.0558,"{""housing_building"": 0.9084, ""noise"": 0.9467, ""other"": 0.9502, ""parks_trees"": 0.9826, ""public_safety"": 0.9559, ""sanitation"": 0.9558, ""streets_transport"": 0.9381, ""water_sewer"": 0.9435}",86.847
nyc,generous,187,greedy_ev_point,local/calendar_weather/random_forest,33048603.0,298816.0,0.9994,0.0009,"{""housing_building"": 0.9999, ""noise"": 1.0, ""other"": 0.9994, ""parks_trees"": 0.9997, ""public_safety"": 0.9992, ""sanitation"": 1.0, ""streets_transport"": 0.773, ""water_sewer"": 0.0439}",75.285
nyc,generous,187,proportional,local/calendar_weather/lgbm_point,17608997.0,170762.0,0.9502,0.056,"{""housing_building"": 0.9086, ""noise"": 0.9466, ""other"": 0.9502, ""parks_trees"": 0.9819, ""public_safety"": 0.9554, ""sanitation"": 0.9558, ""streets_transport"": 0.938, ""water_sewer"": 0.9435}",86.831
nyc,generous,187,greedy_ev_point,local/calendar_weather/lgbm_point,27875499.0,260904.0,0.9997,0.0011,"{""housing_building"": 0.9999, ""noise"": 1.0, ""other"": 0.9997, ""parks_trees"": 1.0, ""public_safety"": 0.9999, ""sanitation"": 0.9998, ""streets_transport"": 0.8172, ""water_sewer"": 0.0629}",79.153
nyc,generous,187,proportional,global/calendar_weather/lgbm_point,17589697.0,170691.0,0.9502,0.0558,"{""housing_building"": 0.9086, ""noise"": 0.9466, ""other"": 0.9502, ""parks_trees"": 0.982, ""public_safety"": 0.9551, ""sanitation"": 0.956, ""streets_transport"": 0.9381, ""water_sewer"": 0.9435}",86.846
nyc,generous,187,greedy_ev_point,global/calendar_weather/lgbm_point,28014478.0,262105.0,0.9997,0.0011,"{""housing_building"": 0.9998, ""noise"": 1.0, ""other"": 0.9997, ""parks_trees"": 0.9998, ""public_safety"": 0.9997, ""sanitation"": 0.9997, ""streets_transport"": 0.816, ""water_sewer"": 0.0625}",79.05
nyc,generous,187,greedy_ev_point,quantile/median_arm,28593828.0,268417.0,0.9997,0.001,"{""housing_building"": 0.9997, ""noise"": 1.0, ""other"": 0.9997, ""parks_trees"": 1.0, ""public_safety"": 0.9999, ""sanitation"": 0.9998, ""streets_transport"": 0.8083, ""water_sewer"": 0.0612}",78.616
nyc,generous,187,greedy_ev_point,quantile/implied_mean_arm,30175303.0,279828.0,0.9997,0.001,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9997, ""parks_trees"": 1.0, ""public_safety"": 0.9999, ""sanitation"": 0.9998, ""streets_transport"": 0.7948, ""water_sewer"": 0.0551}",77.434
nyc,generous,187,greedy_ev_quantile,quantile/full_arm,18748666.0,184280.0,0.9991,0.0023,"{""housing_building"": 0.9993, ""noise"": 1.0, ""other"": 0.9991, ""parks_trees"": 0.9994, ""public_safety"": 0.9988, ""sanitation"": 0.9991, ""streets_transport"": 0.8852, ""water_sewer"": 0.2505}",85.979
sf,scarce,26,uniform,uniform,57455738.0,434519.0,0.9552,0.0053,"{""housing_building"": 1.0, ""noise"": 1.0, ""other"": 0.9552, ""parks_trees"": 1.0, ""public_safety"": 1.0, ""sanitation"": 0.3686, ""streets_transport"": 0.1023, ""water_sewer"": 1.0}",0.0
sf,scarce,26,hindsight_myopic_reference,hindsight_myopic_reference,29485573.0,231144.0,0.9992,0.0002,"{""housing_building"": 0.9911, ""noise"": 0.9989, ""other"": 0.9992, ""parks_trees"": 0.9965, ""public_safety"": 0.0, ""sanitation"": 0.9996, ""streets_transport"": 0.4493, ""water_sewer"": 0.0}",48.681
sf,scarce,26,proportional,local/internal/naive_trailing7,29492447.0,231169.0,0.6426,0.0726,"{""housing_building"": 0.0854, ""noise"": 0.5733, ""other"": 0.6426, ""parks_trees"": 0.6499, ""public_safety"": 0.0, ""sanitation"": 0.6403, ""streets_transport"": 0.598, ""water_sewer"": 0.5955}",48.669
sf,scarce,26,greedy_ev_point,local/internal/naive_trailing7,31500357.0,245167.0,0.9995,0.0003,"{""housing_building"": 0.9976, ""noise"": 0.9994, ""other"": 0.9995, ""parks_trees"": 0.996, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.4143, ""water_sewer"": 0.0}",45.175
sf,scarce,26,proportional,local/internal/seasonal_naive7,29486121.0,231146.0,0.6438,0.0722,"{""housing_building"": 0.0854, ""noise"": 0.5734, ""other"": 0.6438, ""parks_trees"": 0.6499, ""public_safety"": 0.0, ""sanitation"": 0.6403, ""streets_transport"": 0.598, ""water_sewer"": 0.5924}",48.68
sf,scarce,26,greedy_ev_point,local/internal/seasonal_naive7,31199838.0,243984.0,1.0,0.0003,"{""housing_building"": 0.9891, ""noise"": 0.9979, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.4173, ""water_sewer"": 0.0}",45.698
sf,scarce,26,proportional,local/internal/ridge,29492173.0,231168.0,0.6438,0.0722,"{""housing_building"": 0.0854, ""noise"": 0.5734, ""other"": 0.6438, ""parks_trees"": 0.6451, ""public_safety"": 0.0, ""sanitation"": 0.6403, ""streets_transport"": 0.598, ""water_sewer"": 0.5955}",48.67
sf,scarce,26,greedy_ev_point,local/internal/ridge,30733098.0,240299.0,1.0,0.0003,"{""housing_building"": 0.9908, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.9977, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.4264, ""water_sewer"": 0.0}",46.51
sf,scarce,26,proportional,local/internal/random_forest,29492173.0,231168.0,0.6438,0.0722,"{""housing_building"": 0.0854, ""noise"": 0.5734, ""other"": 0.6438, ""parks_trees"": 0.6547, ""public_safety"": 0.0, ""sanitation"": 0.6399, ""streets_transport"": 0.5979, ""water_sewer"": 0.5955}",48.67
sf,scarce,26,greedy_ev_point,local/internal/random_forest,30488876.0,238649.0,1.0,0.0002,"{""housing_building"": 0.9969, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.996, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.4304, ""water_sewer"": 0.0}",46.935
sf,scarce,26,proportional,local/internal/lgbm_point,29492173.0,231168.0,0.6426,0.0725,"{""housing_building"": 0.0854, ""noise"": 0.5734, ""other"": 0.6426, ""parks_trees"": 0.6547, ""public_safety"": 0.0, ""sanitation"": 0.6399, ""streets_transport"": 0.598, ""water_sewer"": 0.5955}",48.67
sf,scarce,26,greedy_ev_point,local/internal/lgbm_point,30451064.0,238347.0,1.0,0.0003,"{""housing_building"": 0.9921, ""noise"": 0.9994, ""other"": 1.0, ""parks_trees"": 0.9975, ""public_safety"": 0.0, ""sanitation"": 1.0, ""streets_transport"": 0.4312, ""water_sewer"": 0.0}",47.001
sf,scarce,26,proportional,local/calendar/random_forest,29493265.0,231172.0,0.6438,0.0722,"{""housing_building"": 0.0841, ""noise"": 0.5734, ""other"": 0.6438, ""parks_trees"": 0.6499, ""public_safety"": 0.0, ""sanitation"": 0.6399, ""streets_transport"": 0.5979, ""water_sewer"": 0.6011}",48.668
