city,regime,units,policy,config,total_loss,final_carryover,served_fraction_other,loss_share_other,served_fraction_by_family,pct_reduction_vs_uniform
austin,generous,13,greedy_ev_quantile,quantile/full_arm,6856849.0,39747.0,0.9991,0.0022,"{""housing_building"": 0.9969, ""noise"": 0.997, ""other"": 0.9991, ""parks_trees"": 0.9931, ""public_safety"": 0.9984, ""sanitation"": 0.9993, ""streets_transport"": 0.5502, ""water_sewer"": 0.0}",59.901
chicago,scarce,29,uniform,uniform,47723755.0,302482.0,1.0,0.0,"{""housing_building"": 1.0, ""other"": 1.0, ""parks_trees"": 0.853, ""public_safety"": 1.0, ""sanitation"": 0.2292, ""streets_transport"": 0.3412, ""water_sewer"": 0.9783}",0.0
chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,37162683.0,209768.0,0.9995,0.0002,"{""housing_building"": 0.9993, ""other"": 0.9995, ""parks_trees"": 0.9998, ""public_safety"": 0.9983, ""sanitation"": 0.94, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",22.13
chicago,scarce,29,proportional,local/internal/naive_trailing7,37167651.0,209786.0,0.6466,0.0668,"{""housing_building"": 0.6452, ""other"": 0.6466, ""parks_trees"": 0.6784, ""public_safety"": 0.7806, ""sanitation"": 0.6658, ""streets_transport"": 0.627, ""water_sewer"": 0.6164}",22.119
chicago,scarce,29,greedy_ev_point,local/internal/naive_trailing7,40791454.0,232792.0,0.9989,0.0002,"{""housing_building"": 0.9984, ""other"": 0.9989, ""parks_trees"": 0.9977, ""public_safety"": 0.9994, ""sanitation"": 0.8451, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",14.526
chicago,scarce,29,proportional,local/internal/seasonal_naive7,37188351.0,209861.0,0.6466,0.0668,"{""housing_building"": 0.6464, ""other"": 0.6466, ""parks_trees"": 0.6776, ""public_safety"": 0.7826, ""sanitation"": 0.6658, ""streets_transport"": 0.6264, ""water_sewer"": 0.6157}",22.076
chicago,scarce,29,greedy_ev_point,local/internal/seasonal_naive7,40023117.0,226820.0,0.999,0.0002,"{""housing_building"": 0.9992, ""other"": 0.999, ""parks_trees"": 0.9983, ""public_safety"": 0.9994, ""sanitation"": 0.8696, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",16.136
chicago,scarce,29,proportional,local/internal/ridge,37167651.0,209786.0,0.6478,0.0666,"{""housing_building"": 0.6452, ""other"": 0.6478, ""parks_trees"": 0.6784, ""public_safety"": 0.7806, ""sanitation"": 0.6658, ""streets_transport"": 0.627, ""water_sewer"": 0.6149}",22.119
chicago,scarce,29,greedy_ev_point,local/internal/ridge,39391761.0,223417.0,0.9989,0.0002,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9981, ""public_safety"": 0.9999, ""sanitation"": 0.8837, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",17.459
chicago,scarce,29,proportional,local/internal/random_forest,37162683.0,209768.0,0.6478,0.0667,"{""housing_building"": 0.6452, ""other"": 0.6478, ""parks_trees"": 0.6784, ""public_safety"": 0.7793, ""sanitation"": 0.6656, ""streets_transport"": 0.6273, ""water_sewer"": 0.6164}",22.13
chicago,scarce,29,greedy_ev_point,local/internal/random_forest,38898862.0,220614.0,0.9989,0.0002,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9984, ""public_safety"": 0.9992, ""sanitation"": 0.8954, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",18.492
chicago,scarce,29,proportional,local/internal/lgbm_point,37162683.0,209768.0,0.6478,0.0667,"{""housing_building"": 0.644, ""other"": 0.6478, ""parks_trees"": 0.6784, ""public_safety"": 0.7793, ""sanitation"": 0.6658, ""streets_transport"": 0.6273, ""water_sewer"": 0.6164}",22.13
chicago,scarce,29,greedy_ev_point,local/internal/lgbm_point,38500764.0,218325.0,0.999,0.0002,"{""housing_building"": 1.0, ""other"": 0.999, ""parks_trees"": 0.9992, ""public_safety"": 0.9994, ""sanitation"": 0.9045, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",19.326
chicago,scarce,29,proportional,local/calendar/random_forest,37162683.0,209768.0,0.6478,0.0667,"{""housing_building"": 0.6452, ""other"": 0.6478, ""parks_trees"": 0.6784, ""public_safety"": 0.7793, ""sanitation"": 0.6658, ""streets_transport"": 0.627, ""water_sewer"": 0.6164}",22.13
chicago,scarce,29,greedy_ev_point,local/calendar/random_forest,38847868.0,219574.0,0.999,0.0002,"{""housing_building"": 1.0, ""other"": 0.999, ""parks_trees"": 0.9984, ""public_safety"": 0.9994, ""sanitation"": 0.8995, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",18.598
chicago,scarce,29,proportional,local/calendar/lgbm_point,37162683.0,209768.0,0.6478,0.0667,"{""housing_building"": 0.6452, ""other"": 0.6478, ""parks_trees"": 0.6784, ""public_safety"": 0.7773, ""sanitation"": 0.6658, ""streets_transport"": 0.6273, ""water_sewer"": 0.6164}",22.13
chicago,scarce,29,greedy_ev_point,local/calendar/lgbm_point,38061505.0,215111.0,0.999,0.0002,"{""housing_building"": 1.0, ""other"": 0.999, ""parks_trees"": 0.9992, ""public_safety"": 0.9999, ""sanitation"": 0.9178, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",20.246
chicago,scarce,29,proportional,local/calendar_weather/ridge,37167651.0,209786.0,0.6466,0.0668,"{""housing_building"": 0.6452, ""other"": 0.6466, ""parks_trees"": 0.6792, ""public_safety"": 0.7806, ""sanitation"": 0.6658, ""streets_transport"": 0.627, ""water_sewer"": 0.6149}",22.119
chicago,scarce,29,greedy_ev_point,local/calendar_weather/ridge,39562560.0,223793.0,0.999,0.0002,"{""housing_building"": 0.9992, ""other"": 0.999, ""parks_trees"": 0.9981, ""public_safety"": 0.9988, ""sanitation"": 0.8823, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",17.101
chicago,scarce,29,proportional,local/calendar_weather/random_forest,37162683.0,209768.0,0.6478,0.0666,"{""housing_building"": 0.6452, ""other"": 0.6478, ""parks_trees"": 0.6792, ""public_safety"": 0.7793, ""sanitation"": 0.6656, ""streets_transport"": 0.627, ""water_sewer"": 0.6164}",22.13
chicago,scarce,29,greedy_ev_point,local/calendar_weather/random_forest,38802847.0,219424.0,0.999,0.0002,"{""housing_building"": 0.9992, ""other"": 0.999, ""parks_trees"": 0.9989, ""public_safety"": 0.9996, ""sanitation"": 0.9001, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",18.693
chicago,scarce,29,proportional,local/calendar_weather/lgbm_point,37162683.0,209768.0,0.6478,0.0666,"{""housing_building"": 0.6452, ""other"": 0.6478, ""parks_trees"": 0.6784, ""public_safety"": 0.7773, ""sanitation"": 0.6658, ""streets_transport"": 0.6273, ""water_sewer"": 0.6164}",22.13
chicago,scarce,29,greedy_ev_point,local/calendar_weather/lgbm_point,38101878.0,215361.0,0.999,0.0002,"{""housing_building"": 1.0, ""other"": 0.999, ""parks_trees"": 0.9992, ""public_safety"": 0.9999, ""sanitation"": 0.9167, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",20.162
chicago,scarce,29,proportional,global/calendar_weather/lgbm_point,37167651.0,209786.0,0.6478,0.0666,"{""housing_building"": 0.6452, ""other"": 0.6478, ""parks_trees"": 0.6784, ""public_safety"": 0.7766, ""sanitation"": 0.666, ""streets_transport"": 0.627, ""water_sewer"": 0.6164}",22.119
chicago,scarce,29,greedy_ev_point,global/calendar_weather/lgbm_point,38235964.0,216137.0,0.999,0.0002,"{""housing_building"": 0.9992, ""other"": 0.999, ""parks_trees"": 0.9984, ""public_safety"": 0.9983, ""sanitation"": 0.914, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",19.881
chicago,scarce,29,greedy_ev_point,quantile/median_arm,38156350.0,215552.0,0.999,0.0002,"{""housing_building"": 0.999, ""other"": 0.999, ""parks_trees"": 0.9992, ""public_safety"": 0.9999, ""sanitation"": 0.9161, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",20.047
chicago,scarce,29,greedy_ev_point,quantile/implied_mean_arm,38487311.0,217579.0,0.999,0.0002,"{""housing_building"": 0.999, ""other"": 0.999, ""parks_trees"": 0.9989, ""public_safety"": 0.9996, ""sanitation"": 0.9078, ""streets_transport"": 0.0, ""water_sewer"": 0.0}",19.354
chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,37208413.0,210125.0,0.9978,0.0004,"{""housing_building"": 0.9983, ""other"": 0.9978, ""parks_trees"": 0.9969, ""public_safety"": 0.9981, ""sanitation"": 0.939, ""streets_transport"": 0.0012, ""water_sewer"": 0.0}",22.034
chicago,moderate,38,uniform,uniform,41456191.0,264751.0,1.0,0.0,"{""housing_building"": 1.0, ""other"": 1.0, ""parks_trees"": 0.9984, ""public_safety"": 1.0, ""sanitation"": 0.2865, ""streets_transport"": 0.4265, ""water_sewer"": 0.9999}",0.0
chicago,moderate,38,hindsight_myopic_reference,hindsight_myopic_reference,19960983.0,85568.0,0.9995,0.0004,"{""housing_building"": 0.9993, ""other"": 0.9995, ""parks_trees"": 0.9998, ""public_safety"": 0.9983, ""sanitation"": 1.0, ""streets_transport"": 0.6783, ""water_sewer"": 0.0}",51.85
chicago,moderate,38,proportional,local/internal/naive_trailing7,19965951.0,85586.0,0.8621,0.0674,"{""housing_building"": 0.8413, ""other"": 0.8621, ""parks_trees"": 0.87, ""public_safety"": 0.9473, ""sanitation"": 0.8746, ""streets_transport"": 0.831, ""water_sewer"": 0.8259}",51.838
chicago,moderate,38,greedy_ev_point,local/internal/naive_trailing7,25271855.0,124857.0,0.9989,0.0003,"{""housing_building"": 0.9984, ""other"": 0.9989, ""parks_trees"": 0.9977, ""public_safety"": 0.9994, ""sanitation"": 0.9997, ""streets_transport"": 0.437, ""water_sewer"": 0.0}",39.04
chicago,moderate,38,proportional,local/internal/seasonal_naive7,20028051.0,85811.0,0.8621,0.0674,"{""housing_building"": 0.8413, ""other"": 0.8621, ""parks_trees"": 0.8692, ""public_safety"": 0.9473, ""sanitation"": 0.8744, ""streets_transport"": 0.8307, ""water_sewer"": 0.8237}",51.689
chicago,moderate,38,greedy_ev_point,local/internal/seasonal_naive7,23976512.0,113818.0,0.999,0.0003,"{""housing_building"": 0.9992, ""other"": 0.999, ""parks_trees"": 0.9983, ""public_safety"": 0.9994, ""sanitation"": 1.0, ""streets_transport"": 0.5043, ""water_sewer"": 0.0}",42.164
chicago,moderate,38,proportional,local/internal/ridge,19972851.0,85611.0,0.8621,0.0674,"{""housing_building"": 0.8413, ""other"": 0.8621, ""parks_trees"": 0.8692, ""public_safety"": 0.9473, ""sanitation"": 0.8748, ""streets_transport"": 0.831, ""water_sewer"": 0.8252}",51.822
chicago,moderate,38,greedy_ev_point,local/internal/ridge,23073056.0,108815.0,0.9989,0.0003,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9981, ""public_safety"": 0.9999, ""sanitation"": 1.0, ""streets_transport"": 0.5353, ""water_sewer"": 0.0}",44.344
chicago,moderate,38,proportional,local/internal/random_forest,19965951.0,85586.0,0.8621,0.0674,"{""housing_building"": 0.8424, ""other"": 0.8621, ""parks_trees"": 0.8692, ""public_safety"": 0.9473, ""sanitation"": 0.8746, ""streets_transport"": 0.831, ""water_sewer"": 0.8259}",51.838
chicago,moderate,38,greedy_ev_point,local/internal/random_forest,22333771.0,104612.0,0.9989,0.0003,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9984, ""public_safety"": 0.9992, ""sanitation"": 1.0, ""streets_transport"": 0.5612, ""water_sewer"": 0.0}",46.127
chicago,moderate,38,proportional,local/internal/lgbm_point,19965951.0,85586.0,0.8609,0.0675,"{""housing_building"": 0.8424, ""other"": 0.8609, ""parks_trees"": 0.87, ""public_safety"": 0.9473, ""sanitation"": 0.8746, ""streets_transport"": 0.831, ""water_sewer"": 0.8259}",51.838
chicago,moderate,38,greedy_ev_point,local/internal/lgbm_point,21848507.0,101623.0,0.999,0.0003,"{""housing_building"": 1.0, ""other"": 0.999, ""parks_trees"": 0.9992, ""public_safety"": 0.9994, ""sanitation"": 1.0, ""streets_transport"": 0.5791, ""water_sewer"": 0.0}",47.297
chicago,moderate,38,proportional,local/calendar/random_forest,19965951.0,85586.0,0.8621,0.0674,"{""housing_building"": 0.8413, ""other"": 0.8621, ""parks_trees"": 0.8692, ""public_safety"": 0.9473, ""sanitation"": 0.8748, ""streets_transport"": 0.831, ""water_sewer"": 0.8259}",51.838
chicago,moderate,38,greedy_ev_point,local/calendar/random_forest,22166476.0,102022.0,0.999,0.0003,"{""housing_building"": 1.0, ""other"": 0.999, ""parks_trees"": 0.9984, ""public_safety"": 0.9994, ""sanitation"": 1.0, ""streets_transport"": 0.577, ""water_sewer"": 0.0}",46.53
chicago,moderate,38,proportional,local/calendar/lgbm_point,19960983.0,85568.0,0.8621,0.0676,"{""housing_building"": 0.8413, ""other"": 0.8621, ""parks_trees"": 0.87, ""public_safety"": 0.9481, ""sanitation"": 0.8748, ""streets_transport"": 0.831, ""water_sewer"": 0.8244}",51.85
chicago,moderate,38,greedy_ev_point,local/calendar/lgbm_point,21303438.0,96109.0,0.999,0.0004,"{""housing_building"": 1.0, ""other"": 0.999, ""parks_trees"": 0.9992, ""public_safety"": 0.9999, ""sanitation"": 1.0, ""streets_transport"": 0.6131, ""water_sewer"": 0.0}",48.612
chicago,moderate,38,proportional,local/calendar_weather/ridge,19972851.0,85611.0,0.8621,0.0673,"{""housing_building"": 0.8413, ""other"": 0.8621, ""parks_trees"": 0.87, ""public_safety"": 0.9473, ""sanitation"": 0.8746, ""streets_transport"": 0.831, ""water_sewer"": 0.8252}",51.822
chicago,moderate,38,greedy_ev_point,local/calendar_weather/ridge,23141765.0,107891.0,0.999,0.0004,"{""housing_building"": 0.9992, ""other"": 0.999, ""parks_trees"": 0.9981, ""public_safety"": 0.9988, ""sanitation"": 1.0, ""streets_transport"": 0.5411, ""water_sewer"": 0.0}",44.178
chicago,moderate,38,proportional,local/calendar_weather/random_forest,19965951.0,85586.0,0.8621,0.0676,"{""housing_building"": 0.8413, ""other"": 0.8621, ""parks_trees"": 0.8692, ""public_safety"": 0.9473, ""sanitation"": 0.8748, ""streets_transport"": 0.831, ""water_sewer"": 0.8259}",51.838
chicago,moderate,38,greedy_ev_point,local/calendar_weather/random_forest,22108854.0,101572.0,0.999,0.0003,"{""housing_building"": 0.9992, ""other"": 0.999, ""parks_trees"": 0.9989, ""public_safety"": 0.9996, ""sanitation"": 1.0, ""streets_transport"": 0.5798, ""water_sewer"": 0.0}",46.669
chicago,moderate,38,proportional,local/calendar_weather/lgbm_point,19965951.0,85586.0,0.8621,0.0675,"{""housing_building"": 0.8413, ""other"": 0.8621, ""parks_trees"": 0.8692, ""public_safety"": 0.9473, ""sanitation"": 0.8746, ""streets_transport"": 0.8313, ""water_sewer"": 0.8259}",51.838
chicago,moderate,38,greedy_ev_point,local/calendar_weather/lgbm_point,21402749.0,96159.0,0.999,0.0004,"{""housing_building"": 1.0, ""other"": 0.999, ""parks_trees"": 0.9992, ""public_safety"": 0.9999, ""sanitation"": 1.0, ""streets_transport"": 0.6128, ""water_sewer"": 0.0}",48.373
chicago,moderate,38,proportional,global/calendar_weather/lgbm_point,19965951.0,85586.0,0.8621,0.0675,"{""housing_building"": 0.8413, ""other"": 0.8621, ""parks_trees"": 0.8692, ""public_safety"": 0.9473, ""sanitation"": 0.8748, ""streets_transport"": 0.831, ""water_sewer"": 0.8259}",51.838
chicago,moderate,38,greedy_ev_point,global/calendar_weather/lgbm_point,21395529.0,96385.0,0.999,0.0004,"{""housing_building"": 0.9992, ""other"": 0.999, ""parks_trees"": 0.9984, ""public_safety"": 0.9983, ""sanitation"": 1.0, ""streets_transport"": 0.6122, ""water_sewer"": 0.0}",48.39
chicago,moderate,38,greedy_ev_point,quantile/median_arm,21436989.0,96300.0,0.999,0.0004,"{""housing_building"": 0.999, ""other"": 0.999, ""parks_trees"": 0.9992, ""public_safety"": 0.9999, ""sanitation"": 1.0, ""streets_transport"": 0.6122, ""water_sewer"": 0.0}",48.29
chicago,moderate,38,greedy_ev_point,quantile/implied_mean_arm,21765124.0,98877.0,0.999,0.0004,"{""housing_building"": 0.999, ""other"": 0.999, ""parks_trees"": 0.9989, ""public_safety"": 0.9996, ""sanitation"": 1.0, ""streets_transport"": 0.5964, ""water_sewer"": 0.0}",47.498
chicago,moderate,38,greedy_ev_quantile,quantile/full_arm,20087932.0,86705.0,0.9978,0.0008,"{""housing_building"": 0.9983, ""other"": 0.9978, ""parks_trees"": 0.9969, ""public_safety"": 0.9992, ""sanitation"": 0.9998, ""streets_transport"": 0.6734, ""water_sewer"": 0.0}",51.544
chicago,generous,46,uniform,uniform,37425429.0,237057.0,1.0,0.0,"{""housing_building"": 1.0, ""other"": 1.0, ""parks_trees"": 0.9998, ""public_safety"": 1.0, ""sanitation"": 0.3438, ""streets_transport"": 0.5118, ""water_sewer"": 1.0}",0.0
chicago,generous,46,hindsight_myopic_reference,hindsight_myopic_reference,5443612.0,852.0,0.9989,0.0012,"{""housing_building"": 0.9996, ""other"": 0.9989, ""parks_trees"": 1.0, ""public_safety"": 0.9982, ""sanitation"": 0.9999, ""streets_transport"": 0.9979, ""water_sewer"": 0.9882}",85.455
chicago,generous,46,proportional,local/internal/naive_trailing7,5470778.0,1174.0,0.9977,0.0666,"{""housing_building"": 0.9984, ""other"": 0.9977, ""parks_trees"": 0.9961, ""public_safety"": 0.9996, ""sanitation"": 0.9987, ""streets_transport"": 0.9973, ""water_sewer"": 1.0}",85.382
chicago,generous,46,greedy_ev_point,local/internal/naive_trailing7,12561514.0,28897.0,0.9989,0.0006,"{""housing_building"": 0.9984, ""other"": 0.9989, ""parks_trees"": 0.9977, ""public_safety"": 0.9994, ""sanitation"": 0.9997, ""streets_transport"": 0.9955, ""water_sewer"": 0.1676}",66.436
chicago,generous,46,proportional,local/internal/seasonal_naive7,5519702.0,1037.0,0.9977,0.0667,"{""housing_building"": 0.9984, ""other"": 0.9977, ""parks_trees"": 0.9977, ""public_safety"": 0.9982, ""sanitation"": 0.9991, ""streets_transport"": 0.9973, ""water_sewer"": 0.9992}",85.251
chicago,generous,46,greedy_ev_point,local/internal/seasonal_naive7,9946810.0,11659.0,0.999,0.0008,"{""housing_building"": 0.9992, ""other"": 0.999, ""parks_trees"": 0.9983, ""public_safety"": 0.9994, ""sanitation"": 1.0, ""streets_transport"": 0.9952, ""water_sewer"": 0.6808}",73.422
chicago,generous,46,proportional,local/internal/ridge,5466510.0,1063.0,0.9977,0.0663,"{""housing_building"": 0.9984, ""other"": 0.9977, ""parks_trees"": 0.9969, ""public_safety"": 1.0, ""sanitation"": 0.9991, ""streets_transport"": 0.997, ""water_sewer"": 1.0}",85.394
chicago,generous,46,greedy_ev_point,local/internal/ridge,8752957.0,6272.0,0.9989,0.0008,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9981, ""public_safety"": 0.9999, ""sanitation"": 1.0, ""streets_transport"": 0.9923, ""water_sewer"": 0.8558}",76.612
chicago,generous,46,proportional,local/internal/random_forest,5457285.0,1124.0,0.9977,0.0668,"{""housing_building"": 0.9984, ""other"": 0.9977, ""parks_trees"": 0.9969, ""public_safety"": 0.9996, ""sanitation"": 0.9989, ""streets_transport"": 0.997, ""water_sewer"": 1.0}",85.418
chicago,generous,46,greedy_ev_point,local/internal/random_forest,7864104.0,1206.0,0.9989,0.0009,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9984, ""public_safety"": 0.9988, ""sanitation"": 1.0, ""streets_transport"": 0.9954, ""water_sewer"": 0.9927}",78.987
chicago,generous,46,proportional,local/internal/lgbm_point,5453029.0,1013.0,0.9977,0.0668,"{""housing_building"": 0.9984, ""other"": 0.9977, ""parks_trees"": 0.9969, ""public_safety"": 1.0, ""sanitation"": 0.9991, ""streets_transport"": 0.9973, ""water_sewer"": 1.0}",85.43
chicago,generous,46,greedy_ev_point,local/internal/lgbm_point,7321635.0,1223.0,0.9989,0.0009,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9992, ""public_safety"": 0.9982, ""sanitation"": 1.0, ""streets_transport"": 0.9951, ""water_sewer"": 0.9927}",80.437
chicago,generous,46,proportional,local/calendar/random_forest,5452609.0,1124.0,0.9977,0.0666,"{""housing_building"": 0.9984, ""other"": 0.9977, ""parks_trees"": 0.9969, ""public_safety"": 0.9996, ""sanitation"": 0.9987, ""streets_transport"": 0.9973, ""water_sewer"": 1.0}",85.431
chicago,generous,46,greedy_ev_point,local/calendar/random_forest,7691500.0,1177.0,0.9989,0.001,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9984, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9954, ""water_sewer"": 0.9927}",79.448
chicago,generous,46,proportional,local/calendar/lgbm_point,5452021.0,974.0,0.9977,0.0666,"{""housing_building"": 0.9984, ""other"": 0.9977, ""parks_trees"": 0.9969, ""public_safety"": 0.9996, ""sanitation"": 0.9989, ""streets_transport"": 0.9979, ""water_sewer"": 1.0}",85.432
chicago,generous,46,greedy_ev_point,local/calendar/lgbm_point,6884001.0,1136.0,0.9989,0.0011,"{""housing_building"": 1.0, ""other"": 0.9989, ""parks_trees"": 0.9992, ""public_safety"": 0.9982, ""sanitation"": 1.0, ""streets_transport"": 0.9957, ""water_sewer"": 0.9912}",81.606
chicago,generous,46,proportional,local/calendar_weather/ridge,5485426.0,1185.0,0.9981,0.0661,"{""housing_building"": 0.9983, ""other"": 0.9981, ""parks_trees"": 0.9966, ""public_safety"": 0.9996, ""sanitation"": 0.9989, ""streets_transport"": 0.9967, ""water_sewer"": 1.0}",85.343
chicago,generous,46,greedy_ev_point,local/calendar_weather/ridge,8988386.0,5386.0,0.999,0.0011,"{""housing_building"": 0.9992, ""other"": 0.999, ""parks_trees"": 0.9981, ""public_safety"": 0.9988, ""sanitation"": 1.0, ""streets_transport"": 0.9942, ""water_sewer"": 0.8738}",75.983
chicago,generous,46,proportional,local/calendar_weather/random_forest,5452451.0,1074.0,0.9977,0.0666,"{""housing_building"": 0.9984, ""other"": 0.9977, ""parks_trees"": 0.9969, ""public_safety"": 0.9996, ""sanitation"": 0.9989, ""streets_transport"": 0.9973, ""water_sewer"": 1.0}",85.431
chicago,generous,46,greedy_ev_point,local/calendar_weather/random_forest,7653496.0,1177.0,0.9989,0.001,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9984, ""public_safety"": 1.0, ""sanitation"": 1.0, ""streets_transport"": 0.9954, ""water_sewer"": 0.9927}",79.55
chicago,generous,46,proportional,local/calendar_weather/lgbm_point,5451379.0,1002.0,0.9977,0.0665,"{""housing_building"": 0.9984, ""other"": 0.9977, ""parks_trees"": 0.9977, ""public_safety"": 0.9996, ""sanitation"": 0.9989, ""streets_transport"": 0.9976, ""water_sewer"": 0.9992}",85.434
chicago,generous,46,greedy_ev_point,local/calendar_weather/lgbm_point,6920807.0,1121.0,0.9989,0.0011,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9992, ""public_safety"": 0.9982, ""sanitation"": 1.0, ""streets_transport"": 0.996, ""water_sewer"": 0.9912}",81.508
chicago,generous,46,proportional,global/calendar_weather/lgbm_point,5452361.0,1052.0,0.9977,0.0665,"{""housing_building"": 0.9984, ""other"": 0.9977, ""parks_trees"": 0.9969, ""public_safety"": 0.9996, ""sanitation"": 0.9989, ""streets_transport"": 0.9976, ""water_sewer"": 0.9992}",85.431
chicago,generous,46,greedy_ev_point,global/calendar_weather/lgbm_point,6926677.0,1223.0,0.9989,0.001,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9984, ""public_safety"": 0.9982, ""sanitation"": 1.0, ""streets_transport"": 0.9954, ""water_sewer"": 0.9927}",81.492
chicago,generous,46,greedy_ev_point,quantile/median_arm,6917110.0,1071.0,0.9989,0.0011,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9992, ""public_safety"": 0.9982, ""sanitation"": 1.0, ""streets_transport"": 0.9963, ""water_sewer"": 0.9912}",81.518
chicago,generous,46,greedy_ev_point,quantile/implied_mean_arm,7230677.0,1071.0,0.9989,0.001,"{""housing_building"": 0.9992, ""other"": 0.9989, ""parks_trees"": 0.9984, ""public_safety"": 0.9982, ""sanitation"": 1.0, ""streets_transport"": 0.9966, ""water_sewer"": 0.9912}",80.68
chicago,generous,46,greedy_ev_quantile,quantile/full_arm,5561653.0,991.0,0.9977,0.0024,"{""housing_building"": 0.9984, ""other"": 0.9977, ""parks_trees"": 0.9969, ""public_safety"": 0.9982, ""sanitation"": 0.9998, ""streets_transport"": 0.9976, ""water_sewer"": 0.9957}",85.139
nyc,scarce,119,uniform,uniform,190188344.0,1472303.0,1.0,0.0001,"{""housing_building"": 0.3412, ""noise"": 0.3174, ""other"": 1.0, ""parks_trees"": 1.0, ""public_safety"": 1.0, ""sanitation"": 0.8709, ""streets_transport"": 0.2575, ""water_sewer"": 1.0}",0.0
nyc,scarce,119,hindsight_myopic_reference,hindsight_myopic_reference,146024681.0,1103316.0,0.8717,0.0041,"{""housing_building"": 1.0, ""noise"": 0.985, ""other"": 0.8717, ""parks_trees"": 0.9458, ""public_safety"": 0.7735, ""sanitation"": 0.4519, ""streets_transport"": 0.0062, ""water_sewer"": 0.0}",23.221
nyc,scarce,119,proportional,local/internal/naive_trailing7,146024681.0,1103316.0,0.6435,0.0643,"{""housing_building"": 0.5004, ""noise"": 0.6029, ""other"": 0.6435, ""parks_trees"": 0.7611, ""public_safety"": 0.6669, ""sanitation"": 0.6505, ""streets_transport"": 0.6129, ""water_sewer"": 0.649}",23.221
nyc,scarce,119,greedy_ev_point,local/internal/naive_trailing7,169379557.0,1266503.0,0.7708,0.0106,"{""housing_building"": 0.9993, ""noise"": 0.948, ""other"": 0.7708, ""parks_trees"": 0.8233, ""public_safety"": 0.5451, ""sanitation"": 0.0719, ""streets_transport"": 0.0006, ""water_sewer"": 0.0}",10.941
nyc,scarce,119,proportional,local/internal/seasonal_naive7,146024681.0,1103316.0,0.6438,0.0642,"{""housing_building"": 0.5, ""noise"": 0.6032, ""other"": 0.6438, ""parks_trees"": 0.7617, ""public_safety"": 0.6682, ""sanitation"": 0.6507, ""streets_transport"": 0.6129, ""water_sewer"": 0.6481}",23.221
nyc,scarce,119,greedy_ev_point,local/internal/seasonal_naive7,162055000.0,1239573.0,0.7538,0.0119,"{""housing_building"": 0.9994, ""noise"": 0.9318, ""other"": 0.7538, ""parks_trees"": 0.8236, ""public_safety"": 0.6745, ""sanitation"": 0.1988, ""streets_transport"": 0.0013, ""water_sewer"": 0.0}",14.792
nyc,scarce,119,proportional,local/internal/ridge,146024681.0,1103316.0,0.6441,0.0643,"{""housing_building"": 0.5002, ""noise"": 0.6029, ""other"": 0.6441, ""parks_trees"": 0.7605, ""public_safety"": 0.6669, ""sanitation"": 0.6507, ""streets_transport"": 0.613, ""water_sewer"": 0.649}",23.221
nyc,scarce,119,greedy_ev_point,local/internal/ridge,160498122.0,1205415.0,0.8121,0.0077,"{""housing_building"": 1.0, ""noise"": 0.9635, ""other"": 0.8121, ""parks_trees"": 0.8538, ""public_safety"": 0.6745, ""sanitation"": 0.2015, ""streets_transport"": 0.0014, ""water_sewer"": 0.0}",15.611
nyc,scarce,119,proportional,local/internal/random_forest,146024681.0,1103316.0,0.6438,0.0643,"{""housing_building"": 0.5004, ""noise"": 0.6029, ""other"": 0.6438, ""parks_trees"": 0.7611, ""public_safety"": 0.6676, ""sanitation"": 0.6507, ""streets_transport"": 0.6129, ""water_sewer"": 0.6485}",23.221
