city,regime,kappa,units,policy,total_loss,pct_vs_proportional,pct_vs_uniform
chicago,generous,100,23,point_greedy/proportional_unmet,5448633.0,-0.003,85.508
chicago,generous,100,23,median_arm/fixed_index,6499624.0,-19.293,82.712
chicago,generous,100,23,implied_mean_arm/fixed_index,6682877.0,-22.656,82.225
chicago,generous,100,23,quantile_full,5518233.0,-1.281,85.323
chicago,generous,100,23,quantile_full_conformal,5503947.0,-1.018,85.361
nyc,scarce,1,5961,uniform,190908349.0,-31.115,0.0
nyc,scarce,1,5961,proportional,145604195.0,0.0,23.731
nyc,scarce,1,5961,point_greedy/fixed_index,155532420.0,-6.819,18.53
nyc,scarce,1,5961,point_greedy/random_mean,148670396.4,-2.106,22.125
nyc,scarce,1,5961,point_greedy/random_min,148608713.0,-2.063,22.157
nyc,scarce,1,5961,point_greedy/random_max,148727994.0,-2.145,22.095
nyc,scarce,1,5961,point_greedy/proportional_unmet,145604195.0,0.0,23.731
nyc,scarce,1,5961,median_arm/fixed_index,156118766.0,-7.221,18.223
nyc,scarce,1,5961,implied_mean_arm/fixed_index,157631115.0,-8.26,17.431
nyc,scarce,1,5961,quantile_full,146811903.0,-0.829,23.098
nyc,scarce,1,5961,quantile_full_conformal,146561633.0,-0.658,23.229
nyc,moderate,1,7665,uniform,159975700.0,-98.809,0.0
nyc,moderate,1,7665,proportional,80467091.0,0.0,49.7
nyc,moderate,1,7665,point_greedy/fixed_index,93175754.0,-15.794,41.756
nyc,moderate,1,7665,point_greedy/random_mean,85065900.45,-5.715,46.826
nyc,moderate,1,7665,point_greedy/random_min,85040502.0,-5.684,46.842
nyc,moderate,1,7665,point_greedy/random_max,85101545.0,-5.759,46.803
nyc,moderate,1,7665,point_greedy/proportional_unmet,80494967.0,-0.035,49.683
nyc,moderate,1,7665,median_arm/fixed_index,93922644.0,-16.722,41.289
nyc,moderate,1,7665,implied_mean_arm/fixed_index,95744465.0,-18.986,40.151
nyc,moderate,1,7665,quantile_full,81967627.0,-1.865,48.762
nyc,moderate,1,7665,quantile_full_conformal,81633989.0,-1.45,48.971
nyc,generous,1,9368,uniform,135130385.0,-694.085,0.0
nyc,generous,1,9368,proportional,17017116.0,0.0,87.407
nyc,generous,1,9368,point_greedy/fixed_index,29304438.0,-72.206,78.314
nyc,generous,1,9368,point_greedy/random_mean,22756495.1,-33.727,83.16
nyc,generous,1,9368,point_greedy/random_min,22716114.0,-33.49,83.189
nyc,generous,1,9368,point_greedy/random_max,22806406.0,-34.02,83.123
nyc,generous,1,9368,point_greedy/proportional_unmet,17019950.0,-0.017,87.405
nyc,generous,1,9368,median_arm/fixed_index,30074128.0,-76.729,77.744
nyc,generous,1,9368,implied_mean_arm/fixed_index,31876493.0,-87.32,76.411
nyc,generous,1,9368,quantile_full,18555655.0,-9.041,86.268
nyc,generous,1,9368,quantile_full_conformal,18233238.0,-7.146,86.507
nyc,scarce,5,1192,uniform,190946575.0,-31.106,0.0
nyc,scarce,5,1192,proportional,145642421.0,0.0,23.726
nyc,scarce,5,1192,point_greedy/fixed_index,155433147.0,-6.722,18.599
nyc,scarce,5,1192,point_greedy/random_mean,148546237.75,-1.994,22.205
nyc,scarce,5,1192,point_greedy/random_min,148448150.0,-1.926,22.257
nyc,scarce,5,1192,point_greedy/random_max,148635546.0,-2.055,22.159
nyc,scarce,5,1192,point_greedy/proportional_unmet,145642421.0,0.0,23.726
nyc,scarce,5,1192,median_arm/fixed_index,156008199.0,-7.117,18.297
nyc,scarce,5,1192,implied_mean_arm/fixed_index,157543099.0,-8.171,17.494
nyc,scarce,5,1192,quantile_full,146819932.0,-0.808,23.109
nyc,scarce,5,1192,quantile_full_conformal,146579769.0,-0.644,23.235
nyc,moderate,5,1533,uniform,160007656.0,-98.849,0.0
nyc,moderate,5,1533,proportional,80467091.0,0.0,49.71
nyc,moderate,5,1533,point_greedy/fixed_index,92974908.0,-15.544,41.893
nyc,moderate,5,1533,point_greedy/random_mean,84888391.2,-5.495,46.947
nyc,moderate,5,1533,point_greedy/random_min,84841989.0,-5.437,46.976
nyc,moderate,5,1533,point_greedy/random_max,84925382.0,-5.541,46.924
nyc,moderate,5,1533,point_greedy/proportional_unmet,80494691.0,-0.034,49.693
nyc,moderate,5,1533,median_arm/fixed_index,93698382.0,-16.443,41.441
nyc,moderate,5,1533,implied_mean_arm/fixed_index,95525253.0,-18.713,40.3
nyc,moderate,5,1533,quantile_full,81928500.0,-1.816,48.797
nyc,moderate,5,1533,quantile_full_conformal,81610108.0,-1.42,48.996
nyc,generous,5,1874,uniform,134862870.0,-695.499,0.0
nyc,generous,5,1874,proportional,16953246.0,0.0,87.429
nyc,generous,5,1874,point_greedy/fixed_index,29037967.0,-71.283,78.469
nyc,generous,5,1874,point_greedy/random_mean,22524010.5,-32.86,83.299
nyc,generous,5,1874,point_greedy/random_min,22450717.0,-32.427,83.353
nyc,generous,5,1874,point_greedy/random_max,22605799.0,-33.342,83.238
nyc,generous,5,1874,point_greedy/proportional_unmet,16953552.0,-0.002,87.429
nyc,generous,5,1874,median_arm/fixed_index,29778580.0,-75.651,77.919
nyc,generous,5,1874,implied_mean_arm/fixed_index,31583128.0,-86.295,76.581
nyc,generous,5,1874,quantile_full,18452382.0,-8.843,86.318
nyc,generous,5,1874,quantile_full_conformal,18142352.0,-7.014,86.548
nyc,scarce,10,596,uniform,190944930.0,-31.105,0.0
nyc,scarce,10,596,proportional,145642421.0,0.0,23.725
nyc,scarce,10,596,point_greedy/fixed_index,155277209.0,-6.615,18.68
nyc,scarce,10,596,point_greedy/random_mean,148389460.4,-1.886,22.287
nyc,scarce,10,596,point_greedy/random_min,148317519.0,-1.837,22.324
nyc,scarce,10,596,point_greedy/random_max,148492410.0,-1.957,22.233
nyc,scarce,10,596,point_greedy/proportional_unmet,145642421.0,0.0,23.725
nyc,scarce,10,596,median_arm/fixed_index,155830187.0,-6.995,18.39
nyc,scarce,10,596,implied_mean_arm/fixed_index,157364546.0,-8.049,17.586
nyc,scarce,10,596,quantile_full,146785907.0,-0.785,23.127
nyc,scarce,10,596,quantile_full_conformal,146555072.0,-0.627,23.247
nyc,moderate,10,766,uniform,160145738.0,-98.549,0.0
nyc,moderate,10,766,proportional,80658221.0,0.0,49.634
nyc,moderate,10,766,point_greedy/fixed_index,92921424.0,-15.204,41.977
nyc,moderate,10,766,point_greedy/random_mean,84887012.4,-5.243,46.994
nyc,moderate,10,766,point_greedy/random_min,84827996.0,-5.17,47.031
nyc,moderate,10,766,point_greedy/random_max,84943297.0,-5.313,46.959
nyc,moderate,10,766,point_greedy/proportional_unmet,80685821.0,-0.034,49.617
nyc,moderate,10,766,median_arm/fixed_index,93616917.0,-16.066,41.543
nyc,moderate,10,766,implied_mean_arm/fixed_index,95436626.0,-18.322,40.406
nyc,moderate,10,766,quantile_full,82073434.0,-1.755,48.751
nyc,moderate,10,766,quantile_full_conformal,81767279.0,-1.375,48.942
nyc,generous,10,937,uniform,134862870.0,-695.554,0.0
nyc,generous,10,937,proportional,16952060.0,0.0,87.43
nyc,generous,10,937,point_greedy/fixed_index,28793756.0,-69.854,78.65
nyc,generous,10,937,point_greedy/random_mean,22355210.4,-31.873,83.424
nyc,generous,10,937,point_greedy/random_min,22250461.0,-31.255,83.501
nyc,generous,10,937,point_greedy/random_max,22494358.0,-32.694,83.321
nyc,generous,10,937,point_greedy/proportional_unmet,16953452.0,-0.008,87.429
nyc,generous,10,937,median_arm/fixed_index,29504898.0,-74.049,78.122
nyc,generous,10,937,implied_mean_arm/fixed_index,31304016.0,-84.662,76.788
nyc,generous,10,937,quantile_full,18408264.0,-8.59,86.35
nyc,generous,10,937,quantile_full_conformal,18110237.0,-6.832,86.571
nyc,scarce,25,238,uniform,191137612.0,-30.894,0.0
nyc,scarce,25,238,proportional,146024681.0,0.0,23.602
nyc,scarce,25,238,point_greedy/fixed_index,155116689.0,-6.226,18.846
nyc,scarce,25,238,point_greedy/random_mean,148248149.1,-1.523,22.439
nyc,scarce,25,238,point_greedy/random_min,148151762.0,-1.457,22.489
nyc,scarce,25,238,point_greedy/random_max,148318037.0,-1.571,22.402
nyc,scarce,25,238,point_greedy/proportional_unmet,146024681.0,0.0,23.602
nyc,scarce,25,238,median_arm/fixed_index,155732632.0,-6.648,18.523
nyc,scarce,25,238,implied_mean_arm/fixed_index,157192522.0,-7.648,17.76
nyc,scarce,25,238,quantile_full,147079991.0,-0.723,23.05
nyc,scarce,25,238,quantile_full_conformal,146877451.0,-0.584,23.156
nyc,moderate,25,307,uniform,159106556.0,-98.673,0.0
nyc,moderate,25,307,proportional,80084831.0,0.0,49.666
nyc,moderate,25,307,point_greedy/fixed_index,91577523.0,-14.351,42.443
nyc,moderate,25,307,point_greedy/random_mean,83713818.95,-4.531,47.385
nyc,moderate,25,307,point_greedy/random_min,83629767.0,-4.426,47.438
nyc,moderate,25,307,point_greedy/random_max,83824952.0,-4.67,47.315
nyc,moderate,25,307,point_greedy/proportional_unmet,80116571.0,-0.04,49.646
nyc,moderate,25,307,median_arm/fixed_index,92343657.0,-15.307,41.961
nyc,moderate,25,307,implied_mean_arm/fixed_index,94097089.0,-17.497,40.859
nyc,moderate,25,307,quantile_full,81381806.0,-1.62,48.851
nyc,moderate,25,307,quantile_full_conformal,81129795.0,-1.305,49.009
nyc,generous,25,375,uniform,134671436.0,-702.021,0.0
nyc,generous,25,375,proportional,16791507.0,0.0,87.532
nyc,generous,25,375,point_greedy/fixed_index,27954383.0,-66.479,79.243
nyc,generous,25,375,point_greedy/random_mean,21570973.65,-28.464,83.983
nyc,generous,25,375,point_greedy/random_min,21449850.0,-27.742,84.072
nyc,generous,25,375,point_greedy/random_max,21728000.0,-29.399,83.866
nyc,generous,25,375,point_greedy/proportional_unmet,16790144.0,0.008,87.533
nyc,generous,25,375,median_arm/fixed_index,28706091.0,-70.956,78.684
nyc,generous,25,375,implied_mean_arm/fixed_index,30343421.0,-80.707,77.469
nyc,generous,25,375,quantile_full,18120123.0,-7.912,86.545
nyc,generous,25,375,quantile_full_conformal,17868156.0,-6.412,86.732
nyc,scarce,50,119,uniform,190188344.0,-30.244,0.0
nyc,scarce,50,119,proportional,146024681.0,0.0,23.221
nyc,scarce,50,119,point_greedy/fixed_index,154437576.0,-5.761,18.798
nyc,scarce,50,119,point_greedy/random_mean,147729935.8,-1.168,22.324
nyc,scarce,50,119,point_greedy/random_min,147612693.0,-1.087,22.386
nyc,scarce,50,119,point_greedy/random_max,147866545.0,-1.261,22.253
nyc,scarce,50,119,point_greedy/proportional_unmet,146024681.0,0.0,23.221
nyc,scarce,50,119,median_arm/fixed_index,155038277.0,-6.173,18.482
nyc,scarce,50,119,implied_mean_arm/fixed_index,156441739.0,-7.134,17.744
nyc,scarce,50,119,quantile_full,146938634.0,-0.626,22.74
nyc,scarce,50,119,quantile_full_conformal,146813066.0,-0.54,22.806
nyc,moderate,50,153,uniform,159106556.0,-96.33,0.0
nyc,moderate,50,153,proportional,81040481.0,0.0,49.065
nyc,moderate,50,153,point_greedy/fixed_index,91571785.0,-12.995,42.446
nyc,moderate,50,153,point_greedy/random_mean,83961015.85,-3.604,47.23
nyc,moderate,50,153,point_greedy/random_min,83862442.0,-3.482,47.292
nyc,moderate,50,153,point_greedy/random_max,84063599.0,-3.73,47.165
nyc,moderate,50,153,point_greedy/proportional_unmet,81065321.0,-0.031,49.05
nyc,moderate,50,153,median_arm/fixed_index,92286377.0,-13.877,41.997
nyc,moderate,50,153,implied_mean_arm/fixed_index,93992212.0,-15.982,40.925
nyc,moderate,50,153,quantile_full,82149267.0,-1.368,48.368
nyc,moderate,50,153,quantile_full_conformal,81984117.0,-1.164,48.472
nyc,generous,50,187,uniform,133717691.0,-659.371,0.0
nyc,generous,50,187,proportional,17608997.0,0.0,86.831
nyc,generous,50,187,point_greedy/fixed_index,27875499.0,-58.303,79.153
nyc,generous,50,187,point_greedy/random_mean,21642749.5,-22.907,83.815
nyc,generous,50,187,point_greedy/random_min,21488832.0,-22.033,83.93
nyc,generous,50,187,point_greedy/random_max,21857103.0,-24.125,83.654
nyc,generous,50,187,point_greedy/proportional_unmet,17607812.0,0.007,86.832
nyc,generous,50,187,median_arm/fixed_index,28593828.0,-62.382,78.616
nyc,generous,50,187,implied_mean_arm/fixed_index,30175303.0,-71.363,77.434
nyc,generous,50,187,quantile_full,18748666.0,-6.472,85.979
nyc,generous,50,187,quantile_full_conformal,18583257.0,-5.533,86.103
nyc,scarce,100,60,uniform,190179260.0,-31.965,0.0
nyc,scarce,100,60,proportional,144113381.0,0.0,24.222
nyc,scarce,100,60,point_greedy/fixed_index,151421532.0,-5.071,20.38
nyc,scarce,100,60,point_greedy/random_mean,145173763.95,-0.736,23.665
nyc,scarce,100,60,point_greedy/random_min,145019416.0,-0.629,23.746
nyc,scarce,100,60,point_greedy/random_max,145324823.0,-0.841,23.585
nyc,scarce,100,60,point_greedy/proportional_unmet,144113381.0,0.0,24.222
nyc,scarce,100,60,median_arm/fixed_index,152030360.0,-5.494,20.059
nyc,scarce,100,60,implied_mean_arm/fixed_index,153228842.0,-6.325,19.429
nyc,scarce,100,60,quantile_full,144867083.0,-0.523,23.826
nyc,scarce,100,60,quantile_full_conformal,144792258.0,-0.471,23.865
nyc,moderate,100,77,uniform,159984405.0,-102.171,0.0
nyc,moderate,100,77,proportional,79133321.0,0.0,50.537
nyc,moderate,100,77,point_greedy/fixed_index,88179787.0,-11.432,44.882
nyc,moderate,100,77,point_greedy/random_mean,81094242.65,-2.478,49.311
nyc,moderate,100,77,point_greedy/random_min,80910586.0,-2.246,49.426
nyc,moderate,100,77,point_greedy/random_max,81340666.0,-2.789,49.157
nyc,moderate,100,77,point_greedy/proportional_unmet,79154021.0,-0.026,50.524
nyc,moderate,100,77,median_arm/fixed_index,88810209.0,-12.229,44.488
nyc,moderate,100,77,implied_mean_arm/fixed_index,90267548.0,-14.07,43.577
nyc,moderate,100,77,quantile_full,80064306.0,-1.176,49.955
nyc,moderate,100,77,quantile_full_conformal,79955429.0,-1.039,50.023
nyc,generous,100,94,uniform,135625957.0,-747.241,0.0
nyc,generous,100,94,proportional,16007958.0,0.0,88.197
nyc,generous,100,94,point_greedy/fixed_index,24749782.0,-54.609,81.751
nyc,generous,100,94,point_greedy/random_mean,19036059.9,-18.916,85.964
nyc,generous,100,94,point_greedy/random_min,18763219.0,-17.212,86.165
nyc,generous,100,94,point_greedy/random_max,19373237.0,-21.023,85.716
nyc,generous,100,94,point_greedy/proportional_unmet,15970269.0,0.235,88.225
nyc,generous,100,94,median_arm/fixed_index,25465268.0,-59.079,81.224
nyc,generous,100,94,implied_mean_arm/fixed_index,26760750.0,-67.172,80.269
nyc,generous,100,94,quantile_full,16954745.0,-5.914,87.499
nyc,generous,100,94,quantile_full_conformal,16837911.0,-5.185,87.585
sf,scarce,1,1289,uniform,56366568.0,-88.498,0.0
sf,scarce,1,1289,proportional,29903023.0,0.0,46.949
sf,scarce,1,1289,point_greedy/fixed_index,31556324.0,-5.529,44.016
sf,scarce,1,1289,point_greedy/random_mean,31194739.2,-4.32,44.657
sf,scarce,1,1289,point_greedy/random_min,31172627.0,-4.246,44.697
sf,scarce,1,1289,point_greedy/random_max,31211474.0,-4.376,44.628
sf,scarce,1,1289,point_greedy/proportional_unmet,29903023.0,0.0,46.949
sf,scarce,1,1289,median_arm/fixed_index,31666235.0,-5.896,43.821
sf,scarce,1,1289,implied_mean_arm/fixed_index,31735119.0,-6.127,43.699
sf,scarce,1,1289,quantile_full,30158788.0,-0.855,46.495
sf,scarce,1,1289,quantile_full_conformal,30115937.0,-0.712,46.571
sf,moderate,1,1657,uniform,52823530.0,-231.324,0.0
sf,moderate,1,1657,proportional,15943185.0,0.0,69.818
sf,moderate,1,1657,point_greedy/fixed_index,17596290.0,-10.369,66.689
sf,moderate,1,1657,point_greedy/random_mean,17607387.5,-10.438,66.668
sf,moderate,1,1657,point_greedy/random_min,17588682.0,-10.321,66.703
sf,moderate,1,1657,point_greedy/random_max,17623662.0,-10.54,66.637
sf,moderate,1,1657,point_greedy/proportional_unmet,15937423.0,0.036,69.829
sf,moderate,1,1657,median_arm/fixed_index,17700635.0,-11.023,66.491
sf,moderate,1,1657,implied_mean_arm/fixed_index,17769519.0,-11.455,66.361
sf,moderate,1,1657,quantile_full,16193188.0,-1.568,69.345
sf,moderate,1,1657,quantile_full_conformal,16150337.0,-1.299,69.426
sf,generous,1,2026,uniform,49331535.0,-1090.408,0.0
sf,generous,1,2026,proportional,4144085.0,0.0,91.6
sf,generous,1,2026,point_greedy/fixed_index,4916990.0,-18.651,90.033
sf,generous,1,2026,point_greedy/random_mean,4938608.3,-19.172,89.989
sf,generous,1,2026,point_greedy/random_min,4937942.0,-19.156,89.99
sf,generous,1,2026,point_greedy/random_max,4939434.0,-19.192,89.987
sf,generous,1,2026,point_greedy/proportional_unmet,4150425.0,-0.153,91.587
sf,generous,1,2026,median_arm/fixed_index,4999178.0,-20.634,89.866
sf,generous,1,2026,implied_mean_arm/fixed_index,5010670.0,-20.911,89.843
sf,generous,1,2026,quantile_full,4180081.0,-0.869,91.527
sf,generous,1,2026,quantile_full_conformal,4163047.0,-0.458,91.561
sf,scarce,5,258,uniform,56452786.0,-89.024,0.0
sf,scarce,5,258,proportional,29865348.0,0.0,47.097
sf,scarce,5,258,point_greedy/fixed_index,31353921.0,-4.984,44.46
sf,scarce,5,258,point_greedy/random_mean,30997820.6,-3.792,45.091
sf,scarce,5,258,point_greedy/random_min,30963383.0,-3.677,45.152
sf,scarce,5,258,point_greedy/random_max,31027139.0,-3.89,45.039
sf,scarce,5,258,point_greedy/proportional_unmet,29865073.0,0.001,47.097
sf,scarce,5,258,median_arm/fixed_index,31452500.0,-5.314,44.285
sf,scarce,5,258,implied_mean_arm/fixed_index,31507517.0,-5.499,44.188
sf,scarce,5,258,quantile_full,30100461.0,-0.787,46.68
sf,scarce,5,258,quantile_full_conformal,30066565.0,-0.674,46.74
sf,moderate,5,331,uniform,52975245.0,-230.724,0.0
sf,moderate,5,331,proportional,16017985.0,0.0,69.763
sf,moderate,5,331,point_greedy/fixed_index,17507015.0,-9.296,66.952
sf,moderate,5,331,point_greedy/random_mean,17487593.35,-9.175,66.989
sf,moderate,5,331,point_greedy/random_min,17442512.0,-8.893,67.074
sf,moderate,5,331,point_greedy/random_max,17517588.0,-9.362,66.933
sf,moderate,5,331,point_greedy/proportional_unmet,16013323.0,0.029,69.772
sf,moderate,5,331,median_arm/fixed_index,17600750.0,-9.881,66.776
sf,moderate,5,331,implied_mean_arm/fixed_index,17655767.0,-10.225,66.672
sf,moderate,5,331,quantile_full,16248711.0,-1.44,69.328
sf,moderate,5,331,quantile_full_conformal,16214815.0,-1.229,69.392
sf,generous,5,405,uniform,49559240.0,-1090.442,0.0
sf,generous,5,405,proportional,4163095.0,0.0,91.6
sf,generous,5,405,point_greedy/fixed_index,4845116.0,-16.383,90.224
sf,generous,5,405,point_greedy/random_mean,4853693.6,-16.589,90.206
sf,generous,5,405,point_greedy/random_min,4851624.0,-16.539,90.21
sf,generous,5,405,point_greedy/random_max,4856702.0,-16.661,90.2
sf,generous,5,405,point_greedy/proportional_unmet,4170184.0,-0.17,91.585
sf,generous,5,405,median_arm/fixed_index,4914029.0,-18.038,90.085
sf,generous,5,405,implied_mean_arm/fixed_index,4917234.0,-18.115,90.078
sf,generous,5,405,quantile_full,4191429.0,-0.681,91.543
sf,generous,5,405,quantile_full_conformal,4179355.0,-0.391,91.567
sf,scarce,10,129,uniform,56452791.0,-89.021,0.0
sf,scarce,10,129,proportional,29865898.0,0.0,47.096
sf,scarce,10,129,point_greedy/fixed_index,31193311.0,-4.445,44.744
sf,scarce,10,129,point_greedy/random_mean,30825442.75,-3.213,45.396
sf,scarce,10,129,point_greedy/random_min,30753256.0,-2.971,45.524
sf,scarce,10,129,point_greedy/random_max,30879420.0,-3.394,45.3
sf,scarce,10,129,point_greedy/proportional_unmet,29865073.0,0.003,47.097
sf,scarce,10,129,median_arm/fixed_index,31279640.0,-4.734,44.592
sf,scarce,10,129,implied_mean_arm/fixed_index,31329715.0,-4.901,44.503
sf,scarce,10,129,quantile_full,30078528.0,-0.712,46.719
sf,scarce,10,129,quantile_full_conformal,30058550.0,-0.645,46.755
sf,moderate,10,166,uniform,52975260.0,-234.688,0.0
sf,moderate,10,166,proportional,15828240.0,0.0,70.121
sf,moderate,10,166,point_greedy/fixed_index,17156655.0,-8.393,67.614
sf,moderate,10,166,point_greedy/random_mean,17128610.7,-8.216,67.667
sf,moderate,10,166,point_greedy/random_min,17074852.0,-7.876,67.768
sf,moderate,10,166,point_greedy/random_max,17169649.0,-8.475,67.589
sf,moderate,10,166,point_greedy/proportional_unmet,15823573.0,0.029,70.13
sf,moderate,10,166,median_arm/fixed_index,17238140.0,-8.907,67.46
sf,moderate,10,166,implied_mean_arm/fixed_index,17288215.0,-9.224,67.365
sf,moderate,10,166,quantile_full,16037028.0,-1.319,69.727
sf,moderate,10,166,quantile_full_conformal,16017050.0,-1.193,69.765
sf,generous,10,203,uniform,49559240.0,-1118.466,0.0
sf,generous,10,203,proportional,4067348.0,0.0,91.793
sf,generous,10,203,point_greedy/fixed_index,4638183.0,-14.035,90.641
sf,generous,10,203,point_greedy/random_mean,4636296.4,-13.988,90.645
sf,generous,10,203,point_greedy/random_min,4632477.0,-13.894,90.653
sf,generous,10,203,point_greedy/random_max,4638718.0,-14.048,90.64
sf,generous,10,203,point_greedy/proportional_unmet,4073437.0,-0.15,91.781
sf,generous,10,203,median_arm/fixed_index,4698148.0,-15.509,90.52
sf,generous,10,203,implied_mean_arm/fixed_index,4699614.0,-15.545,90.517
sf,generous,10,203,quantile_full,4088470.0,-0.519,91.75
sf,generous,10,203,quantile_full_conformal,4081915.0,-0.358,91.764
sf,scarce,25,52,uniform,57156187.0,-93.83,0.0
sf,scarce,25,52,proportional,29487773.0,0.0,48.408
sf,scarce,25,52,point_greedy/fixed_index,30548235.0,-3.596,46.553
sf,scarce,25,52,point_greedy/random_mean,30194455.0,-2.397,47.172
sf,scarce,25,52,point_greedy/random_min,30133361.0,-2.189,47.279
sf,scarce,25,52,point_greedy/random_max,30235654.0,-2.536,47.1
sf,scarce,25,52,point_greedy/proportional_unmet,29485573.0,0.007,48.412
sf,scarce,25,52,median_arm/fixed_index,30589534.0,-3.736,46.481
sf,scarce,25,52,implied_mean_arm/fixed_index,30660902.0,-3.978,46.356
sf,scarce,25,52,quantile_full,29670048.0,-0.618,48.09
sf,scarce,25,52,quantile_full_conformal,29660921.0,-0.587,48.105
sf,moderate,25,66,uniform,53355269.0,-229.074,0.0
sf,moderate,25,66,proportional,16213778.0,0.0,69.612
sf,moderate,25,66,point_greedy/fixed_index,17265749.0,-6.488,67.64
sf,moderate,25,66,point_greedy/random_mean,17198953.75,-6.076,67.765
sf,moderate,25,66,point_greedy/random_min,17141078.0,-5.719,67.874
sf,moderate,25,66,point_greedy/random_max,17255582.0,-6.425,67.659
sf,moderate,25,66,point_greedy/proportional_unmet,16203073.0,0.066,69.632
sf,moderate,25,66,median_arm/fixed_index,17307034.0,-6.743,67.563
sf,moderate,25,66,implied_mean_arm/fixed_index,17378402.0,-7.183,67.429
sf,moderate,25,66,quantile_full,16387548.0,-1.072,69.286
sf,moderate,25,66,quantile_full_conformal,16378421.0,-1.015,69.303
sf,generous,25,81,uniform,49559250.0,-1087.697,0.0
sf,generous,25,81,proportional,4172720.0,0.0,91.58
sf,generous,25,81,point_greedy/fixed_index,4613485.0,-10.563,90.691
sf,generous,25,81,point_greedy/random_mean,4602843.4,-10.308,90.712
sf,generous,25,81,point_greedy/random_min,4600292.0,-10.247,90.718
sf,generous,25,81,point_greedy/random_max,4608965.0,-10.455,90.7
sf,generous,25,81,point_greedy/proportional_unmet,4173187.0,-0.011,91.579
sf,generous,25,81,median_arm/fixed_index,4637576.0,-11.14,90.642
sf,generous,25,81,implied_mean_arm/fixed_index,4648016.0,-11.391,90.621
sf,generous,25,81,quantile_full,4176680.0,-0.095,91.572
sf,generous,25,81,quantile_full_conformal,4169146.0,0.086,91.588
sf,scarce,50,26,uniform,57455738.0,-94.815,0.0
sf,scarce,50,26,proportional,29492447.0,0.0,48.669
sf,scarce,50,26,point_greedy/fixed_index,30255010.0,-2.586,47.342
sf,scarce,50,26,point_greedy/random_mean,29899127.6,-1.379,47.961
sf,scarce,50,26,point_greedy/random_min,29853862.0,-1.225,48.04
sf,scarce,50,26,point_greedy/random_max,29982522.0,-1.662,47.816
sf,scarce,50,26,point_greedy/proportional_unmet,29485573.0,0.023,48.681
sf,scarce,50,26,median_arm/fixed_index,30337378.0,-2.865,47.199
sf,scarce,50,26,implied_mean_arm/fixed_index,30375874.0,-2.995,47.132
sf,scarce,50,26,quantile_full,29644860.0,-0.517,48.404
sf,scarce,50,26,quantile_full_conformal,29642224.0,-0.508,48.409
sf,moderate,50,33,uniform,53355269.0,-229.051,0.0
sf,moderate,50,33,proportional,16214879.0,0.0,69.61
sf,moderate,50,33,point_greedy/fixed_index,16972510.0,-4.672,68.19
sf,moderate,50,33,point_greedy/random_mean,16896598.05,-4.204,68.332
sf,moderate,50,33,point_greedy/random_min,16811354.0,-3.679,68.492
sf,moderate,50,33,point_greedy/random_max,16939251.0,-4.467,68.252
sf,moderate,50,33,point_greedy/proportional_unmet,16203073.0,0.073,69.632
sf,moderate,50,33,median_arm/fixed_index,17054878.0,-5.18,68.035
sf,moderate,50,33,implied_mean_arm/fixed_index,17093374.0,-5.418,67.963
sf,moderate,50,33,quantile_full,16362360.0,-0.91,69.333
sf,moderate,50,33,quantile_full_conformal,16359724.0,-0.893,69.338
sf,generous,50,41,uniform,49559250.0,-1231.168,0.0
sf,generous,50,41,proportional,3722991.0,0.0,92.488
sf,generous,50,41,point_greedy/fixed_index,3952068.0,-6.153,92.026
sf,generous,50,41,point_greedy/random_mean,3958368.3,-6.322,92.013
sf,generous,50,41,point_greedy/random_min,3951529.0,-6.139,92.027
sf,generous,50,41,point_greedy/random_max,3959924.0,-6.364,92.01
sf,generous,50,41,point_greedy/proportional_unmet,3693584.0,0.79,92.547
sf,generous,50,41,median_arm/fixed_index,3959845.0,-6.362,92.01
sf,generous,50,41,implied_mean_arm/fixed_index,3959463.0,-6.352,92.011
sf,generous,50,41,quantile_full,3693238.0,0.799,92.548
sf,generous,50,41,quantile_full_conformal,3690775.0,0.865,92.553
sf,scarce,100,13,uniform,60946540.0,-106.7,0.0
sf,scarce,100,13,proportional,29485573.0,0.0,51.621
sf,scarce,100,13,point_greedy/fixed_index,30019526.0,-1.811,50.744
sf,scarce,100,13,point_greedy/random_mean,29731846.85,-0.835,51.217
sf,scarce,100,13,point_greedy/random_min,29678782.0,-0.655,51.304
sf,scarce,100,13,point_greedy/random_max,29820043.0,-1.134,51.072
sf,scarce,100,13,point_greedy/proportional_unmet,29485573.0,0.0,51.621
sf,scarce,100,13,median_arm/fixed_index,29987764.0,-1.703,50.797
sf,scarce,100,13,implied_mean_arm/fixed_index,30015913.0,-1.799,50.75
sf,scarce,100,13,quantile_full,29623336.0,-0.467,51.395
sf,scarce,100,13,quantile_full_conformal,29616355.0,-0.444,51.406
sf,moderate,100,17,uniform,53355269.0,-272.256,0.0
sf,moderate,100,17,proportional,14332939.0,0.0,73.137
sf,moderate,100,17,point_greedy/fixed_index,14839526.0,-3.534,72.187
sf,moderate,100,17,point_greedy/random_mean,14766140.5,-3.022,72.325
sf,moderate,100,17,point_greedy/random_min,14658853.0,-2.274,72.526
sf,moderate,100,17,point_greedy/random_max,14841843.0,-3.551,72.183
sf,moderate,100,17,point_greedy/proportional_unmet,14308323.0,0.172,73.183
sf,moderate,100,17,median_arm/fixed_index,14807764.0,-3.313,72.247
