scenario,city,regime,units,policy,config,total_loss,final_carryover
yield_public_safety_x070,sf,generous,41,hindsight_myopic_reference,hindsight_myopic_reference,3680748.0,36166.0
yield_public_safety_x130,sf,generous,41,uniform,uniform,49559250.0,377585.0
yield_public_safety_x130,sf,generous,41,proportional,valbest,3722991.0,36344.0
yield_public_safety_x130,sf,generous,41,greedy_ev_point,valbest,3952067.0,39596.0
yield_public_safety_x130,sf,generous,41,greedy_ev_quantile,quantile/full_arm,3693238.0,36318.0
yield_public_safety_x130,sf,generous,41,hindsight_myopic_reference,hindsight_myopic_reference,3680748.0,36166.0
yield_sanitation_x070,sf,generous,41,uniform,uniform,52405500.0,398210.0
yield_sanitation_x070,sf,generous,41,proportional,valbest,7165015.0,66945.0
yield_sanitation_x070,sf,generous,41,greedy_ev_point,valbest,6779577.0,61470.0
yield_sanitation_x070,sf,generous,41,greedy_ev_quantile,quantile/full_arm,6664204.0,60056.0
yield_sanitation_x070,sf,generous,41,hindsight_myopic_reference,hindsight_myopic_reference,5733963.0,53294.0
yield_sanitation_x130,sf,generous,41,uniform,uniform,46713000.0,356960.0
yield_sanitation_x130,sf,generous,41,proportional,valbest,2121408.0,19636.0
yield_sanitation_x130,sf,generous,41,greedy_ev_point,valbest,2213009.0,21649.0
yield_sanitation_x130,sf,generous,41,greedy_ev_quantile,quantile/full_arm,2059750.0,19575.0
yield_sanitation_x130,sf,generous,41,hindsight_myopic_reference,hindsight_myopic_reference,2008636.0,18863.0
yield_streets_transport_x070,sf,generous,41,uniform,uniform,52405500.0,398210.0
yield_streets_transport_x070,sf,generous,41,proportional,valbest,18023300.0,149727.0
yield_streets_transport_x070,sf,generous,41,greedy_ev_point,valbest,17675440.0,146154.0
yield_streets_transport_x070,sf,generous,41,greedy_ev_quantile,quantile/full_arm,17538310.0,144754.0
yield_streets_transport_x070,sf,generous,41,hindsight_myopic_reference,hindsight_myopic_reference,17049184.0,141262.0
yield_streets_transport_x130,sf,generous,41,uniform,uniform,46713000.0,356960.0
yield_streets_transport_x130,sf,generous,41,proportional,valbest,74811.0,297.0
yield_streets_transport_x130,sf,generous,41,greedy_ev_point,valbest,81315.0,732.0
yield_streets_transport_x130,sf,generous,41,greedy_ev_quantile,quantile/full_arm,57989.0,324.0
yield_streets_transport_x130,sf,generous,41,hindsight_myopic_reference,hindsight_myopic_reference,39737.0,0.0
yield_water_sewer_x070,sf,generous,41,uniform,uniform,49559551.0,377585.0
yield_water_sewer_x070,sf,generous,41,proportional,valbest,3953908.0,38865.0
yield_water_sewer_x070,sf,generous,41,greedy_ev_point,valbest,3966644.0,39659.0
yield_water_sewer_x070,sf,generous,41,greedy_ev_quantile,quantile/full_arm,3701021.0,36353.0
yield_water_sewer_x070,sf,generous,41,hindsight_myopic_reference,hindsight_myopic_reference,3681235.0,36166.0
yield_water_sewer_x130,sf,generous,41,uniform,uniform,49559138.0,377585.0
yield_water_sewer_x130,sf,generous,41,proportional,valbest,3605140.0,34989.0
yield_water_sewer_x130,sf,generous,41,greedy_ev_point,valbest,3832506.0,38460.0
yield_water_sewer_x130,sf,generous,41,greedy_ev_quantile,quantile/full_arm,3581098.0,35182.0
yield_water_sewer_x130,sf,generous,41,hindsight_myopic_reference,hindsight_myopic_reference,3568459.0,34930.0
abandonment_10,sf,generous,41,uniform,uniform,3646394.8611,12971.1239
abandonment_10,sf,generous,41,proportional,valbest,421472.4354,1544.8038
abandonment_10,sf,generous,41,greedy_ev_point,valbest,443035.7058,2048.8902
abandonment_10,sf,generous,41,greedy_ev_quantile,quantile/full_arm,412123.1215,1528.0338
abandonment_10,sf,generous,41,hindsight_myopic_reference,hindsight_myopic_reference,406806.6777,1521.9496
budgets_train_plus_validation,sf,scarce,26,uniform,uniform,57455738.0,434519.0
budgets_train_plus_validation,sf,scarce,26,proportional,valbest,29492447.0,231169.0
budgets_train_plus_validation,sf,scarce,26,greedy_ev_point,valbest,30255010.0,236773.0
budgets_train_plus_validation,sf,scarce,26,greedy_ev_quantile,quantile/full_arm,29644860.0,231937.0
budgets_train_plus_validation,sf,scarce,26,hindsight_myopic_reference,hindsight_myopic_reference,29485573.0,231144.0
budgets_train_plus_validation,sf,moderate,34,uniform,uniform,53355269.0,405085.0
budgets_train_plus_validation,sf,moderate,34,proportional,valbest,14321442.0,121202.0
budgets_train_plus_validation,sf,moderate,34,greedy_ev_point,valbest,15075010.0,126773.0
budgets_train_plus_validation,sf,moderate,34,greedy_ev_quantile,quantile/full_arm,14464860.0,121937.0
budgets_train_plus_validation,sf,moderate,34,hindsight_myopic_reference,hindsight_myopic_reference,14305573.0,121144.0
budgets_train_plus_validation,sf,generous,42,uniform,uniform,49559250.0,377585.0
budgets_train_plus_validation,sf,generous,42,proportional,valbest,2808574.0,26876.0
budgets_train_plus_validation,sf,generous,42,greedy_ev_point,valbest,3001632.0,29934.0
budgets_train_plus_validation,sf,generous,42,greedy_ev_quantile,quantile/full_arm,2755544.0,26719.0
budgets_train_plus_validation,sf,generous,42,hindsight_myopic_reference,hindsight_myopic_reference,2734621.0,26520.0
