scenario,city,regime,units,policy,config,total_loss,final_carryover
normative_weights,austin,scarce,8,uniform,uniform,34181621.0,136216.0
normative_weights,austin,scarce,8,proportional,valbest,29316337.0,108390.0
normative_weights,austin,scarce,8,greedy_ev_point,valbest,22815237.0,111247.0
normative_weights,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,22665235.0,110682.0
normative_weights,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,22521177.0,110143.0
yield_housing_building_x070,austin,scarce,8,uniform,uniform,19977670.0,136216.0
yield_housing_building_x070,austin,scarce,8,proportional,valbest,16383102.0,108390.0
yield_housing_building_x070,austin,scarce,8,greedy_ev_point,valbest,16571030.0,110238.0
yield_housing_building_x070,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,16410288.0,108684.0
yield_housing_building_x070,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,16381998.0,108386.0
yield_housing_building_x130,austin,scarce,8,uniform,uniform,19977636.0,136216.0
yield_housing_building_x130,austin,scarce,8,proportional,valbest,16383102.0,108390.0
yield_housing_building_x130,austin,scarce,8,greedy_ev_point,valbest,16492724.0,109625.0
yield_housing_building_x130,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,16322661.0,108021.0
yield_housing_building_x130,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,16300254.0,107793.0
yield_noise_x070,austin,scarce,8,uniform,uniform,20548282.0,140346.0
yield_noise_x070,austin,scarce,8,proportional,valbest,16951263.0,112511.0
yield_noise_x070,austin,scarce,8,greedy_ev_point,valbest,16508814.0,109261.0
yield_noise_x070,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,16398957.0,108552.0
yield_noise_x070,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,16381998.0,108386.0
yield_noise_x130,austin,scarce,8,uniform,uniform,19416627.0,132121.0
yield_noise_x130,austin,scarce,8,proportional,valbest,15959922.0,104985.0
yield_noise_x130,austin,scarce,8,greedy_ev_point,valbest,15980735.0,105674.0
yield_noise_x130,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,15872646.0,104718.0
yield_noise_x130,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,15766245.0,103719.0
yield_other_x070,austin,scarce,8,uniform,uniform,20551032.0,140356.0
yield_other_x070,austin,scarce,8,proportional,valbest,17529882.0,116670.0
yield_other_x070,austin,scarce,8,greedy_ev_point,valbest,16509667.0,110046.0
yield_other_x070,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,16396238.0,108581.0
yield_other_x070,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,16381998.0,108386.0
yield_other_x130,austin,scarce,8,uniform,uniform,19404252.0,132076.0
yield_other_x130,austin,scarce,8,proportional,valbest,15465522.0,101820.0
yield_other_x130,austin,scarce,8,greedy_ev_point,valbest,15089127.0,100006.0
yield_other_x130,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,14990962.0,98799.0
yield_other_x130,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,14883272.0,97960.0
yield_parks_trees_x070,austin,scarce,8,uniform,uniform,19987785.0,136216.0
yield_parks_trees_x070,austin,scarce,8,proportional,valbest,16447227.0,108675.0
yield_parks_trees_x070,austin,scarce,8,greedy_ev_point,valbest,16558447.0,110173.0
yield_parks_trees_x070,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,16410288.0,108684.0
yield_parks_trees_x070,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,16381998.0,108386.0
yield_parks_trees_x130,austin,scarce,8,uniform,uniform,19977152.0,136216.0
yield_parks_trees_x130,austin,scarce,8,proportional,valbest,16344312.0,108225.0
yield_parks_trees_x130,austin,scarce,8,greedy_ev_point,valbest,16370299.0,109028.0
yield_parks_trees_x130,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,16221454.0,107539.0
yield_parks_trees_x130,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,16178807.0,107180.0
yield_public_safety_x070,austin,scarce,8,uniform,uniform,20078237.0,136825.0
yield_public_safety_x070,austin,scarce,8,proportional,valbest,16538682.0,109710.0
yield_public_safety_x070,austin,scarce,8,greedy_ev_point,valbest,16567097.0,110202.0
yield_public_safety_x070,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,16410288.0,108684.0
yield_public_safety_x070,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,16381998.0,108386.0
yield_public_safety_x130,austin,scarce,8,uniform,uniform,19969313.0,136216.0
yield_public_safety_x130,austin,scarce,8,proportional,valbest,16289052.0,107640.0
yield_public_safety_x130,austin,scarce,8,greedy_ev_point,valbest,16292440.0,108222.0
yield_public_safety_x130,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,16147021.0,106822.0
yield_public_safety_x130,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,16104835.0,106418.0
yield_sanitation_x070,austin,scarce,8,uniform,uniform,20551032.0,140356.0
yield_sanitation_x070,austin,scarce,8,proportional,valbest,17529882.0,116670.0
yield_sanitation_x070,austin,scarce,8,greedy_ev_point,valbest,16572872.0,110249.0
yield_sanitation_x070,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,16410288.0,108684.0
yield_sanitation_x070,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,16381998.0,108386.0
yield_sanitation_x130,austin,scarce,8,uniform,uniform,19404252.0,132076.0
yield_sanitation_x130,austin,scarce,8,proportional,valbest,15436182.0,101685.0
yield_sanitation_x130,austin,scarce,8,greedy_ev_point,valbest,14978728.0,99503.0
yield_sanitation_x130,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,14893276.0,98350.0
yield_sanitation_x130,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,14825539.0,97718.0
yield_streets_transport_x070,austin,scarce,8,uniform,uniform,20551032.0,140356.0
yield_streets_transport_x070,austin,scarce,8,proportional,valbest,18107382.0,120825.0
yield_streets_transport_x070,austin,scarce,8,greedy_ev_point,valbest,16572872.0,110249.0
yield_streets_transport_x070,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,16410344.0,108684.0
yield_streets_transport_x070,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,16381998.0,108386.0
yield_streets_transport_x130,austin,scarce,8,uniform,uniform,19404252.0,132076.0
yield_streets_transport_x130,austin,scarce,8,proportional,valbest,14871897.0,97845.0
yield_streets_transport_x130,austin,scarce,8,greedy_ev_point,valbest,14251225.0,94340.0
yield_streets_transport_x130,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,14077775.0,92714.0
yield_streets_transport_x130,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,13866489.0,91298.0
yield_water_sewer_x070,austin,scarce,8,uniform,uniform,19977726.0,136216.0
yield_water_sewer_x070,austin,scarce,8,proportional,valbest,16383102.0,108390.0
yield_water_sewer_x070,austin,scarce,8,greedy_ev_point,valbest,16572872.0,110249.0
yield_water_sewer_x070,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,16410288.0,108684.0
yield_water_sewer_x070,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,16381998.0,108386.0
yield_water_sewer_x130,austin,scarce,8,uniform,uniform,19977638.0,136216.0
yield_water_sewer_x130,austin,scarce,8,proportional,valbest,16383102.0,108390.0
yield_water_sewer_x130,austin,scarce,8,greedy_ev_point,valbest,16440752.0,109383.0
yield_water_sewer_x130,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,16279368.0,107819.0
yield_water_sewer_x130,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,16240877.0,107485.0
abandonment_10,austin,scarce,8,uniform,uniform,1324695.2133,4428.1383
abandonment_10,austin,scarce,8,proportional,valbest,1049998.0015,3390.1999
abandonment_10,austin,scarce,8,greedy_ev_point,valbest,1070230.9121,3418.5672
abandonment_10,austin,scarce,8,greedy_ev_quantile,quantile/full_arm,1052240.8764,3392.1452
abandonment_10,austin,scarce,8,hindsight_myopic_reference,hindsight_myopic_reference,1049958.0015,3390.1999
normative_weights,austin,moderate,11,uniform,uniform,31317861.0,114472.0
normative_weights,austin,moderate,11,proportional,valbest,18406295.0,66998.0
normative_weights,austin,moderate,11,greedy_ev_point,valbest,11674130.0,72206.0
normative_weights,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,11559283.0,71893.0
normative_weights,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,11412536.0,70556.0
yield_housing_building_x070,austin,moderate,11,uniform,uniform,17113888.0,114472.0
yield_housing_building_x070,austin,moderate,11,proportional,valbest,10758705.0,67943.0
yield_housing_building_x070,austin,moderate,11,greedy_ev_point,valbest,10872803.0,69251.0
yield_housing_building_x070,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10679297.0,67347.0
yield_housing_building_x070,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10648098.0,66986.0
yield_housing_building_x130,austin,moderate,11,uniform,uniform,17113888.0,114472.0
yield_housing_building_x130,austin,moderate,11,proportional,valbest,10589310.0,66473.0
yield_housing_building_x130,austin,moderate,11,greedy_ev_point,valbest,10793156.0,68638.0
yield_housing_building_x130,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10591670.0,66684.0
yield_housing_building_x130,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10566354.0,66393.0
yield_noise_x070,austin,moderate,11,uniform,uniform,17376113.0,117251.0
yield_noise_x070,austin,moderate,11,proportional,valbest,11302176.0,72439.0
yield_noise_x070,austin,moderate,11,greedy_ev_point,valbest,10833179.0,68531.0
yield_noise_x070,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10668118.0,67215.0
yield_noise_x070,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10648098.0,66986.0
yield_noise_x130,austin,moderate,11,uniform,uniform,17103960.0,114472.0
yield_noise_x130,austin,moderate,11,proportional,valbest,10140420.0,63143.0
yield_noise_x130,austin,moderate,11,greedy_ev_point,valbest,10278628.0,64687.0
yield_noise_x130,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10141655.0,63381.0
yield_noise_x130,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10032345.0,62319.0
yield_other_x070,austin,moderate,11,uniform,uniform,18260668.0,122752.0
yield_other_x070,austin,moderate,11,proportional,valbest,12338460.0,79193.0
yield_other_x070,austin,moderate,11,greedy_ev_point,valbest,10810991.0,68850.0
yield_other_x070,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10662546.0,67181.0
yield_other_x070,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10648098.0,66986.0
yield_other_x130,austin,moderate,11,uniform,uniform,15967108.0,106192.0
yield_other_x130,austin,moderate,11,proportional,valbest,9485415.0,58643.0
yield_other_x130,austin,moderate,11,greedy_ev_point,valbest,9394049.0,59129.0
yield_other_x130,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,9259971.0,57462.0
yield_other_x130,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,9149372.0,56560.0
yield_parks_trees_x070,austin,moderate,11,uniform,uniform,17124031.0,114472.0
yield_parks_trees_x070,austin,moderate,11,proportional,valbest,10964382.0,68985.0
yield_parks_trees_x070,austin,moderate,11,greedy_ev_point,valbest,10863985.0,69286.0
yield_parks_trees_x070,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10679297.0,67347.0
yield_parks_trees_x070,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10648098.0,66986.0
yield_parks_trees_x130,austin,moderate,11,uniform,uniform,17113398.0,114472.0
yield_parks_trees_x130,austin,moderate,11,proportional,valbest,10474755.0,65888.0
yield_parks_trees_x130,austin,moderate,11,greedy_ev_point,valbest,10670971.0,68000.0
yield_parks_trees_x130,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10490463.0,66202.0
yield_parks_trees_x130,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10444907.0,65780.0
yield_public_safety_x070,austin,moderate,11,uniform,uniform,17214483.0,115081.0
yield_public_safety_x070,austin,moderate,11,proportional,valbest,11065965.0,70223.0
yield_public_safety_x070,austin,moderate,11,greedy_ev_point,valbest,10875071.0,69387.0
yield_public_safety_x070,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10679297.0,67347.0
yield_public_safety_x070,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10648098.0,66986.0
yield_public_safety_x130,austin,moderate,11,uniform,uniform,17105559.0,114472.0
yield_public_safety_x130,austin,moderate,11,proportional,valbest,10411720.0,65173.0
yield_public_safety_x130,austin,moderate,11,greedy_ev_point,valbest,10595528.0,67294.0
yield_public_safety_x130,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10416015.0,65485.0
yield_public_safety_x130,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10370935.0,65018.0
yield_sanitation_x070,austin,moderate,11,uniform,uniform,17687278.0,118612.0
yield_sanitation_x070,austin,moderate,11,proportional,valbest,12347310.0,79328.0
yield_sanitation_x070,austin,moderate,11,greedy_ev_point,valbest,10840069.0,68855.0
yield_sanitation_x070,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10676388.0,67284.0
yield_sanitation_x070,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10648098.0,66986.0
yield_sanitation_x130,austin,moderate,11,uniform,uniform,16540498.0,110332.0
yield_sanitation_x130,austin,moderate,11,proportional,valbest,9491070.0,58643.0
yield_sanitation_x130,austin,moderate,11,greedy_ev_point,valbest,9358347.0,58961.0
yield_sanitation_x130,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,9176081.0,57116.0
yield_sanitation_x130,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,9093844.0,56318.0
yield_streets_transport_x070,austin,moderate,11,uniform,uniform,17687278.0,118612.0
yield_streets_transport_x070,austin,moderate,11,proportional,valbest,13189590.0,85148.0
yield_streets_transport_x070,austin,moderate,11,greedy_ev_point,valbest,11039799.0,72050.0
yield_streets_transport_x070,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10959941.0,71430.0
yield_streets_transport_x070,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10882101.0,70401.0
yield_streets_transport_x130,austin,moderate,11,uniform,uniform,16540498.0,110332.0
yield_streets_transport_x130,austin,moderate,11,proportional,valbest,8701845.0,53258.0
yield_streets_transport_x130,austin,moderate,11,greedy_ev_point,valbest,8569404.0,53437.0
yield_streets_transport_x130,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,8356944.0,51430.0
yield_streets_transport_x130,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,8132514.0,49898.0
yield_water_sewer_x070,austin,moderate,11,uniform,uniform,17113972.0,114472.0
yield_water_sewer_x070,austin,moderate,11,proportional,valbest,10844370.0,68363.0
yield_water_sewer_x070,austin,moderate,11,greedy_ev_point,valbest,10869184.0,69174.0
yield_water_sewer_x070,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10679297.0,67347.0
yield_water_sewer_x070,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10648098.0,66986.0
yield_water_sewer_x130,austin,moderate,11,uniform,uniform,17113884.0,114472.0
yield_water_sewer_x130,austin,moderate,11,proportional,valbest,10541520.0,66233.0
yield_water_sewer_x130,austin,moderate,11,greedy_ev_point,valbest,10717580.0,68208.0
yield_water_sewer_x130,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10548377.0,66482.0
yield_water_sewer_x130,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10506977.0,66085.0
abandonment_10,austin,moderate,11,uniform,uniform,1120919.8348,3792.2988
abandonment_10,austin,moderate,11,proportional,valbest,649963.7065,2040.6268
abandonment_10,austin,moderate,11,greedy_ev_point,valbest,674662.4666,2089.3898
abandonment_10,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,652419.7719,2042.5476
abandonment_10,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,649458.0015,2040.1999
normative_weights,austin,generous,13,uniform,uniform,31277293.0,114472.0
normative_weights,austin,generous,13,proportional,valbest,11875924.0,39433.0
normative_weights,austin,generous,13,greedy_ev_point,valbest,8280867.0,51742.0
normative_weights,austin,generous,13,greedy_ev_quantile,quantile/full_arm,8380399.0,52338.0
normative_weights,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,7849215.0,48741.0
yield_housing_building_x070,austin,generous,13,uniform,uniform,17099914.0,114472.0
yield_housing_building_x070,austin,generous,13,proportional,valbest,7000168.0,40753.0
yield_housing_building_x070,austin,generous,13,greedy_ev_point,valbest,7083399.0,41919.0
yield_housing_building_x070,austin,generous,13,greedy_ev_quantile,quantile/full_arm,6856849.0,39747.0
yield_housing_building_x070,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,6825498.0,39386.0
yield_housing_building_x130,austin,generous,13,uniform,uniform,17099914.0,114472.0
yield_housing_building_x130,austin,generous,13,proportional,valbest,6747343.0,38698.0
yield_housing_building_x130,austin,generous,13,greedy_ev_point,valbest,7005048.0,41306.0
yield_housing_building_x130,austin,generous,13,greedy_ev_quantile,quantile/full_arm,6769222.0,39084.0
yield_housing_building_x130,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,6743754.0,38793.0
yield_noise_x070,austin,generous,13,uniform,uniform,17362139.0,117251.0
yield_noise_x070,austin,generous,13,proportional,valbest,7657989.0,46147.0
yield_noise_x070,austin,generous,13,greedy_ev_point,valbest,7030362.0,41088.0
yield_noise_x070,austin,generous,13,greedy_ev_quantile,quantile/full_arm,6845518.0,39615.0
yield_noise_x070,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,6825498.0,39386.0
yield_noise_x130,austin,generous,13,uniform,uniform,17089986.0,114472.0
yield_noise_x130,austin,generous,13,proportional,valbest,6299173.0,35308.0
yield_noise_x130,austin,generous,13,greedy_ev_point,valbest,6492663.0,37355.0
yield_noise_x130,austin,generous,13,greedy_ev_quantile,quantile/full_arm,6319207.0,35781.0
yield_noise_x130,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,6209745.0,34719.0
yield_other_x070,austin,generous,13,uniform,uniform,18246694.0,122752.0
yield_other_x070,austin,generous,13,proportional,valbest,8742088.0,53458.0
yield_other_x070,austin,generous,13,greedy_ev_point,valbest,7124790.0,44133.0
yield_other_x070,austin,generous,13,greedy_ev_quantile,quantile/full_arm,7002956.0,43213.0
yield_other_x070,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,6942773.0,42246.0
yield_other_x130,austin,generous,13,uniform,uniform,15953134.0,106192.0
yield_other_x130,austin,generous,13,proportional,valbest,5520718.0,29908.0
yield_other_x130,austin,generous,13,greedy_ev_point,valbest,5609105.0,31741.0
yield_other_x130,austin,generous,13,greedy_ev_quantile,quantile/full_arm,5437523.0,29862.0
yield_other_x130,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,5326772.0,28960.0
yield_parks_trees_x070,austin,generous,13,uniform,uniform,17100039.0,114472.0
yield_parks_trees_x070,austin,generous,13,proportional,valbest,7203325.0,41795.0
yield_parks_trees_x070,austin,generous,13,greedy_ev_point,valbest,7070959.0,41849.0
yield_parks_trees_x070,austin,generous,13,greedy_ev_quantile,quantile/full_arm,6856849.0,39747.0
yield_parks_trees_x070,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,6825498.0,39386.0
yield_parks_trees_x130,austin,generous,13,uniform,uniform,17099897.0,114472.0
yield_parks_trees_x130,austin,generous,13,proportional,valbest,6633133.0,38128.0
yield_parks_trees_x130,austin,generous,13,greedy_ev_point,valbest,6882954.0,40704.0
yield_parks_trees_x130,austin,generous,13,greedy_ev_quantile,quantile/full_arm,6668015.0,38602.0
yield_parks_trees_x130,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,6622307.0,38180.0
yield_public_safety_x070,austin,generous,13,uniform,uniform,17103503.0,114472.0
yield_public_safety_x070,austin,generous,13,proportional,valbest,7304683.0,42973.0
yield_public_safety_x070,austin,generous,13,greedy_ev_point,valbest,7077444.0,41937.0
yield_public_safety_x070,austin,generous,13,greedy_ev_quantile,quantile/full_arm,6856849.0,39747.0
yield_public_safety_x070,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,6825498.0,39386.0
yield_public_safety_x130,austin,generous,13,uniform,uniform,17098474.0,114472.0
yield_public_safety_x130,austin,generous,13,proportional,valbest,6571723.0,37408.0
yield_public_safety_x130,austin,generous,13,greedy_ev_point,valbest,6800806.0,39907.0
yield_public_safety_x130,austin,generous,13,greedy_ev_quantile,quantile/full_arm,6593567.0,37885.0
yield_public_safety_x130,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,6548335.0,37418.0
yield_sanitation_x070,austin,generous,13,uniform,uniform,17673304.0,118612.0
yield_sanitation_x070,austin,generous,13,proportional,valbest,8801668.0,53713.0
yield_sanitation_x070,austin,generous,13,greedy_ev_point,valbest,7164480.0,44208.0
yield_sanitation_x070,austin,generous,13,greedy_ev_quantile,quantile/full_arm,7025996.0,43423.0
yield_sanitation_x070,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,6959402.0,42475.0
yield_sanitation_x130,austin,generous,13,uniform,uniform,16526524.0,110332.0
yield_sanitation_x130,austin,generous,13,proportional,valbest,5485648.0,29788.0
yield_sanitation_x130,austin,generous,13,greedy_ev_point,valbest,5555891.0,31464.0
yield_sanitation_x130,austin,generous,13,greedy_ev_quantile,quantile/full_arm,5353735.0,29516.0
yield_sanitation_x130,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,5284366.0,28768.0
yield_streets_transport_x070,austin,generous,13,uniform,uniform,17673304.0,118612.0
yield_streets_transport_x070,austin,generous,13,proportional,valbest,9847258.0,61093.0
yield_streets_transport_x070,austin,generous,13,greedy_ev_point,valbest,8814810.0,55828.0
yield_streets_transport_x070,austin,generous,13,greedy_ev_quantile,quantile/full_arm,8699620.0,54924.0
yield_streets_transport_x070,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,8460190.0,52839.0
yield_streets_transport_x130,austin,generous,13,uniform,uniform,16526524.0,110332.0
yield_streets_transport_x130,austin,generous,13,proportional,valbest,4573198.0,23518.0
yield_streets_transport_x130,austin,generous,13,greedy_ev_point,valbest,4813081.0,26248.0
yield_streets_transport_x130,austin,generous,13,greedy_ev_quantile,quantile/full_arm,4542015.0,23930.0
yield_streets_transport_x130,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,4309899.0,22298.0
yield_water_sewer_x070,austin,generous,13,uniform,uniform,17099998.0,114472.0
yield_water_sewer_x070,austin,generous,13,proportional,valbest,7082308.0,41158.0
yield_water_sewer_x070,austin,generous,13,greedy_ev_point,valbest,7085533.0,41928.0
yield_water_sewer_x070,austin,generous,13,greedy_ev_quantile,quantile/full_arm,6856849.0,39747.0
yield_water_sewer_x070,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,6825498.0,39386.0
yield_water_sewer_x130,austin,generous,13,uniform,uniform,17099910.0,114472.0
yield_water_sewer_x130,austin,generous,13,proportional,valbest,6701398.0,38473.0
yield_water_sewer_x130,austin,generous,13,greedy_ev_point,valbest,6953527.0,41062.0
yield_water_sewer_x130,austin,generous,13,greedy_ev_quantile,quantile/full_arm,6725777.0,38882.0
yield_water_sewer_x130,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,6684377.0,38485.0
abandonment_10,austin,generous,13,uniform,uniform,1116835.7137,3792.2988
abandonment_10,austin,generous,13,proportional,valbest,402509.687,1167.7737
abandonment_10,austin,generous,13,greedy_ev_point,valbest,421837.8007,1218.6638
abandonment_10,austin,generous,13,greedy_ev_quantile,quantile/full_arm,401775.3685,1158.8621
abandonment_10,austin,generous,13,hindsight_myopic_reference,hindsight_myopic_reference,398328.8684,1149.772
budgets_train_plus_validation,austin,scarce,9,uniform,uniform,19977636.0,136216.0
budgets_train_plus_validation,austin,scarce,9,proportional,valbest,14471802.0,94590.0
budgets_train_plus_validation,austin,scarce,9,greedy_ev_point,valbest,14662503.0,96455.0
budgets_train_plus_validation,austin,scarce,9,greedy_ev_quantile,quantile/full_arm,14498988.0,94884.0
budgets_train_plus_validation,austin,scarce,9,hindsight_myopic_reference,hindsight_myopic_reference,14470698.0,94586.0
budgets_train_plus_validation,austin,moderate,11,uniform,uniform,17113888.0,114472.0
budgets_train_plus_validation,austin,moderate,11,proportional,valbest,10651410.0,66998.0
budgets_train_plus_validation,austin,moderate,11,greedy_ev_point,valbest,10869184.0,69174.0
budgets_train_plus_validation,austin,moderate,11,greedy_ev_quantile,quantile/full_arm,10679297.0,67347.0
budgets_train_plus_validation,austin,moderate,11,hindsight_myopic_reference,hindsight_myopic_reference,10648098.0,66986.0
budgets_train_plus_validation,austin,generous,14,uniform,uniform,15188614.0,100672.0
budgets_train_plus_validation,austin,generous,14,proportional,valbest,4922185.0,25615.0
budgets_train_plus_validation,austin,generous,14,greedy_ev_point,valbest,5174600.0,28133.0
budgets_train_plus_validation,austin,generous,14,greedy_ev_quantile,quantile/full_arm,4945549.0,25947.0
budgets_train_plus_validation,austin,generous,14,hindsight_myopic_reference,hindsight_myopic_reference,4914198.0,25586.0
austin_other_excluded_recalibrated,austin,scarce,7,uniform,uniform,15152673.0,103140.0
austin_other_excluded_recalibrated,austin,scarce,7,proportional,valbest,11558133.0,75314.0
austin_other_excluded_recalibrated,austin,scarce,7,greedy_ev_point,valbest,11663007.0,76666.0
austin_other_excluded_recalibrated,austin,scarce,7,greedy_ev_quantile,quantile/full_arm,11569152.0,75453.0
austin_other_excluded_recalibrated,austin,scarce,7,hindsight_myopic_reference,hindsight_myopic_reference,11557029.0,75310.0
austin_other_excluded_recalibrated,austin,moderate,8,uniform,uniform,15152667.0,103140.0
austin_other_excluded_recalibrated,austin,moderate,8,proportional,valbest,9649591.0,61524.0
austin_other_excluded_recalibrated,austin,moderate,8,greedy_ev_point,valbest,9773398.0,63170.0
austin_other_excluded_recalibrated,austin,moderate,8,greedy_ev_quantile,quantile/full_arm,9659969.0,61705.0
austin_other_excluded_recalibrated,austin,moderate,8,hindsight_myopic_reference,hindsight_myopic_reference,9645729.0,61510.0
austin_other_excluded_recalibrated,austin,generous,10,uniform,uniform,14199542.0,95196.0
austin_other_excluded_recalibrated,austin,generous,10,proportional,valbest,5826991.0,33924.0
austin_other_excluded_recalibrated,austin,generous,10,greedy_ev_point,valbest,5985449.0,35769.0
austin_other_excluded_recalibrated,austin,generous,10,greedy_ev_quantile,quantile/full_arm,5837521.0,34105.0
austin_other_excluded_recalibrated,austin,generous,10,hindsight_myopic_reference,hindsight_myopic_reference,5823129.0,33910.0
normative_weights,chicago,scarce,29,uniform,uniform,93101553.0,302482.0
normative_weights,chicago,scarce,29,proportional,valbest,71827906.0,209768.0
normative_weights,chicago,scarce,29,greedy_ev_point,valbest,60565756.0,219236.0
normative_weights,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,59525811.0,214865.0
normative_weights,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,58310045.0,211168.0
yield_housing_building_x070,chicago,scarce,29,uniform,uniform,47739815.0,302573.0
yield_housing_building_x070,chicago,scarce,29,proportional,valbest,38396103.0,219068.0
yield_housing_building_x070,chicago,scarce,29,greedy_ev_point,valbest,38143298.0,215943.0
yield_housing_building_x070,chicago,scarce,29,greedy_ev_quantile,quantile/full_arm,37225727.0,210400.0
yield_housing_building_x070,chicago,scarce,29,hindsight_myopic_reference,hindsight_myopic_reference,37162683.0,209768.0
yield_housing_building_x130,chicago,scarce,29,uniform,uniform,47723380.0,302482.0
