mae,rmse,mape_floored,n_rows,n_days,scope,city,feature_set,model,split,fit_seconds
15.813440977085481,29.356145645831678,31.304042415471095,2208,276,global,austin,calendar,random_forest,test,33.92
51.190922028660275,134.02230908511814,45.042068578527996,1925,275,global,chicago,calendar,random_forest,val,33.92
56.25839945607002,128.80885156513182,38.969687159100715,1932,276,global,chicago,calendar,random_forest,test,33.93
158.16964511537225,353.21057022424714,17.244441353951036,2200,275,global,nyc,calendar,random_forest,val,33.94
193.49933858136274,425.586114248858,16.63976827260755,2208,276,global,nyc,calendar,random_forest,test,33.94
29.54904003045719,71.33898011026275,28.212814571741806,2192,274,global,sf,calendar,random_forest,val,33.95
31.90067062560809,79.90764092727841,70.2288436444083,2200,275,global,sf,calendar,random_forest,test,33.96
15.075430676392234,27.493875620729657,29.976487872938918,2200,275,global,austin,calendar,lgbm_point,val,5.85
15.304417210307173,30.337958870519053,28.286370628801027,2208,276,global,austin,calendar,lgbm_point,test,5.85
48.955505268034116,135.17655358492348,32.45469247230146,1925,275,global,chicago,calendar,lgbm_point,val,5.86
53.687823884991786,128.48276182372743,28.127931414639214,1932,276,global,chicago,calendar,lgbm_point,test,5.87
145.3561021705272,337.9653203918472,14.56896364493841,2200,275,global,nyc,calendar,lgbm_point,val,5.87
182.18129727283562,422.18396245390085,14.933492926376656,2208,276,global,nyc,calendar,lgbm_point,test,5.88
28.002254053566364,66.55257532413279,22.80404954255304,2192,274,global,sf,calendar,lgbm_point,val,5.89
30.822730231718314,78.28156416812388,64.06235391778381,2200,275,global,sf,calendar,lgbm_point,test,5.89
30.280649350649348,49.978467719824316,52.458263892808624,2200,275,global,austin,weather,naive_trailing7,val,0.03
30.371376811594203,50.156071302136,48.159494852497794,2208,276,global,austin,weather,naive_trailing7,test,0.04
105.76860853432281,188.8002548772577,85.34467540320014,1925,275,global,chicago,weather,naive_trailing7,val,0.04
111.46058858325938,201.99423320382726,84.0762069834104,1932,276,global,chicago,weather,naive_trailing7,test,0.05
245.53357142857143,461.6407075490844,27.237728728147943,2200,275,global,nyc,weather,naive_trailing7,val,0.06
305.6182712215321,571.3918531972411,27.37934710999777,2208,276,global,nyc,weather,naive_trailing7,test,0.06
42.45555265901981,92.11746887749817,34.97082200834225,2192,274,global,sf,weather,naive_trailing7,val,0.07
44.76902597402597,97.8083661259611,75.40324061281484,2200,275,global,sf,weather,naive_trailing7,test,0.07
20.517272727272726,39.2618019315096,40.014678512769706,2200,275,global,austin,weather,seasonal_naive7,val,0.03
21.61322463768116,42.77520656994481,38.985340929136555,2208,276,global,austin,weather,seasonal_naive7,test,0.04
70.68987012987013,188.11561242056342,55.50517528265202,1925,275,global,chicago,weather,seasonal_naive7,val,0.04
84.23757763975155,198.97115415641383,49.110728372275986,1932,276,global,chicago,weather,seasonal_naive7,test,0.05
226.67181818181817,494.43669417373803,26.362787181501464,2200,275,global,nyc,weather,seasonal_naive7,val,0.05
282.4388586956522,644.0911805190813,25.246462590260744,2208,276,global,nyc,weather,seasonal_naive7,test,0.06
37.60492700729927,87.9001590226342,34.06746419808784,2192,274,global,sf,weather,seasonal_naive7,val,0.06
43.78636363636364,108.41276342168976,91.2024374709818,2200,275,global,sf,weather,seasonal_naive7,test,0.07
21.937589919818357,36.11169689240818,48.451752584958676,2200,275,global,austin,weather,ridge,val,0.14
22.68035245701536,38.169649965602595,42.95787635780614,2208,276,global,austin,weather,ridge,test,0.15
69.20133907568484,155.95310810786688,53.50692149611881,1925,275,global,chicago,weather,ridge,val,0.15
76.174692489996,153.5741326813699,50.53237887347447,1932,276,global,chicago,weather,ridge,test,0.16
169.12871862113718,367.07934868325987,20.029923965430324,2200,275,global,nyc,weather,ridge,val,0.17
214.71507719917008,431.15016014347145,19.95260677367098,2208,276,global,nyc,weather,ridge,test,0.17
37.504715518640815,80.88180442340186,61.05475728637922,2192,274,global,sf,weather,ridge,val,0.18
39.906285097041376,90.89671397501775,99.16342425409982,2200,275,global,sf,weather,ridge,test,0.18
17.286808487504757,31.31245223793291,38.07344858356471,2200,275,global,austin,weather,random_forest,val,42.3
17.46237730260763,33.29138740675258,34.66273359178055,2208,276,global,austin,weather,random_forest,test,42.3
55.218312922595445,141.33346661396362,48.3765835490625,1925,275,global,chicago,weather,random_forest,val,42.32
60.79796374877484,135.21615484629984,42.54623876776094,1932,276,global,chicago,weather,random_forest,test,42.32
163.6213855635184,355.4474678327425,18.618366963266034,2200,275,global,nyc,weather,random_forest,val,42.33
199.19276010097636,425.6455365710415,17.961533077724003,2208,276,global,nyc,weather,random_forest,test,42.34
31.127839919836884,74.17016819396935,29.78092858097278,2192,274,global,sf,weather,random_forest,val,42.35
34.09377225625578,87.11120953721222,71.34449998955932,2200,275,global,sf,weather,random_forest,test,42.36
16.166431073819282,30.252475021037107,32.26215137955239,2200,275,global,austin,weather,lgbm_point,val,6.63
17.308022238411862,33.52756819960651,31.668188898539174,2208,276,global,austin,weather,lgbm_point,test,6.64
54.817142947567625,141.25678821722462,40.037434561434345,1925,275,global,chicago,weather,lgbm_point,val,6.65
60.779362360716405,141.66081992227157,36.357495595070276,1932,276,global,chicago,weather,lgbm_point,test,6.65
154.06872034143575,346.80730278100026,16.311697519385934,2200,275,global,nyc,weather,lgbm_point,val,6.66
193.07598206940014,423.37477944341356,16.72120959116236,2208,276,global,nyc,weather,lgbm_point,test,6.67
30.68560429211553,73.47326770464657,24.894062496367514,2192,274,global,sf,weather,lgbm_point,val,6.67
34.491755511945655,87.60261855104423,65.17861533306272,2200,275,global,sf,weather,lgbm_point,test,6.68
30.280649350649348,49.978467719824316,52.458263892808624,2200,275,global,austin,calendar_weather,naive_trailing7,val,0.03
30.371376811594203,50.156071302136,48.159494852497794,2208,276,global,austin,calendar_weather,naive_trailing7,test,0.03
105.76860853432281,188.8002548772577,85.34467540320014,1925,275,global,chicago,calendar_weather,naive_trailing7,val,0.04
111.46058858325938,201.99423320382726,84.0762069834104,1932,276,global,chicago,calendar_weather,naive_trailing7,test,0.05
245.53357142857143,461.6407075490844,27.237728728147943,2200,275,global,nyc,calendar_weather,naive_trailing7,val,0.05
305.6182712215321,571.3918531972411,27.37934710999777,2208,276,global,nyc,calendar_weather,naive_trailing7,test,0.06
42.45555265901981,92.11746887749817,34.97082200834225,2192,274,global,sf,calendar_weather,naive_trailing7,val,0.06
44.76902597402597,97.8083661259611,75.40324061281484,2200,275,global,sf,calendar_weather,naive_trailing7,test,0.07
20.517272727272726,39.2618019315096,40.014678512769706,2200,275,global,austin,calendar_weather,seasonal_naive7,val,0.03
21.61322463768116,42.77520656994481,38.985340929136555,2208,276,global,austin,calendar_weather,seasonal_naive7,test,0.03
70.68987012987013,188.11561242056342,55.50517528265202,1925,275,global,chicago,calendar_weather,seasonal_naive7,val,0.04
84.23757763975155,198.97115415641383,49.110728372275986,1932,276,global,chicago,calendar_weather,seasonal_naive7,test,0.04
226.67181818181817,494.43669417373803,26.362787181501464,2200,275,global,nyc,calendar_weather,seasonal_naive7,val,0.05
282.4388586956522,644.0911805190813,25.246462590260744,2208,276,global,nyc,calendar_weather,seasonal_naive7,test,0.06
37.60492700729927,87.9001590226342,34.06746419808784,2192,274,global,sf,calendar_weather,seasonal_naive7,val,0.06
43.78636363636364,108.41276342168976,91.2024374709818,2200,275,global,sf,calendar_weather,seasonal_naive7,test,0.07
23.475121994517043,35.59104481450617,55.77293615639163,2200,275,global,austin,calendar_weather,ridge,val,0.18
24.330430393786955,37.856187680217516,52.760108545000946,2208,276,global,austin,calendar_weather,ridge,test,0.18
67.53965594484472,153.31205462482006,47.68798371301688,1925,275,global,chicago,calendar_weather,ridge,val,0.19
73.40918687229328,149.2428759486414,44.849722795264775,1932,276,global,chicago,calendar_weather,ridge,test,0.19
167.09105997364424,365.3793164442278,19.271501316259883,2200,275,global,nyc,calendar_weather,ridge,val,0.2
212.21103088490355,430.2203437506593,19.111738753736514,2208,276,global,nyc,calendar_weather,ridge,test,0.2
38.38870623354254,79.00362082473258,107.56007100192073,2192,274,global,sf,calendar_weather,ridge,val,0.21
40.964981100401964,88.71107288824656,161.778401892284,2200,275,global,sf,calendar_weather,ridge,test,0.22
16.48132944767755,28.924134942911845,36.53217335834194,2200,275,global,austin,calendar_weather,random_forest,val,50.17
16.352465828993417,30.696491403311654,32.61273657009262,2208,276,global,austin,calendar_weather,random_forest,test,50.17
50.66820775348934,133.5560937323084,43.2586360811032,1925,275,global,chicago,calendar_weather,random_forest,val,50.18
55.9177565944666,128.14436095886506,37.351408045875345,1932,276,global,chicago,calendar_weather,random_forest,test,50.18
155.1609782436379,346.82831127003834,16.885197288542056,2200,275,global,nyc,calendar_weather,random_forest,val,50.19
187.44475442766907,409.2179385962344,16.21717542676268,2208,276,global,nyc,calendar_weather,random_forest,test,50.19
28.87372786279131,69.09565467398933,28.1424692192405,2192,274,global,sf,calendar_weather,random_forest,val,50.2
31.44105763589415,80.69871417834432,69.18670681260377,2200,275,global,sf,calendar_weather,random_forest,test,50.2
14.93180491695383,27.400268495653258,29.6528181865779,2200,275,global,austin,calendar_weather,lgbm_point,val,6.57
15.202123724084423,30.095460997283972,27.69581648640938,2208,276,global,austin,calendar_weather,lgbm_point,test,6.58
48.226090278395155,133.94403396085278,31.291080137884915,1925,275,global,chicago,calendar_weather,lgbm_point,val,6.59
52.564790531946045,129.8488911646076,28.057203749320635,1932,276,global,chicago,calendar_weather,lgbm_point,test,6.59
132.99476351900998,319.6501601368444,13.355878717861108,2200,275,global,nyc,calendar_weather,lgbm_point,val,6.6
168.39101617860476,397.48088062364377,13.870034260648096,2208,276,global,nyc,calendar_weather,lgbm_point,test,6.6
26.604044449880867,62.877749689637305,23.021105655558557,2192,274,global,sf,calendar_weather,lgbm_point,val,6.61
29.474622601013593,75.58894477696069,61.814941431394175,2200,275,global,sf,calendar_weather,lgbm_point,test,6.61
30.280649350649348,49.978467719824316,52.458263892808624,2200,275,global,austin,calendar_weather_lagged_only,naive_trailing7,val,0.02
30.371376811594203,50.156071302136,48.159494852497794,2208,276,global,austin,calendar_weather_lagged_only,naive_trailing7,test,0.03
105.76860853432281,188.8002548772577,85.34467540320014,1925,275,global,chicago,calendar_weather_lagged_only,naive_trailing7,val,0.03
111.46058858325938,201.99423320382726,84.0762069834104,1932,276,global,chicago,calendar_weather_lagged_only,naive_trailing7,test,0.04
245.53357142857143,461.6407075490844,27.237728728147943,2200,275,global,nyc,calendar_weather_lagged_only,naive_trailing7,val,0.04
305.6182712215321,571.3918531972411,27.37934710999777,2208,276,global,nyc,calendar_weather_lagged_only,naive_trailing7,test,0.05
42.45555265901981,92.11746887749817,34.97082200834225,2192,274,global,sf,calendar_weather_lagged_only,naive_trailing7,val,0.06
44.76902597402597,97.8083661259611,75.40324061281484,2200,275,global,sf,calendar_weather_lagged_only,naive_trailing7,test,0.06
20.517272727272726,39.2618019315096,40.014678512769706,2200,275,global,austin,calendar_weather_lagged_only,seasonal_naive7,val,0.02
21.61322463768116,42.77520656994481,38.985340929136555,2208,276,global,austin,calendar_weather_lagged_only,seasonal_naive7,test,0.03
70.68987012987013,188.11561242056342,55.50517528265202,1925,275,global,chicago,calendar_weather_lagged_only,seasonal_naive7,val,0.03
84.23757763975155,198.97115415641383,49.110728372275986,1932,276,global,chicago,calendar_weather_lagged_only,seasonal_naive7,test,0.04
226.67181818181817,494.43669417373803,26.362787181501464,2200,275,global,nyc,calendar_weather_lagged_only,seasonal_naive7,val,0.04
282.4388586956522,644.0911805190813,25.246462590260744,2208,276,global,nyc,calendar_weather_lagged_only,seasonal_naive7,test,0.05
37.60492700729927,87.9001590226342,34.06746419808784,2192,274,global,sf,calendar_weather_lagged_only,seasonal_naive7,val,0.05
43.78636363636364,108.41276342168976,91.2024374709818,2200,275,global,sf,calendar_weather_lagged_only,seasonal_naive7,test,0.06
22.87905315767343,35.401009467033674,52.540665837666175,2200,275,global,austin,calendar_weather_lagged_only,ridge,val,0.1
24.32856607859758,37.72562933647357,53.04860124579632,2208,276,global,austin,calendar_weather_lagged_only,ridge,test,0.11
67.44735890453516,153.4021135007874,48.06614161448681,1925,275,global,chicago,calendar_weather_lagged_only,ridge,val,0.11
72.9951702658035,149.0645233887524,44.88512223569964,1932,276,global,chicago,calendar_weather_lagged_only,ridge,test,0.12
167.78065432021748,365.52565286953995,19.43752800604323,2200,275,global,nyc,calendar_weather_lagged_only,ridge,val,0.12
212.39144847438055,430.14894505010477,19.193607140157475,2208,276,global,nyc,calendar_weather_lagged_only,ridge,test,0.13
38.214304844778596,79.19054299564901,101.07105686840423,2192,274,global,sf,calendar_weather_lagged_only,ridge,val,0.13
40.688397250026185,88.62119505628077,156.87729172319396,2200,275,global,sf,calendar_weather_lagged_only,ridge,test,0.14
16.136100567121872,28.183543063338828,36.23834009401223,2200,275,global,austin,calendar_weather_lagged_only,random_forest,val,41.89
16.00203512222358,29.873064082425252,31.676309272865094,2208,276,global,austin,calendar_weather_lagged_only,random_forest,test,41.9
51.22901384625885,134.21963581452596,44.884223624501836,1925,275,global,chicago,calendar_weather_lagged_only,random_forest,val,41.91
56.288428796995056,127.94267336120588,39.08402902439156,1932,276,global,chicago,calendar_weather_lagged_only,random_forest,test,41.91
158.1459024439851,352.43963693100505,17.0815237511678,2200,275,global,nyc,calendar_weather_lagged_only,random_forest,val,41.92
191.42480639102098,418.1701224248255,16.45837123054416,2208,276,global,nyc,calendar_weather_lagged_only,random_forest,test,41.93
29.408696710719408,70.4359097919438,28.348703071171993,2192,274,global,sf,calendar_weather_lagged_only,random_forest,val,41.94
31.755275493626105,79.7043952144176,70.43145079876636,2200,275,global,sf,calendar_weather_lagged_only,random_forest,test,41.94
14.996779504512386,27.516040923385553,29.55761868481258,2200,275,global,austin,calendar_weather_lagged_only,lgbm_point,val,6.27
15.258996046024842,30.231390878690096,28.33027726660946,2208,276,global,austin,calendar_weather_lagged_only,lgbm_point,test,6.28
49.1459328536606,134.1801079612329,32.443465672087754,1925,275,global,chicago,calendar_weather_lagged_only,lgbm_point,val,6.29
53.24153508830491,127.87339000648674,27.759215178260266,1932,276,global,chicago,calendar_weather_lagged_only,lgbm_point,test,6.29
145.14993489975427,341.7575045151932,14.478562750681,2200,275,global,nyc,calendar_weather_lagged_only,lgbm_point,val,6.3
180.61384307946503,419.22825621096536,14.815600231103836,2208,276,global,nyc,calendar_weather_lagged_only,lgbm_point,test,6.31
27.972330756852315,66.71058961709626,23.262458491023068,2192,274,global,sf,calendar_weather_lagged_only,lgbm_point,val,6.31
30.720854447521006,79.15597862324304,63.789196584452014,2200,275,global,sf,calendar_weather_lagged_only,lgbm_point,test,6.32
22.20830044043825,36.089589382471125,50.35927949963428,2208,276,loco_zero_shot,austin,calendar_weather,lgbm_point,test,
71.01619628171002,149.73343237131772,42.49071943921326,1932,276,loco_zero_shot,chicago,calendar_weather,lgbm_point,test,
408.96058713242115,819.0321742208723,22.55895314276663,2208,276,loco_zero_shot,nyc,calendar_weather,lgbm_point,test,
31.131264435753586,77.69128712584532,62.57510168305519,2200,275,loco_zero_shot,sf,calendar_weather,lgbm_point,test,
