city,regime,crews,policy,config,total_unmet_weighted,total_unmet_raw,final_backlog,unmet_by_family
chicago,generous,49,greedy_ev_point,local/calendar_weather/ridge,6226765.0,5743476.0,1272.0,"[11614.0, 416667.0, 4860856.0, 31134.0, 169274.0, 716346.0, 20874.0]"
chicago,generous,49,proportional,local/calendar_weather/random_forest,4494316.0,2308181.0,732.0,"[292876.0, 148603.0, 232173.0, 416073.0, 1924348.0, 1120126.0, 360117.0]"
chicago,generous,49,greedy_ev_point,local/calendar_weather/random_forest,5189471.0,4786003.0,1047.0,"[9784.0, 317028.0, 4078803.0, 22881.0, 148642.0, 595326.0, 17007.0]"
chicago,generous,49,proportional,local/calendar_weather/lgbm_point,4500431.0,2306792.0,560.0,"[292110.0, 147555.0, 231191.0, 429798.0, 1924368.0, 1108428.0, 366981.0]"
chicago,generous,49,greedy_ev_point,local/calendar_weather/lgbm_point,4345992.0,3967007.0,858.0,"[10038.0, 257240.0, 3346796.0, 28257.0, 147896.0, 535980.0, 19785.0]"
chicago,generous,49,proportional,global/calendar_weather/lgbm_point,4494561.0,2304576.0,610.0,"[294650.0, 147138.0, 231786.0, 427689.0, 1919824.0, 1108164.0, 365310.0]"
chicago,generous,49,greedy_ev_point,global/calendar_weather/lgbm_point,4295124.0,3934032.0,982.0,"[10236.0, 253243.0, 3335268.0, 29034.0, 140794.0, 508870.0, 17679.0]"
nyc,scarce,139,uniform,uniform,287133254.0,171033082.0,1334303.0,"[66029378.0, 54946351.0, 39.0, 4969.0, 45699.0, 5799742.0, 160297428.0, 9648.0]"
nyc,scarce,139,oracle,oracle,110585188.0,108490212.0,831172.0,"[16888.0, 66982401.0, 25371193.0, 14046555.0, 6654.0, 17574.0, 4135838.0, 8085.0]"
nyc,scarce,139,greedy_ev_quantile,local/calendar_weather/lgbm_quantile,115945401.0,113540764.0,860611.0,"[293784.0, 71741051.0, 25371193.0, 14046555.0, 30345.0, 70954.0, 4353848.0, 37671.0]"
nyc,scarce,139,proportional,local/internal/naive_trailing7,187484121.0,107798681.0,827316.0,"[46826778.0, 25936501.0, 6817343.0, 3034705.0, 8893113.0, 19343342.0, 62499528.0, 14132811.0]"
nyc,scarce,139,greedy_ev_point,local/internal/naive_trailing7,131664935.0,126360010.0,971845.0,"[209792.0, 81665951.0, 25371193.0, 14046555.0, 32052.0, 62446.0, 10223156.0, 53790.0]"
nyc,scarce,139,proportional,local/internal/seasonal_naive7,187516221.0,107798681.0,827316.0,"[46887878.0, 25924901.0, 6803893.0, 3039805.0, 8883513.0, 19337242.0, 62460128.0, 14178861.0]"
nyc,scarce,139,greedy_ev_point,local/internal/seasonal_naive7,128268622.0,122234982.0,962275.0,"[210938.0, 76815901.0, 25371193.0, 14046555.0, 40053.0, 69260.0, 11657854.0, 56868.0]"
nyc,scarce,139,proportional,local/internal/ridge,187498071.0,107798681.0,827316.0,"[46856778.0, 25928051.0, 6813443.0, 3042205.0, 8901213.0, 19328042.0, 62476328.0, 14152011.0]"
nyc,scarce,139,greedy_ev_point,local/internal/ridge,124108874.0,119907797.0,922611.0,"[165752.0, 76311851.0, 25371193.0, 14046555.0, 29004.0, 44626.0, 8100260.0, 39633.0]"
nyc,scarce,139,proportional,local/internal/random_forest,187499021.0,107798681.0,827316.0,"[46853278.0, 25925901.0, 6812443.0, 3041855.0, 8881413.0, 19333042.0, 62486928.0, 14164161.0]"
nyc,scarce,139,greedy_ev_point,local/internal/random_forest,122938480.0,118715169.0,917333.0,"[157106.0, 75095851.0, 25371193.0, 14046555.0, 27336.0, 44922.0, 8157630.0, 37887.0]"
nyc,scarce,139,proportional,local/internal/lgbm_point,187522071.0,107798681.0,827316.0,"[46857578.0, 25926201.0, 6806793.0, 3042655.0, 8903013.0, 19331442.0, 62456328.0, 14198061.0]"
nyc,scarce,139,greedy_ev_point,local/internal/lgbm_point,120743266.0,116742375.0,902627.0,"[177068.0, 73349651.0, 25371193.0, 14046555.0, 31197.0, 48700.0, 7672354.0, 46548.0]"
nyc,scarce,139,proportional,local/calendar/random_forest,187510521.0,107798681.0,827316.0,"[46859378.0, 25930701.0, 6812293.0, 3029805.0, 8899863.0, 19343142.0, 62477328.0, 14158011.0]"
nyc,scarce,139,greedy_ev_point,local/calendar/random_forest,122204988.0,118222157.0,909599.0,"[157194.0, 74841701.0, 25371193.0, 14046555.0, 25788.0, 43552.0, 7684424.0, 34581.0]"
nyc,scarce,139,proportional,local/calendar/lgbm_point,187498021.0,107798681.0,827316.0,"[46882278.0, 25926501.0, 6811343.0, 3045505.0, 8887113.0, 19307142.0, 62473228.0, 14164911.0]"
nyc,scarce,139,greedy_ev_point,local/calendar/lgbm_point,118720795.0,115326928.0,886551.0,"[173966.0, 72539151.0, 25371193.0, 14046555.0, 30201.0, 43708.0, 6474708.0, 41313.0]"
nyc,scarce,139,proportional,local/calendar_weather/ridge,187506941.0,107802821.0,827331.0,"[46868778.0, 25929851.0, 6814843.0, 3037205.0, 8889933.0, 19328742.0, 62477928.0, 14159661.0]"
nyc,scarce,139,greedy_ev_point,local/calendar_weather/ridge,124051486.0,120079122.0,920801.0,"[164692.0, 76711501.0, 25371193.0, 14046555.0, 29433.0, 42608.0, 7647464.0, 38040.0]"
nyc,scarce,139,proportional,local/calendar_weather/random_forest,187499571.0,107798681.0,827316.0,"[46865178.0, 25927851.0, 6812743.0, 3033005.0, 8866863.0, 19343142.0, 62490228.0, 14160561.0]"
nyc,scarce,139,greedy_ev_point,local/calendar_weather/random_forest,121839753.0,118159040.0,904715.0,"[150442.0, 75081201.0, 25371193.0, 14046555.0, 26295.0, 41880.0, 7086616.0, 35571.0]"
nyc,scarce,139,proportional,local/calendar_weather/lgbm_point,187498121.0,107798681.0,827316.0,"[46862278.0, 25919951.0, 6821743.0, 3043705.0, 8900763.0, 19337042.0, 62454928.0, 14157711.0]"
nyc,scarce,139,greedy_ev_point,local/calendar_weather/lgbm_point,117775569.0,114642114.0,879977.0,"[150616.0, 72112851.0, 25371193.0, 14046555.0, 28266.0, 41560.0, 5986974.0, 37554.0]"
nyc,scarce,139,proportional,global/calendar_weather/lgbm_point,187533021.0,107798681.0,827316.0,"[46870678.0, 25925751.0, 6813043.0, 3031005.0, 8928513.0, 19339842.0, 62436328.0, 14187861.0]"
nyc,scarce,139,greedy_ev_point,global/calendar_weather/lgbm_point,117875588.0,114708939.0,880812.0,"[152022.0, 72148951.0, 25371193.0, 14046555.0, 31896.0, 42408.0, 6041232.0, 41331.0]"
nyc,moderate,179,uniform,uniform,233536631.0,139459532.0,1124227.0,"[46916378.0, 45389851.0, 0.0, 949.0, 24924.0, 19924.0, 141184428.0, 177.0]"
nyc,moderate,179,oracle,oracle,32819423.0,32764512.0,285075.0,"[3860.0, 5019001.0, 14590343.0, 13102355.0, 3180.0, 4520.0, 93050.0, 3114.0]"
nyc,moderate,179,greedy_ev_quantile,local/calendar_weather/lgbm_quantile,42321509.0,42137437.0,353821.0,"[169986.0, 8431755.0, 20188343.0, 13349655.0, 21285.0, 25210.0, 107396.0, 27879.0]"
nyc,moderate,179,proportional,local/internal/naive_trailing7,55776080.0,31945585.0,277541.0,"[16114952.0, 7683255.0, 1842963.0, 674339.0, 2366973.0, 5153142.0, 18051028.0, 3889428.0]"
nyc,moderate,179,greedy_ev_point,local/internal/naive_trailing7,55518471.0,55184172.0,456707.0,"[191496.0, 16577374.0, 24334093.0, 13963755.0, 27402.0, 38874.0, 336832.0, 48645.0]"
nyc,moderate,179,proportional,local/internal/seasonal_naive7,55426168.0,31749595.0,276805.0,"[16036752.0, 7637705.0, 1829893.0, 670505.0, 2341473.0, 5125742.0, 17930328.0, 3853770.0]"
nyc,moderate,179,greedy_ev_point,local/internal/seasonal_naive7,50775243.0,50415267.0,443310.0,"[194206.0, 13412869.0, 22666443.0, 14006055.0, 37365.0, 40046.0, 365396.0, 52863.0]"
nyc,moderate,179,proportional,local/internal/ridge,55242774.0,31637655.0,276391.0,"[16025800.0, 7610615.0, 1820143.0, 663145.0, 2343171.0, 5091342.0, 17847628.0, 3840930.0]"
nyc,moderate,179,greedy_ev_point,local/internal/ridge,47626816.0,47404890.0,397900.0,"[145240.0, 10490245.0, 22749993.0, 13963755.0, 26262.0, 25694.0, 188802.0, 36825.0]"
nyc,moderate,179,proportional,local/internal/random_forest,55149768.0,31583805.0,276191.0,"[15990848.0, 7603731.0, 1816193.0, 656395.0, 2351001.0, 5089742.0, 17817428.0, 3824430.0]"
nyc,moderate,179,greedy_ev_point,local/internal/random_forest,46439760.0,46228055.0,392800.0,"[143312.0, 10102397.0, 21941993.0, 13991355.0, 24072.0, 27498.0, 175020.0, 34113.0]"
nyc,moderate,179,proportional,local/internal/lgbm_point,55108501.0,31566455.0,276130.0,"[15976806.0, 7605139.0, 1818443.0, 663081.0, 2348421.0, 5073542.0, 17784728.0, 3838341.0]"
nyc,moderate,179,greedy_ev_point,local/internal/lgbm_point,44043827.0,43814104.0,375131.0,"[162122.0, 9256459.0, 20400043.0, 13950605.0, 26442.0, 29404.0, 177016.0, 41736.0]"
nyc,moderate,179,proportional,local/calendar/random_forest,55085302.0,31551479.0,276073.0,"[15970748.0, 7596615.0, 1814993.0, 661255.0, 2338641.0, 5080442.0, 17795628.0, 3826980.0]"
nyc,moderate,179,greedy_ev_point,local/calendar/random_forest,45693292.0,45486574.0,383011.0,"[143078.0, 9466455.0, 21784543.0, 14046555.0, 22479.0, 25392.0, 174178.0, 30612.0]"
nyc,moderate,179,proportional,local/calendar/lgbm_point,55057458.0,31529758.0,275994.0,"[15968678.0, 7584133.0, 1811943.0, 665345.0, 2342721.0, 5074542.0, 17774728.0, 3835368.0]"
nyc,moderate,179,greedy_ev_point,local/calendar/lgbm_point,42622517.0,42396838.0,358188.0,"[155978.0, 8249642.0, 19895593.0, 14046555.0, 25578.0, 25230.0, 187626.0, 36315.0]"
nyc,moderate,179,proportional,local/calendar_weather/ridge,55268976.0,31650889.0,276440.0,"[16031900.0, 7613215.0, 1820893.0, 663895.0, 2346423.0, 5094642.0, 17848828.0, 3849180.0]"
nyc,moderate,179,greedy_ev_point,local/calendar_weather/ridge,48177826.0,47958859.0,397952.0,"[144880.0, 10734235.0, 23062393.0, 13963755.0, 27045.0, 24944.0, 186146.0, 34428.0]"
nyc,moderate,179,proportional,local/calendar_weather/random_forest,55096279.0,31551632.0,276073.0,"[15980748.0, 7591231.0, 1812943.0, 662055.0, 2333391.0, 5083742.0, 17787828.0, 3844341.0]"
nyc,moderate,179,greedy_ev_point,local/calendar_weather/random_forest,45656940.0,45459995.0,379209.0,"[138126.0, 9195249.0, 22039043.0, 14046555.0, 22374.0, 26198.0, 158378.0, 31017.0]"
nyc,moderate,179,proportional,local/calendar_weather/lgbm_point,54966711.0,31478537.0,275801.0,"[15950978.0, 7577605.0, 1809843.0, 663415.0, 2342871.0, 5053442.0, 17729928.0, 3838629.0]"
nyc,moderate,179,greedy_ev_point,local/calendar_weather/lgbm_point,41582946.0,41381369.0,350540.0,"[134142.0, 8001244.0, 19272843.0, 13925055.0, 24816.0, 23050.0, 168562.0, 33234.0]"
nyc,moderate,179,proportional,global/calendar_weather/lgbm_point,54931533.0,31459535.0,275731.0,"[15934878.0, 7570241.0, 1814093.0, 661115.0, 2340741.0, 5054242.0, 17723228.0, 3832995.0]"
nyc,moderate,179,greedy_ev_point,global/calendar_weather/lgbm_point,41798706.0,41589869.0,351948.0,"[135122.0, 8135512.0, 19543243.0, 13723555.0, 27669.0, 23758.0, 173682.0, 36165.0]"
nyc,generous,219,uniform,uniform,185723941.0,110776184.0,917227.0,"[27803378.0, 35833351.0, 0.0, 253.0, 15531.0, 0.0, 122071428.0, 0.0]"
nyc,generous,219,oracle,oracle,744036.0,737547.0,3033.0,"[1060.0, 307236.0, 329223.0, 95183.0, 990.0, 1464.0, 8118.0, 762.0]"
nyc,generous,219,greedy_ev_quantile,local/calendar_weather/lgbm_quantile,1307224.0,1213675.0,17970.0,"[102768.0, 611064.0, 417515.0, 102344.0, 14280.0, 11648.0, 29494.0, 18111.0]"
nyc,generous,219,proportional,local/internal/naive_trailing7,2028089.0,1164852.0,5626.0,"[710254.0, 302634.0, 54819.0, 18874.0, 76692.0, 141892.0, 575480.0, 147444.0]"
nyc,generous,219,greedy_ev_point,local/internal/naive_trailing7,2607243.0,2404690.0,37722.0,"[164252.0, 1012522.0, 572963.0, 640608.0, 25563.0, 36148.0, 108882.0, 46305.0]"
nyc,generous,219,proportional,local/internal/seasonal_naive7,2052619.0,1166523.0,8418.0,"[746428.0, 291457.0, 50796.0, 17754.0, 87051.0, 134314.0, 573130.0, 151689.0]"
nyc,generous,219,greedy_ev_point,local/internal/seasonal_naive7,2769689.0,2569226.0,51997.0,"[163946.0, 1172317.0, 743815.0, 479898.0, 33549.0, 36238.0, 91674.0, 48252.0]"
nyc,generous,219,proportional,local/internal/ridge,1697917.0,969222.0,4649.0,"[621946.0, 246524.0, 43360.0, 12781.0, 67167.0, 109446.0, 477446.0, 119247.0]"
nyc,generous,219,greedy_ev_point,local/internal/ridge,1657782.0,1520503.0,23551.0,"[106884.0, 741875.0, 495093.0, 165252.0, 23016.0, 21782.0, 69908.0, 33972.0]"
nyc,generous,219,proportional,local/internal/random_forest,1677747.0,960119.0,4754.0,"[611176.0, 249294.0, 41842.0, 11731.0, 65397.0, 107974.0, 474602.0, 115731.0]"
nyc,generous,219,greedy_ev_point,local/internal/random_forest,1582417.0,1447494.0,22693.0,"[111804.0, 691315.0, 475781.0, 162955.0, 20721.0, 23226.0, 64896.0, 31719.0]"
nyc,generous,219,proportional,local/internal/lgbm_point,1685693.0,967902.0,5039.0,"[614854.0, 259682.0, 40478.0, 13328.0, 68091.0, 105962.0, 461258.0, 122040.0]"
nyc,generous,219,greedy_ev_point,local/internal/lgbm_point,1531044.0,1383574.0,19483.0,"[120958.0, 646564.0, 461988.0, 147809.0, 23658.0, 24572.0, 68382.0, 37113.0]"
nyc,generous,219,proportional,local/calendar/random_forest,1652460.0,946652.0,4732.0,"[610724.0, 245719.0, 41455.0, 11130.0, 59973.0, 105056.0, 465996.0, 112407.0]"
nyc,generous,219,greedy_ev_point,local/calendar/random_forest,1528850.0,1400547.0,20123.0,"[109824.0, 676726.0, 456521.0, 154696.0, 19653.0, 21146.0, 62840.0, 27444.0]"
nyc,generous,219,proportional,local/calendar/lgbm_point,1630250.0,932665.0,4623.0,"[612196.0, 242490.0, 38999.0, 12661.0, 62358.0, 99786.0, 446908.0, 114852.0]"
nyc,generous,219,greedy_ev_point,local/calendar/lgbm_point,1445812.0,1310512.0,18401.0,"[109806.0, 631189.0, 436557.0, 125333.0, 21861.0, 19918.0, 69408.0, 31740.0]"
nyc,generous,219,proportional,local/calendar_weather/ridge,1704403.0,972210.0,4729.0,"[624218.0, 246180.0, 43642.0, 12675.0, 67290.0, 110346.0, 479902.0, 120150.0]"
nyc,generous,219,greedy_ev_point,local/calendar_weather/ridge,1617442.0,1482243.0,23054.0,"[108276.0, 708189.0, 487307.0, 170044.0, 23904.0, 20168.0, 67970.0, 31584.0]"
nyc,generous,219,proportional,local/calendar_weather/random_forest,1637498.0,937467.0,4654.0,"[607572.0, 243136.0, 40653.0, 11492.0, 59880.0, 106248.0, 454862.0, 113655.0]"
nyc,generous,219,greedy_ev_point,local/calendar_weather/random_forest,1484038.0,1361125.0,20107.0,"[103998.0, 648773.0, 451084.0, 154333.0, 19383.0, 21548.0, 56368.0, 28551.0]"
nyc,generous,219,proportional,local/calendar_weather/lgbm_point,1592528.0,913469.0,4523.0,"[587204.0, 241911.0, 37683.0, 13027.0, 62568.0, 100204.0, 437866.0, 112065.0]"
nyc,generous,219,greedy_ev_point,local/calendar_weather/lgbm_point,1410432.0,1292192.0,18399.0,"[92072.0, 620172.0, 440047.0, 130383.0, 21114.0, 19366.0, 58442.0, 28836.0]"
nyc,generous,219,proportional,global/calendar_weather/lgbm_point,1601628.0,917512.0,4671.0,"[587478.0, 241415.0, 39056.0, 12838.0, 65469.0, 101556.0, 439546.0, 114270.0]"
nyc,generous,219,greedy_ev_point,global/calendar_weather/lgbm_point,1402173.0,1280317.0,17711.0,"[89902.0, 613608.0, 432836.0, 130319.0, 23490.0, 19444.0, 61158.0, 31416.0]"
sf,scarce,30,uniform,uniform,110506004.0,55253077.0,418835.0,"[0.0, 0.0, 806.0, 71.0, 0.0, 15843058.0, 94659888.0, 2181.0]"
sf,scarce,30,oracle,oracle,35338287.0,22035979.0,177056.0,"[13570.0, 1158969.0, 5998369.0, 1582333.0, 8418.0, 13658.0, 26553388.0, 9582.0]"
sf,scarce,30,greedy_ev_quantile,local/calendar_weather/lgbm_quantile,35503757.0,22117955.0,177749.0,"[16202.0, 1158969.0, 5998369.0, 1582333.0, 8418.0, 83042.0, 26642288.0, 14136.0]"
sf,scarce,30,proportional,local/internal/naive_trailing7,41824177.0,21903539.0,176173.0,"[533554.0, 274893.0, 1706019.0, 284883.0, 8418.0, 8063658.0, 30112488.0, 840264.0]"
sf,scarce,30,greedy_ev_point,local/internal/naive_trailing7,38666204.0,23699206.0,189136.0,"[13802.0, 1158969.0, 5998369.0, 1582333.0, 8418.0, 37254.0, 29853088.0, 13971.0]"
sf,scarce,30,proportional,local/internal/seasonal_naive7,41839079.0,21908159.0,176190.0,"[525270.0, 270493.0, 1704419.0, 281183.0, 8418.0, 8065258.0, 30155888.0, 828150.0]"
sf,scarce,30,greedy_ev_point,local/internal/seasonal_naive7,38061563.0,23396749.0,187746.0,"[13934.0, 1158969.0, 5998369.0, 1582333.0, 8418.0, 33262.0, 29251488.0, 14790.0]"
sf,scarce,30,proportional,local/internal/ridge,41831901.0,21907048.0,176186.0,"[527784.0, 274387.0, 1706169.0, 284433.0, 8418.0, 8060558.0, 30130188.0, 839964.0]"
sf,scarce,30,greedy_ev_point,local/internal/ridge,37341167.0,23036474.0,185106.0,"[13422.0, 1158969.0, 5998369.0, 1582333.0, 8418.0, 29116.0, 28535288.0, 15252.0]"
sf,scarce,30,proportional,local/internal/random_forest,41813571.0,21897487.0,176151.0,"[533054.0, 273743.0, 1705169.0, 284883.0, 8418.0, 8064058.0, 30105488.0, 838758.0]"
sf,scarce,30,greedy_ev_point,local/internal/random_forest,36942086.0,22837395.0,183638.0,"[13476.0, 1158969.0, 5998369.0, 1582333.0, 8418.0, 31750.0, 28136288.0, 12483.0]"
sf,scarce,30,proportional,local/internal/lgbm_point,41811663.0,21896121.0,176146.0,"[532170.0, 274669.0, 1704519.0, 283833.0, 8418.0, 8063758.0, 30105388.0, 838908.0]"
sf,scarce,30,greedy_ev_point,local/internal/lgbm_point,36836946.0,22784465.0,182952.0,"[13286.0, 1158969.0, 5998369.0, 1582333.0, 8418.0, 35340.0, 28025588.0, 14643.0]"
sf,scarce,30,proportional,local/calendar/random_forest,41813971.0,21897487.0,176151.0,"[528254.0, 273693.0, 1704919.0, 283333.0, 8418.0, 8071058.0, 30109888.0, 834408.0]"
sf,scarce,30,greedy_ev_point,local/calendar/random_forest,36890806.0,22811764.0,183402.0,"[13254.0, 1158969.0, 5998369.0, 1582333.0, 8418.0, 30846.0, 28086188.0, 12429.0]"
sf,scarce,30,proportional,local/calendar/lgbm_point,41813447.0,21897213.0,176150.0,"[527854.0, 274369.0, 1705169.0, 283583.0, 8418.0, 8069858.0, 30106188.0, 838008.0]"
sf,scarce,30,greedy_ev_point,local/calendar/lgbm_point,36725276.0,22728685.0,182438.0,"[13458.0, 1158969.0, 5998369.0, 1582333.0, 8418.0, 33628.0, 27915788.0, 14313.0]"
sf,scarce,30,proportional,local/calendar_weather/ridge,41842908.0,21911442.0,176202.0,"[522934.0, 272687.0, 1706319.0, 282233.0, 8418.0, 8060858.0, 30154088.0, 835371.0]"
sf,scarce,30,greedy_ev_point,local/calendar_weather/ridge,37745528.0,23239958.0,186431.0,"[12796.0, 1158969.0, 5998369.0, 1582333.0, 2973.0, 27724.0, 28949488.0, 12876.0]"
sf,scarce,30,proportional,local/calendar_weather/random_forest,41814047.0,21897213.0,176150.0,"[528654.0, 274469.0, 1704319.0, 282933.0, 8418.0, 8070958.0, 30108688.0, 835608.0]"
sf,scarce,30,greedy_ev_point,local/calendar_weather/random_forest,36782609.0,22757574.0,182636.0,"[13702.0, 1158969.0, 5998369.0, 1582333.0, 8418.0, 30152.0, 27977688.0, 12978.0]"
sf,scarce,30,proportional,local/calendar_weather/lgbm_point,41811097.0,21897213.0,176150.0,"[528354.0, 275769.0, 1705569.0, 284883.0, 8418.0, 8062558.0, 30105288.0, 840258.0]"
sf,scarce,30,greedy_ev_point,local/calendar_weather/lgbm_point,36720406.0,22726352.0,182288.0,"[13458.0, 1158969.0, 5998369.0, 1582333.0, 8418.0, 31470.0, 27913688.0, 13701.0]"
sf,scarce,30,proportional,global/calendar_weather/lgbm_point,41839954.0,21911220.0,176201.0,"[532754.0, 273676.0, 1705719.0, 284583.0, 8418.0, 8067358.0, 30131388.0, 836058.0]"
sf,scarce,30,greedy_ev_point,global/calendar_weather/lgbm_point,36453334.0,22592737.0,181777.0,"[13636.0, 1158969.0, 5998369.0, 1582333.0, 8418.0, 29446.0, 27647988.0, 14175.0]"
sf,moderate,39,uniform,uniform,99119234.0,49559423.0,377585.0,"[0.0, 0.0, 10.0, 21.0, 0.0, 12048058.0, 87069888.0, 1257.0]"
sf,moderate,39,oracle,oracle,7476358.0,5980626.0,57677.0,"[11812.0, 516209.0, 3170391.0, 801113.0, 315.0, 11406.0, 2956970.0, 8142.0]"
sf,moderate,39,greedy_ev_quantile,local/calendar_weather/lgbm_quantile,8214460.0,6666694.0,60947.0,"[13596.0, 538234.0, 3341819.0, 1245333.0, 8418.0, 68994.0, 2987110.0, 10956.0]"
sf,moderate,39,proportional,local/internal/naive_trailing7,11301356.0,5877458.0,56887.0,"[152178.0, 78156.0, 381958.0, 80904.0, 8418.0, 2099990.0, 8245796.0, 253956.0]"
sf,moderate,39,greedy_ev_point,local/internal/naive_trailing7,10392097.0,8255412.0,72321.0,"[11956.0, 610887.0, 3959719.0, 1554883.0, 8418.0, 35816.0, 4198550.0, 11868.0]"
sf,moderate,39,proportional,local/internal/seasonal_naive7,11357439.0,5905604.0,57012.0,"[149964.0, 76175.0, 382517.0, 80101.0, 729.0, 2116818.0, 8296792.0, 254343.0]"
sf,moderate,39,greedy_ev_point,local/internal/seasonal_naive7,9464165.0,7430480.0,68629.0,"[12234.0, 553254.0, 3391691.0, 1459082.0, 8418.0, 32064.0, 3994144.0, 13278.0]"
sf,moderate,39,proportional,local/internal/ridge,11303929.0,5877052.0,56890.0,"[149556.0, 76232.0, 381954.0, 79218.0, 8418.0, 2107200.0, 8248082.0, 253269.0]"
sf,moderate,39,greedy_ev_point,local/internal/ridge,9121644.0,7246581.0,66780.0,"[11552.0, 535727.0, 3447091.0, 1395733.0, 8418.0, 27666.0, 3682776.0, 12681.0]"
sf,moderate,39,proportional,local/internal/random_forest,11313625.0,5881469.0,56908.0,"[149696.0, 76525.0, 380740.0, 79000.0, 8418.0, 2110010.0, 8256798.0, 252438.0]"
sf,moderate,39,greedy_ev_point,local/internal/random_forest,9202267.0,7380692.0,66768.0,"[11552.0, 561353.0, 3541469.0, 1462383.0, 8418.0, 29832.0, 3577414.0, 9846.0]"
sf,moderate,39,proportional,local/internal/lgbm_point,11327049.0,5889402.0,56945.0,"[151790.0, 77301.0, 382542.0, 79611.0, 8418.0, 2112424.0, 8260284.0, 254679.0]"
sf,moderate,39,greedy_ev_point,local/internal/lgbm_point,8943409.0,7158987.0,65333.0,"[11208.0, 552688.0, 3340791.0, 1488083.0, 8418.0, 33190.0, 3496458.0, 12573.0]"
sf,moderate,39,proportional,local/calendar/random_forest,11305387.0,5877379.0,56892.0,"[151290.0, 76758.0, 379844.0, 79959.0, 8418.0, 2101910.0, 8254056.0, 253152.0]"
sf,moderate,39,greedy_ev_point,local/calendar/random_forest,9126133.0,7307786.0,66315.0,"[11204.0, 543819.0, 3515059.0, 1436783.0, 8418.0, 29388.0, 3571214.0, 10248.0]"
sf,moderate,39,proportional,local/calendar/lgbm_point,11318083.0,5882700.0,56911.0,"[147752.0, 76210.0, 380692.0, 78923.0, 8418.0, 2115372.0, 8253610.0, 257106.0]"
sf,moderate,39,greedy_ev_point,local/calendar/lgbm_point,8644565.0,6928108.0,64051.0,"[11636.0, 553509.0, 3317393.0, 1347733.0, 8418.0, 31728.0, 3361614.0, 12534.0]"
sf,moderate,39,proportional,local/calendar_weather/ridge,11362639.0,5907112.0,57010.0,"[148340.0, 75843.0, 382583.0, 79113.0, 663.0, 2114740.0, 8304158.0, 257199.0]"
sf,moderate,39,greedy_ev_point,local/calendar_weather/ridge,9313421.0,7353095.0,67695.0,"[10628.0, 542232.0, 3495309.0, 1359133.0, 663.0, 26062.0, 3868342.0, 11052.0]"
sf,moderate,39,proportional,local/calendar_weather/random_forest,11306993.0,5878925.0,56895.0,"[150494.0, 77025.0, 379956.0, 79290.0, 8418.0, 2109930.0, 8254056.0, 247824.0]"
sf,moderate,39,greedy_ev_point,local/calendar_weather/random_forest,9094634.0,7310792.0,65807.0,"[11650.0, 531712.0, 3564809.0, 1436883.0, 8418.0, 28496.0, 3501722.0, 10944.0]"
sf,moderate,39,proportional,local/calendar_weather/lgbm_point,11298355.0,5874722.0,56875.0,"[148970.0, 76803.0, 381454.0, 78077.0, 8418.0, 2109642.0, 8247674.0, 247317.0]"
sf,moderate,39,greedy_ev_point,local/calendar_weather/lgbm_point,8605672.0,6871203.0,63699.0,"[11526.0, 544154.0, 3313693.0, 1285483.0, 8418.0, 29428.0, 3401600.0, 11370.0]"
sf,moderate,39,proportional,global/calendar_weather/lgbm_point,11288704.0,5870195.0,56855.0,"[151630.0, 77444.0, 381409.0, 80486.0, 8418.0, 2102426.0, 8232350.0, 254541.0]"
sf,moderate,39,greedy_ev_point,global/calendar_weather/lgbm_point,8389886.0,6681630.0,62968.0,"[11620.0, 522622.0, 3338105.0, 1119383.0, 8418.0, 28124.0, 3349824.0, 11790.0]"
sf,generous,47,uniform,uniform,91528684.0,45764219.0,350085.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 8253058.0, 83274888.0, 738.0]"
sf,generous,47,oracle,oracle,190201.0,175969.0,538.0,"[4474.0, 7209.0, 84667.0, 70561.0, 24.0, 3820.0, 17370.0, 2076.0]"
sf,generous,47,greedy_ev_quantile,local/calendar_weather/lgbm_quantile,335256.0,299708.0,3049.0,"[4496.0, 10341.0, 135608.0, 119120.0, 66.0, 23558.0, 39406.0, 2661.0]"
sf,generous,47,proportional,local/internal/naive_trailing7,338028.0,175328.0,414.0,"[6834.0, 3099.0, 12307.0, 3180.0, 8418.0, 67356.0, 227378.0, 9456.0]"
sf,generous,47,greedy_ev_point,local/internal/naive_trailing7,1110877.0,1056461.0,8966.0,"[5432.0, 9924.0, 567161.0, 426864.0, 66.0, 29274.0, 66510.0, 5646.0]"
sf,generous,47,proportional,local/internal/seasonal_naive7,330029.0,172634.0,395.0,"[7164.0, 3800.0, 11788.0, 3986.0, 729.0, 67954.0, 222332.0, 12276.0]"
sf,generous,47,greedy_ev_point,local/internal/seasonal_naive7,585282.0,522382.0,4427.0,"[6500.0, 12841.0, 224965.0, 224170.0, 96.0, 26382.0, 82942.0, 7386.0]"
sf,generous,47,proportional,local/internal/ridge,321622.0,168075.0,353.0,"[6702.0, 3805.0, 11719.0, 2891.0, 729.0, 62586.0, 222258.0, 10932.0]"
sf,generous,47,greedy_ev_point,local/internal/ridge,494375.0,445792.0,4024.0,"[5422.0, 9035.0, 211410.0, 178681.0, 18.0, 20856.0, 63220.0, 5733.0]"
